AGEP,SEX,EDU,MSP,HOUSING_TYPE,OWN_RENT,DENSITY,PINCP
16,1,3,2,1,1,1097.3365478515625,90378.09375
17,1,2,2,2,1,1311.763916015625,73522.1484375
16,2,2,2,1,1,1034.579345703125,70273.6015625
17,1,1,2,2,1,1425.1851806640625,72874.1484375
16,1,4,2,1,1,1247.5518798828125,91630.4140625
17,1,5,2,2,1,1426.4056396484375,106966.125
16,1,5,2,1,1,1166.6773681640625,103830.125
17,2,4,2,1,1,1497.4755859375,89230.9609375
17,2,1,2,1,1,1166.42041015625,63701.4921875
17,2,1,2,2,1,1395.265625,64391.5234375
16,2,3,2,1,1,884.9442749023438,84167.7890625
16,2,2,2,2,1,1187.654052734375,71489.765625
17,1,4,2,2,1,1159.3529052734375,96530.921875
17,2,3,2,1,1,841.8724365234375,83143.1953125
16,2,3,2,2,1,1119.6866455078125,83522.09375
16,1,4,2,1,1,1099.6033935546875,97082.6015625
16,1,1,2,1,1,808.4163818359375,69694.8359375
16,2,2,2,1,1,1162.3531494140625,69402.7265625
16,1,5,2,2,1,1247.6248779296875,109665.9296875
17,2,1,2,1,1,537.716552734375,61551.92578125
16,2,2,2,1,1,892.4262084960938,72454.7734375
16,1,3,2,2,1,1049.387451171875,85598.4140625
16,1,4,2,2,1,1696.0167236328125,94940.9609375
17,1,3,2,1,1,1108.1939697265625,82218.2578125
16,1,5,2,2,1,1219.3204345703125,103037.984375
17,1,3,2,1,1,681.0484619140625,90143.609375
16,1,4,2,1,1,850.544189453125,93353.6953125
17,1,5,2,2,1,940.9417724609375,108895.3515625
17,1,3,2,1,1,1051.6761474609375,91818.8828125
17,1,1,2,1,1,958.1529541015625,72167.6796875
16,2,1,2,2,1,1323.968994140625,56498.31640625
17,1,3,2,2,1,1647.056396484375,90382.3515625
16,1,4,2,1,1,1603.12060546875,86866.265625
16,2,5,2,1,1,705.4226684570312,97791.9921875
16,1,5,2,2,1,1470.620361328125,105620.796875
17,1,2,2,2,1,1359.5350341796875,78257.875
17,2,3,2,2,1,1151.8125,91329.390625
16,2,4,2,2,1,1167.142822265625,90874.203125
16,1,1,2,1,1,994.8226928710938,56840.8203125
17,2,3,2,1,1,988.510986328125,82271.8671875
17,2,2,2,1,1,1081.2530517578125,78845.0703125
16,2,4,2,1,1,1190.1854248046875,93801.90625
17,2,2,2,2,1,1040.2423095703125,79386.75
17,1,1,2,1,1,899.027587890625,66486.28125
17,2,3,2,1,1,835.2607421875,73206.3515625
16,2,4,2,2,1,1010.89013671875,91407.2265625
16,2,5,2,1,1,1276.9310302734375,93686.9453125
17,2,2,2,2,1,912.8145751953125,79988.875
17,2,3,2,1,1,1117.5426025390625,85870.359375
16,1,1,2,2,1,1359.3583984375,66400.390625
16,2,3,2,2,1,1462.710205078125,84813.109375
17,2,5,2,1,1,1110.2489013671875,98521.4921875
16,2,3,2,1,1,1033.03271484375,85996.7421875
17,1,5,2,2,1,1313.3192138671875,100590.484375
16,2,1,2,1,1,978.8089599609375,65489.125
16,1,3,2,2,1,1043.611328125,80763.390625
16,2,2,2,1,1,797.30712890625,66896.5234375
16,1,2,2,1,1,1192.4820556640625,78814.7421875
16,1,2,2,1,1,1195.7645263671875,65323.75
16,1,1,2,1,1,1129.74853515625,53082.4609375
16,2,3,2,2,1,948.5426635742188,87347.3984375
16,2,4,2,1,1,835.0498046875,88522.9765625
16,1,5,2,2,1,1131.5711669921875,108737.09375
16,2,1,2,1,1,1262.4107666015625,64491.5703125
17,2,1,2,2,1,1250.4163818359375,69308.828125
16,1,3,2,1,1,732.8449096679688,86455.4140625
17,1,3,2,2,1,1415.5594482421875,83329.359375
17,2,3,2,1,1,850.6380004882812,86975.1875
17,2,2,2,1,1,1691.64794921875,70616.3046875
17,1,4,2,1,1,1112.7481689453125,103498.9296875
16,2,5,2,2,1,1283.2430419921875,98581.3125
16,2,1,2,1,1,1027.87353515625,63440.78515625
16,2,2,2,2,1,980.9734497070312,78664.1015625
16,1,1,2,2,1,1337.8175048828125,65308.015625
17,1,4,2,1,1,1190.4429931640625,100264.3828125
17,2,2,2,2,1,1038.838134765625,80496.015625
16,1,3,2,1,1,1273.455810546875,83996.34375
17,1,3,2,1,1,992.2857666015625,81062.84375
16,2,5,2,1,1,756.119140625,105696.578125
16,2,1,2,1,1,1014.1784057617188,60178.03125
16,2,5,2,2,1,1175.2918701171875,106373.203125
16,2,2,2,1,1,910.4299926757812,74865.9921875
16,1,3,2,2,1,1098.485107421875,84758.7109375
17,2,3,2,2,1,910.815673828125,78322.453125
17,1,2,2,1,1,959.83837890625,70774.859375
17,2,4,2,2,1,1182.4794921875,92057.1484375
17,1,2,2,1,1,1062.80859375,70623.515625
16,1,4,2,2,1,1689.088134765625,87821.4921875
16,2,2,2,1,1,1282.562255859375,65808.2421875
16,1,3,2,1,1,1572.608642578125,85508.34375
17,2,4,2,1,1,1347.44970703125,87983.171875
17,1,3,2,2,1,1157.601318359375,92457.4453125
17,1,2,2,1,1,1620.620849609375,76846.3046875
17,1,2,2,2,1,1328.1314697265625,67611.8046875
16,2,2,2,2,1,902.3817138671875,76038.921875
17,1,3,2,2,1,1457.3466796875,87052.9296875
16,2,3,2,1,1,1204.757568359375,83240.125
17,2,3,2,2,1,1304.97216796875,81563.15625
17,2,4,2,2,1,953.401611328125,92414.7734375
17,1,4,2,2,1,1264.247314453125,94635.9453125
17,1,1,2,2,1,1089.6134033203125,63634.58203125
16,1,4,2,1,1,990.7396240234375,86625.4140625
17,1,3,2,2,1,1181.047119140625,83953.765625
17,2,3,2,2,1,1060.369140625,86270.390625
16,2,5,2,2,1,1464.63818359375,107427.5859375
17,1,1,2,2,1,1363.2027587890625,63746.52734375
17,1,3,2,2,1,1267.5447998046875,90289.15625
17,2,3,2,1,1,1073.80712890625,90072.0390625
17,2,4,2,1,1,940.7083740234375,96745.09375
17,1,1,2,1,1,1096.1927490234375,67736.0625
17,2,2,2,1,1,1164.014404296875,72865.03125
17,2,2,2,2,1,1120.640869140625,77880.1328125
17,2,3,2,1,1,1230.3380126953125,81028.1484375
16,1,5,2,1,1,1206.09375,90037.1640625
16,1,3,2,1,1,934.056884765625,80487.171875
17,2,2,2,2,1,1506.8365478515625,80897.3984375
16,1,3,2,2,1,1121.3153076171875,79330.9609375
17,2,1,2,1,1,1123.0814208984375,69958.828125
17,2,3,2,1,1,964.712646484375,84602.71875
16,2,1,2,1,1,1201.046630859375,65975.3828125
17,1,3,2,1,1,1274.7244873046875,86503.1484375
17,1,2,2,1,1,613.457763671875,76961.3359375
17,1,2,2,1,1,1022.5330200195312,67767.765625
16,1,3,2,2,1,1043.833251953125,77967.9921875
16,1,4,2,2,1,1282.36083984375,91625.0703125
17,1,2,2,2,1,1100.130859375,70485.5
17,2,1,2,1,1,1068.49658203125,59288.20703125
16,2,4,2,2,1,1869.4140625,90569.328125
17,2,3,2,2,1,1465.8358154296875,80889.3359375
16,2,1,2,1,1,1112.95849609375,68548.28125
16,2,2,2,1,1,646.76416015625,74834.453125
17,1,3,2,2,1,1448.2767333984375,84157.75
17,2,5,2,1,1,1027.6441650390625,99141.3359375
17,2,2,2,1,1,1208.608642578125,80527.7265625
17,2,4,2,1,1,1307.2169189453125,98739.875
16,2,3,2,1,1,1092.7646484375,82958.34375
16,1,3,2,2,1,1469.78857421875,87794.5
16,2,2,2,1,1,670.0759887695312,71474.421875
16,1,2,2,2,1,1343.005126953125,68000.921875
17,2,3,2,2,1,1003.131591796875,78819.484375
17,1,3,2,2,1,1396.093505859375,83895.5234375
17,1,2,2,1,1,713.7022705078125,76719.7109375
17,1,5,2,1,1,806.3977661132812,110277.5703125
17,2,3,2,2,1,1517.54296875,83321.6953125
17,2,1,2,2,1,1263.5213623046875,49474.1015625
17,1,2,2,2,1,1358.576171875,69858.0703125
17,2,2,2,1,1,823.85791015625,80120.671875
16,1,3,2,1,1,1189.6805419921875,76429.640625
17,2,2,2,2,1,1190.8704833984375,70299.7265625
16,2,5,2,1,1,929.4819946289062,111276.859375
16,2,3,2,1,1,1251.0478515625,80569.0546875
17,1,3,2,2,1,1160.8343505859375,90019.8359375
17,2,1,2,1,1,1073.197265625,60886.984375
16,1,2,2,2,1,1334.054931640625,66119.421875
17,2,5,2,1,1,949.7713012695312,106279.875
17,1,3,2,2,1,1363.2698974609375,89637.8984375
17,2,2,2,1,1,744.26708984375,72805.640625
16,2,2,2,2,1,1225.4500732421875,66366.390625
16,1,3,2,1,1,1284.8299560546875,77525.90625
16,2,1,2,1,1,1298.4957275390625,56895.5
16,1,4,2,2,1,1145.97998046875,100374.65625
16,1,2,2,2,1,1332.9237060546875,70701.0
16,1,2,2,1,1,1335.5216064453125,64200.640625
16,1,3,2,1,1,890.094970703125,84291.6171875
17,1,2,2,1,1,1270.4873046875,77807.84375
17,2,1,2,2,1,1489.4349365234375,70707.3671875
17,1,3,2,2,1,1156.2469482421875,91603.890625
17,2,2,2,1,1,1226.51025390625,68202.0234375
16,2,5,2,1,1,918.9541015625,97611.5703125
16,1,4,2,2,1,1313.8416748046875,92565.65625
17,2,2,2,2,1,1270.82666015625,75082.1640625
17,2,2,2,2,1,1172.04150390625,74490.0859375
16,2,5,2,1,1,877.613525390625,107583.3046875
16,1,3,2,1,1,1280.6959228515625,85354.640625
17,2,1,2,2,1,1075.422607421875,70679.796875
16,1,3,2,1,1,956.6859130859375,84682.7265625
17,1,3,2,2,1,867.4354248046875,77539.5078125
17,2,4,2,1,1,887.8796997070312,100048.3125
16,2,3,2,2,1,829.875,78863.1015625
16,2,4,2,2,1,1393.052734375,82750.6328125
16,1,4,2,2,1,1354.995849609375,92988.4921875
17,1,2,2,2,1,1319.739990234375,73043.2734375
16,2,4,2,1,1,1071.2418212890625,90946.671875
17,1,2,2,1,1,989.215087890625,80821.9375
16,1,1,2,2,1,994.2283935546875,59789.015625
16,2,1,2,2,1,1316.5455322265625,60323.375
16,1,2,2,1,1,981.9181518554688,72535.0078125
17,1,1,2,2,1,1066.315185546875,51741.13671875
17,2,2,2,1,1,1028.627685546875,76935.3125
17,1,3,2,1,1,997.87451171875,81797.53125
17,2,2,2,2,1,1384.8594970703125,75312.0
17,1,3,2,2,1,1148.5338134765625,88527.7734375
16,1,2,2,1,1,995.1012573242188,66013.796875
17,2,5,2,2,1,1095.761474609375,106668.5703125
17,1,4,2,2,1,1429.824462890625,89843.7578125
17,2,3,2,1,1,1044.3153076171875,85520.671875
17,1,4,2,1,1,1024.310302734375,94731.0078125
17,1,3,2,1,1,949.6805419921875,78390.0859375
16,2,4,2,1,1,883.7584838867188,90251.15625
16,1,3,2,1,1,1194.74951171875,73838.6328125
16,1,2,2,2,1,1369.571533203125,76091.6015625
17,2,4,2,2,1,1047.064453125,95006.4765625
16,2,3,2,1,1,1130.1607666015625,90495.921875
17,2,5,2,2,1,1076.188232421875,94432.0
16,2,4,2,2,1,1334.6358642578125,89857.234375
16,2,3,2,2,1,840.195068359375,84903.2734375
16,1,4,2,2,1,1182.6962890625,95008.7734375
16,1,3,2,1,1,1101.5028076171875,81081.3359375
17,2,3,2,2,1,951.71435546875,79982.859375
17,2,3,2,2,1,1105.530517578125,86686.1796875
17,2,3,2,1,1,1077.7491455078125,80268.1015625
17,2,2,2,2,1,966.9134521484375,71442.0234375
16,1,3,2,2,1,769.6195068359375,83827.2578125
17,1,3,2,1,1,1301.4195556640625,86888.7890625
17,2,2,2,1,1,614.3497314453125,84084.0859375
17,2,1,2,2,1,1035.8099365234375,65610.6015625
16,1,3,2,1,1,1198.7376708984375,78922.8984375
16,1,1,2,1,1,1027.1689453125,61685.015625
17,1,2,2,1,1,1116.2996826171875,71786.5546875
16,2,3,2,2,1,1030.7745361328125,89602.6953125
17,2,2,2,2,1,1215.213623046875,73794.4921875
17,2,3,2,1,1,1092.1483154296875,79265.8515625
16,1,3,2,1,1,1239.2490234375,81019.390625
17,1,3,2,2,1,1066.35595703125,86765.3125
17,1,3,2,1,1,1238.925537109375,86071.1875
16,2,4,2,2,1,1130.959716796875,88660.7421875
17,1,1,2,2,1,1154.46923828125,60540.39453125
17,1,3,2,1,1,1460.3663330078125,90651.9375
17,2,4,2,2,1,1287.7978515625,94596.2578125
17,2,4,2,1,1,763.4534301757812,97765.7265625
17,1,4,2,1,1,998.6104736328125,83672.7109375
17,2,2,2,2,1,1516.6661376953125,85800.2109375
16,2,2,2,1,1,1099.896728515625,83261.421875
16,1,2,2,2,1,1023.6883544921875,68440.3671875
17,2,3,2,1,1,1183.6453857421875,98938.4921875
16,1,2,2,2,1,1571.629150390625,70453.1171875
17,2,2,2,1,1,748.0089111328125,82437.0078125
17,2,4,2,2,1,1424.3121337890625,96487.265625
16,1,4,2,2,1,1142.05224609375,93264.65625
17,2,3,2,2,1,992.0785522460938,89906.3125
16,1,3,2,2,1,1039.08251953125,74219.2734375
17,1,3,2,1,1,1279.1119384765625,88594.1796875
17,2,4,2,2,1,607.1423950195312,94086.0625
16,2,3,2,2,1,1214.5941162109375,81476.2734375
16,1,1,2,2,1,1427.4923095703125,67849.140625
16,1,3,2,1,1,1227.0428466796875,76685.5546875
16,2,3,2,2,1,1139.4521484375,81561.5703125
16,2,5,2,2,1,1293.76025390625,97524.25
17,2,2,2,2,1,1769.6446533203125,90870.484375
17,1,5,2,1,1,863.7611083984375,105022.7421875
16,1,3,2,1,1,1126.4049072265625,85301.2421875
17,1,2,2,2,1,1111.488037109375,74111.78125
17,1,5,2,2,1,1206.094970703125,104337.078125
17,1,4,2,2,1,1112.85107421875,91165.8203125
16,1,3,2,1,1,1139.064453125,86037.7890625
17,1,3,2,2,1,1207.003173828125,79011.234375
17,2,5,2,2,1,789.1871337890625,94875.4921875
17,1,3,2,1,1,997.8778076171875,93432.359375
17,1,4,2,1,1,1270.679931640625,92601.9609375
17,1,4,2,1,1,970.5187377929688,96834.796875
16,2,2,2,1,1,1151.6365966796875,70315.578125
17,1,2,2,2,1,1010.0413818359375,67538.3984375
16,2,2,2,2,1,1077.2908935546875,77387.4375
16,2,2,2,1,1,1044.1097412109375,72736.7890625
16,2,5,2,1,1,835.4190673828125,100759.96875
17,2,1,2,1,1,860.1488037109375,70457.1015625
16,2,4,2,2,1,1107.4688720703125,86299.9140625
16,2,2,2,2,1,1687.92919921875,70290.796875
16,2,3,2,1,1,733.5162353515625,78624.7578125
16,2,3,2,2,1,1073.3662109375,81406.9765625
16,2,3,2,2,1,1603.84716796875,81440.703125
16,1,4,2,1,1,1041.0462646484375,88254.6796875
16,2,3,2,1,1,1164.967041015625,79118.265625
17,2,3,2,1,1,1215.00732421875,85588.7578125
17,2,3,2,2,1,1164.86572265625,80729.046875
17,1,3,2,1,1,1190.853515625,91044.4140625
17,2,2,2,2,1,1515.168701171875,71280.5078125
16,2,3,2,2,1,1097.799560546875,82660.3203125
17,1,2,2,2,1,1313.8018798828125,71467.9375
17,1,2,2,1,1,1072.4072265625,76624.1875
17,2,4,2,2,1,997.3038330078125,92626.3984375
17,1,1,2,2,1,1667.55615234375,71847.1484375
16,2,3,2,2,1,1371.494140625,88081.5078125
17,2,3,2,1,1,753.9910888671875,83515.640625
17,2,2,2,2,1,1320.9290771484375,84489.546875
16,2,3,2,2,1,1042.588134765625,80157.4765625
17,2,4,2,2,1,1019.7010498046875,90758.46875
17,1,4,2,1,1,1052.3704833984375,92865.3671875
17,2,1,2,2,1,1031.8310546875,64736.76171875
17,1,3,2,1,1,1172.834716796875,85577.2109375
17,2,4,2,1,1,1147.06982421875,97213.4921875
17,1,4,2,2,1,1483.619384765625,93140.8359375
16,2,4,2,2,1,1169.993408203125,84921.859375
17,2,2,2,1,1,1510.470458984375,69035.09375
16,1,1,2,1,1,908.7938842773438,63119.82421875
17,2,1,2,1,1,849.904296875,67672.265625
16,2,2,2,1,1,1199.155029296875,73543.9375
16,1,4,2,2,1,1187.5084228515625,88709.9921875
17,1,1,2,2,1,897.1710205078125,70402.0234375
17,1,4,2,1,1,1167.6319580078125,93857.1875
17,1,4,2,1,1,990.892578125,89433.2578125
17,1,2,2,1,1,1158.209716796875,72539.3671875
17,1,5,2,1,1,1015.026611328125,101212.890625
16,2,4,2,2,1,1370.9122314453125,96221.46875
17,2,3,2,2,1,811.2277221679688,76396.78125
17,1,4,2,2,1,1274.4696044921875,100618.9765625
17,2,5,2,1,1,817.4410400390625,100388.859375
17,2,2,2,1,1,1224.8145751953125,70190.5625
17,1,5,2,1,1,1010.2724609375,101537.921875
16,2,5,2,2,1,1280.992431640625,106018.2265625
17,2,4,2,1,1,1532.6651611328125,104244.09375
16,1,2,2,1,1,1000.0466918945312,66949.625
17,1,3,2,2,1,1142.0498046875,87425.09375
17,2,5,2,2,1,972.1895751953125,101410.2578125
17,1,2,2,2,1,1299.881591796875,75045.84375
16,1,5,2,1,1,1077.2109375,104804.3203125
16,1,3,2,2,1,1413.146484375,77823.125
16,2,4,2,1,1,970.2074584960938,91203.484375
17,1,3,2,1,1,1190.469970703125,83234.25
17,1,1,2,1,1,1127.4765625,67252.3515625
16,2,2,2,2,1,1184.31103515625,70067.0546875
16,2,4,2,2,1,990.0762939453125,102357.2890625
17,2,3,2,2,1,1285.2344970703125,99134.5390625
