AGEP,SEX,EDU,PINCP,OWN_RENT,HOUSING_TYPE,DENSITY
49.0,1,6,102925.0,1,1,2479.550537109375
55.0,2,3,103260.0,1,1,2429.276123046875
49.0,1,4,76398.0,1,1,2384.138427734375
74.0,1,1,98497.0,1,1,3020.10205078125
89.0,2,4,95346.0,1,1,2270.09228515625
69.0,2,4,111060.0,1,1,2751.267578125
57.0,1,4,103545.0,1,1,1893.381591796875
42.0,1,2,66927.0,1,1,2042.4365234375
50.0,1,2,44166.0,1,1,1623.11083984375
61.0,1,2,93960.0,1,1,2346.4501953125
43.0,1,5,113722.0,1,1,2135.697265625
45.0,1,6,115393.0,1,1,2211.217529296875
72.0,1,1,115191.0,1,1,2327.3818359375
31.0,1,1,63168.0,1,1,1837.2646484375
58.0,1,5,113408.0,1,1,2357.947265625
54.0,1,6,97134.0,1,1,1620.37890625
55.0,1,3,82498.0,1,1,2241.98095703125
67.0,1,3,61448.0,1,1,2023.4287109375
57.0,1,5,118240.0,1,1,2535.7509765625
82.0,1,2,123733.0,1,1,2707.1904296875
39.0,2,3,92450.0,1,1,2018.6094970703125
50.0,2,6,73752.0,1,1,1829.0528564453125
45.0,2,4,77215.0,1,1,1655.9305419921875
40.0,1,3,68017.0,1,1,1749.240234375
60.0,2,1,107584.0,1,1,1901.7587890625
48.0,2,3,123071.0,1,1,2648.0810546875
31.0,1,2,67169.0,1,1,1933.378662109375
82.0,1,5,91774.0,1,1,2262.77880859375
35.0,1,3,43474.0,1,1,2075.6103515625
74.0,1,5,125263.0,1,1,2174.60595703125
74.0,2,3,84646.0,1,1,2419.769775390625
40.0,1,5,92225.0,1,1,2156.997314453125
36.0,2,2,59311.0,1,1,1759.444580078125
52.0,1,5,100291.0,1,1,2265.03369140625
59.0,1,1,67851.0,1,1,2250.0380859375
50.0,1,5,92649.0,1,1,2063.728271484375
39.0,1,2,78852.0,1,1,1561.3780517578125
93.0,2,1,91882.0,1,1,2852.988037109375
50.0,1,4,63732.0,1,1,1763.579345703125
30.0,2,3,45237.0,0,2,965.57421875
64.0,1,2,71156.0,1,1,1742.2041015625
83.0,2,5,68129.0,1,1,2140.80029296875
46.0,1,4,98448.0,1,1,1840.13525390625
31.0,2,2,70804.0,1,1,1570.462158203125
65.0,2,1,71646.0,1,1,2130.765625
54.0,2,4,99297.0,1,1,1623.9691162109375
84.0,1,4,102984.0,1,1,2518.18408203125
73.0,2,3,55972.0,1,1,1887.294921875
44.0,1,4,101931.0,1,1,1662.6473388671875
88.0,1,3,95319.0,1,1,2189.75244140625
56.0,2,3,96898.0,1,1,1733.82666015625
50.0,1,3,82106.0,1,1,1617.729248046875
91.0,1,4,67379.0,1,1,2890.4296875
42.0,2,5,88357.0,1,1,1799.2896728515625
53.0,1,4,113728.0,1,1,2274.68310546875
28.0,1,6,83115.0,1,1,1786.785400390625
42.0,2,4,57107.0,1,1,1240.187255859375
77.0,1,6,107676.0,1,1,2319.28564453125
41.0,1,4,66330.0,1,1,1831.50390625
58.0,1,3,113704.0,1,1,1593.857421875
72.0,2,3,104958.0,1,1,1631.633544921875
47.0,2,3,107745.0,1,1,2075.585205078125
31.0,1,5,86342.0,1,1,2043.281982421875
59.0,1,4,64642.0,1,1,1962.21826171875
61.0,2,2,98985.0,1,1,2244.652587890625
79.0,2,1,92296.0,1,1,2896.23828125
38.0,1,3,64759.0,1,1,2045.42919921875
45.0,2,3,55943.0,1,1,1900.97412109375
89.0,2,6,154046.0,1,1,2320.4033203125
56.0,1,2,95607.0,1,1,2582.7890625
56.0,2,5,104001.0,1,1,1753.386962890625
69.0,2,2,134895.0,1,1,2227.6796875
40.0,1,4,82900.0,1,1,1776.8934326171875
80.0,2,2,81232.0,1,1,2483.098388671875
31.0,1,2,51951.0,1,1,1630.3748779296875
31.0,1,3,68582.0,1,1,1590.2587890625
91.0,2,6,151737.0,1,1,2285.20703125
42.0,2,3,55942.0,1,1,2071.505126953125
35.0,1,5,72877.0,1,1,1896.838134765625
53.0,1,2,72103.0,1,1,1827.4739990234375
94.0,2,1,117100.0,1,1,2604.435546875
60.0,2,3,102934.0,1,1,2229.764892578125
51.0,2,3,97445.0,1,1,1903.85205078125
90.0,1,4,131870.0,1,1,2346.105712890625
39.0,1,3,85704.0,1,1,1873.876708984375
61.0,2,3,102480.0,1,1,2385.98193359375
88.0,1,3,112055.0,1,1,1953.4307861328125
50.0,2,4,64631.0,1,1,2418.654296875
75.0,1,1,131133.0,1,1,1918.27587890625
72.0,1,5,111511.0,1,1,1955.791015625
69.0,2,6,87187.0,1,1,2281.805908203125
28.0,1,3,73038.0,1,1,1990.940185546875
91.0,2,4,99729.0,1,1,2442.726318359375
31.0,2,3,63227.0,1,1,1624.842041015625
45.0,1,3,59642.0,1,1,2315.47119140625
60.0,1,3,113135.0,1,1,2624.86767578125
39.0,1,4,87970.0,1,1,1972.96728515625
54.0,1,4,53509.0,1,1,1166.259521484375
57.0,1,2,123537.0,1,1,2519.4697265625
44.0,2,5,79116.0,1,1,1947.5213623046875
73.0,2,3,87171.0,1,1,2463.688232421875
85.0,2,1,102341.0,1,1,2551.48876953125
53.0,2,6,117720.0,1,1,2132.310546875
89.0,2,3,151304.0,1,1,3057.419677734375
61.0,2,3,92781.0,1,1,2407.9697265625
49.0,2,5,67377.0,1,1,2162.38916015625
84.0,2,3,93015.0,1,1,2357.458740234375
88.0,1,3,124029.0,1,1,2096.0205078125
57.0,2,4,124645.0,1,1,2312.00341796875
55.0,2,3,88663.0,1,1,2500.077392578125
38.0,2,1,51068.0,1,1,2182.01513671875
49.0,2,4,83437.0,1,1,2189.56103515625
78.0,1,4,114968.0,1,1,2230.1396484375
34.0,1,3,40245.0,1,1,1959.2735595703125
80.0,2,3,128234.0,1,1,1457.748779296875
30.0,2,4,48457.0,1,1,1988.685791015625
62.0,1,2,88156.0,1,1,1799.055908203125
81.0,1,6,137799.0,1,1,2184.75341796875
68.0,2,2,89675.0,1,1,2480.97509765625
27.0,2,1,74628.0,1,1,2072.459716796875
63.0,1,3,142189.0,1,1,2394.260986328125
52.0,2,2,94117.0,1,1,1622.90185546875
64.0,2,3,95771.0,1,1,2266.578857421875
45.0,2,4,48571.0,1,1,1809.199462890625
76.0,1,5,87018.0,1,1,1917.1505126953125
77.0,2,6,129409.0,1,1,1776.652099609375
47.0,1,4,86172.0,1,1,1985.9140625
82.0,2,3,91084.0,1,1,3004.864501953125
81.0,2,4,137727.0,1,1,2335.690185546875
30.0,2,3,46172.0,1,1,1874.8935546875
45.0,2,3,75289.0,1,1,1518.37939453125
71.0,1,3,119351.0,1,1,2478.168701171875
69.0,2,3,98856.0,1,1,2488.903564453125
57.0,1,3,67939.0,1,1,1666.00439453125
82.0,2,3,131373.0,1,1,2941.8857421875
79.0,1,4,128168.0,1,1,2292.46337890625
88.0,2,4,119562.0,1,1,2034.441650390625
42.0,2,4,101861.0,1,1,1884.35009765625
39.0,1,3,70450.0,1,1,2035.698974609375
89.0,2,2,105059.0,1,1,3013.76708984375
30.0,1,2,50106.0,1,1,1642.0228271484375
81.0,2,4,105326.0,1,1,2423.25537109375
48.0,1,3,101369.0,1,1,2495.33642578125
83.0,1,2,124706.0,1,1,2589.198486328125
69.0,2,3,109520.0,1,1,2450.51611328125
33.0,1,4,70957.0,1,1,2007.20263671875
66.0,1,3,78925.0,1,1,2177.023681640625
59.0,1,6,138416.0,1,1,1706.1365966796875
76.0,2,2,132450.0,1,1,2508.8701171875
43.0,2,5,61864.0,1,1,2196.385009765625
49.0,1,5,125835.0,1,1,1612.50146484375
36.0,1,1,74630.0,1,1,1635.9080810546875
44.0,2,3,90558.0,1,1,2354.990966796875
61.0,1,6,120524.0,1,1,1739.82568359375
67.0,1,2,73530.0,1,1,2003.6270751953125
87.0,2,4,110154.0,1,1,2329.102783203125
51.0,1,5,136060.0,1,1,2195.03271484375
45.0,1,3,67892.0,1,1,2086.254638671875
69.0,2,6,120906.0,1,1,1568.15087890625
56.0,2,2,107105.0,1,1,2493.98193359375
75.0,2,2,74143.0,1,1,2593.80126953125
49.0,1,5,93401.0,1,1,1415.52490234375
81.0,1,1,122195.0,1,1,2933.71826171875
47.0,1,5,114302.0,1,1,2267.9892578125
91.0,1,3,138753.0,1,1,3008.46875
43.0,1,3,76859.0,1,1,1579.9375
68.0,2,6,147186.0,1,1,1542.958251953125
88.0,2,5,139224.0,1,1,2644.710205078125
59.0,1,3,93794.0,1,1,1965.213623046875
75.0,1,4,107066.0,1,1,1588.290283203125
47.0,1,2,80003.0,1,1,2066.16455078125
93.0,2,2,121126.0,1,1,2180.11474609375
82.0,1,5,87704.0,1,1,2562.59228515625
60.0,1,6,94394.0,1,1,2410.7255859375
31.0,2,3,62874.0,1,1,1589.3507080078125
38.0,2,6,64075.0,1,1,2360.70166015625
65.0,2,3,81023.0,1,1,2068.2412109375
66.0,2,4,56339.0,1,1,2439.529296875
86.0,1,1,77816.0,1,1,2999.111572265625
33.0,2,2,67836.0,1,1,1383.36376953125
28.0,1,1,62651.0,1,1,1830.05859375
74.0,2,2,98556.0,1,1,2062.27587890625
36.0,1,2,52481.0,1,1,2192.26611328125
83.0,1,4,88243.0,1,1,1763.466796875
44.0,1,1,73209.0,1,1,1914.270751953125
55.0,1,5,102710.0,1,1,2302.05712890625
43.0,1,4,146247.0,1,1,1813.665283203125
43.0,1,3,63357.0,1,1,1943.7198486328125
39.0,1,5,73579.0,1,1,1979.059814453125
28.0,1,3,51450.0,1,1,1697.1903076171875
72.0,2,1,154559.0,1,1,1964.1893310546875
41.0,1,6,89441.0,1,1,1527.888427734375
33.0,1,4,48638.0,1,1,1580.6029052734375
88.0,1,4,106825.0,1,1,2355.503173828125
30.0,1,2,43007.0,1,1,1608.54248046875
42.0,1,2,76403.0,1,1,1692.699951171875
90.0,2,4,159954.0,1,1,1647.939453125
75.0,2,4,123526.0,1,1,2333.0029296875
57.0,2,2,99082.0,1,1,2225.666015625
53.0,1,6,97916.0,1,1,1935.900390625
95.0,2,6,138866.0,1,1,2552.52392578125
91.0,1,6,134108.0,1,1,3035.2919921875
49.0,1,2,88523.0,1,1,2091.276611328125
72.0,2,5,101761.0,1,1,1569.0333251953125
93.0,1,2,115614.0,1,1,2428.658447265625
62.0,2,2,78886.0,1,1,2792.61962890625
46.0,2,3,79931.0,1,1,2520.2275390625
47.0,2,3,75244.0,1,1,2134.500732421875
35.0,2,3,63005.0,1,1,1841.7542724609375
63.0,1,4,94665.0,1,1,1626.2197265625
43.0,2,3,81137.0,1,1,1531.3236083984375
40.0,2,3,70866.0,1,1,1691.50048828125
83.0,1,2,121929.0,1,1,2790.89794921875
32.0,2,5,84540.0,1,1,1807.98193359375
87.0,2,4,138414.0,1,1,1669.106689453125
38.0,2,3,66607.0,1,1,2475.248046875
86.0,1,2,144436.0,1,1,1869.020751953125
92.0,1,2,120034.0,1,1,2519.1962890625
92.0,2,5,137609.0,1,1,3031.351318359375
68.0,1,5,84760.0,1,1,1959.9315185546875
77.0,2,2,141327.0,1,1,1906.3577880859375
86.0,2,4,154867.0,1,1,2322.752685546875
67.0,2,2,93563.0,1,1,2657.4013671875
51.0,1,5,108322.0,1,1,2170.060302734375
43.0,1,5,72544.0,1,1,2436.645751953125
34.0,2,5,62981.0,1,1,1987.354736328125
59.0,2,3,89059.0,1,1,2537.48779296875
75.0,1,2,104385.0,1,1,1438.606201171875
94.0,1,2,106958.0,1,1,3211.7734375
94.0,2,3,118576.0,1,1,3636.90966796875
33.0,1,3,66546.0,1,1,1700.66796875
86.0,2,2,142078.0,1,1,2496.001220703125
82.0,1,5,157626.0,1,1,2920.42529296875
43.0,2,2,58584.0,1,1,1642.23193359375
76.0,1,5,102348.0,1,1,2031.9384765625
35.0,2,3,80913.0,1,1,1636.904296875
68.0,1,4,73487.0,1,1,2441.80322265625
81.0,2,4,122079.0,1,1,2114.328369140625
73.0,2,2,108656.0,1,1,1540.915283203125
70.0,2,1,107134.0,1,1,2212.834228515625
68.0,1,2,81378.0,1,1,2932.637451171875
46.0,1,1,80226.0,1,1,2677.775146484375
38.0,1,3,75364.0,1,1,2194.189208984375
50.0,2,5,82552.0,1,1,1894.140380859375
36.0,1,2,71589.0,1,1,1817.1953125
35.0,1,2,41863.0,1,1,1500.705322265625
89.0,2,2,94847.0,1,1,2832.51708984375
86.0,2,2,128674.0,1,1,2322.845947265625
89.0,2,2,132873.0,1,1,1441.6552734375
76.0,1,3,124946.0,1,1,2509.53662109375
37.0,1,6,51996.0,1,1,2061.89501953125
94.0,2,4,85981.0,1,1,1987.0263671875
69.0,1,3,124570.0,1,1,1914.4639892578125
57.0,1,6,121072.0,1,1,2055.38330078125
53.0,1,1,87662.0,1,1,2091.8408203125
68.0,2,3,119252.0,1,1,2563.35986328125
92.0,2,2,168472.0,1,1,1819.0352783203125
71.0,2,3,94999.0,1,1,1823.0264892578125
84.0,1,2,140484.0,1,1,1537.046875
60.0,1,3,70665.0,1,1,1746.2572021484375
38.0,2,2,63527.0,1,1,1716.8018798828125
82.0,2,2,146714.0,1,1,1946.188232421875
87.0,2,4,129935.0,1,1,2380.953857421875
33.0,2,1,63243.0,1,1,1981.5462646484375
54.0,2,6,113560.0,1,1,1849.9046630859375
69.0,1,3,85638.0,1,1,2876.82958984375
41.0,1,2,81272.0,1,1,2006.5972900390625
69.0,1,5,74323.0,1,1,2379.3525390625
73.0,2,4,103802.0,1,1,3332.971923828125
30.0,1,4,71182.0,1,1,1600.0887451171875
72.0,2,5,81117.0,1,1,1545.2659912109375
32.0,2,3,87189.0,1,1,2000.2110595703125
61.0,1,4,90406.0,1,1,2924.841796875
81.0,2,3,146721.0,1,1,2632.750732421875
48.0,2,2,27318.0,1,1,2052.471923828125
36.0,2,4,94860.0,1,1,2266.03125
90.0,1,6,156410.0,1,1,1597.3828125
89.0,1,3,71292.0,1,1,3036.304443359375
65.0,1,2,81434.0,1,1,1686.5533447265625
32.0,2,2,64366.0,1,1,2174.49658203125
51.0,2,3,77001.0,1,1,2262.085693359375
31.0,1,3,77665.0,1,1,1968.943359375
35.0,2,4,45842.0,1,1,1814.4010009765625
26.0,2,1,55019.0,1,1,1239.1220703125
42.0,1,2,48301.0,1,1,1762.0665283203125
30.0,1,4,81946.0,1,1,2173.505126953125
86.0,2,3,86475.0,1,1,1974.689453125
76.0,1,3,102319.0,1,1,2623.67431640625
75.0,2,3,119747.0,1,1,2110.678466796875
86.0,2,2,103253.0,1,1,2117.802490234375
78.0,2,3,133065.0,1,1,2643.233154296875
85.0,1,2,148860.0,1,1,3266.029296875
89.0,2,6,183689.0,1,1,2355.8818359375
52.0,2,5,91960.0,1,1,1992.796630859375
33.0,2,2,55220.0,1,1,2115.330078125
63.0,2,2,117532.0,1,1,1209.7154541015625
65.0,1,6,131345.0,1,1,2513.208740234375
87.0,2,2,116441.0,1,1,2372.910400390625
54.0,2,1,80985.0,1,1,1555.071044921875
73.0,2,6,105550.0,1,1,2541.890625
80.0,1,3,67689.0,1,1,2853.405517578125
94.0,2,3,191136.0,1,1,2092.4091796875
31.0,2,4,63184.0,1,1,1997.052001953125
30.0,2,3,64598.0,1,1,1651.099365234375
55.0,1,1,86806.0,1,1,1653.0263671875
46.0,2,6,75272.0,1,1,1808.4019775390625
29.0,1,3,69761.0,1,1,1609.2916259765625
53.0,1,2,89019.0,1,1,2121.89599609375
40.0,2,4,56830.0,1,1,2004.0616455078125
55.0,1,4,114278.0,1,1,1453.9716796875
36.0,1,2,61239.0,1,1,1743.8753662109375
94.0,2,3,141254.0,1,1,1957.4918212890625
38.0,1,3,90671.0,1,1,1296.6219482421875
37.0,1,3,46920.0,1,1,1894.133544921875
62.0,2,3,70805.0,1,1,2292.849853515625
52.0,2,3,79387.0,1,1,2098.09033203125
54.0,2,4,72806.0,1,1,1952.174072265625
78.0,2,3,105370.0,1,1,2773.298095703125
92.0,2,2,109173.0,1,1,2540.8984375
53.0,1,1,78125.0,1,1,1518.035888671875
53.0,1,3,111174.0,1,1,2439.017822265625
65.0,2,1,52297.0,1,1,1699.031494140625
90.0,1,3,148514.0,1,1,2821.03125
33.0,1,1,51049.0,1,1,1609.9613037109375
31.0,1,3,69533.0,1,1,1963.6248779296875
92.0,2,1,117029.0,1,1,3274.56396484375
95.0,2,6,174816.0,1,1,2044.9976806640625
91.0,1,3,84997.0,1,1,2875.635009765625
47.0,2,2,96951.0,1,1,2921.82275390625
58.0,2,3,96891.0,1,1,2054.1435546875
84.0,2,3,97119.0,1,1,2455.67724609375
44.0,2,6,118892.0,1,1,2236.21337890625
30.0,1,3,74893.0,1,1,1623.80029296875
36.0,1,2,51847.0,1,1,1747.398193359375
71.0,2,3,111575.0,1,1,2564.919921875
77.0,1,1,90553.0,1,1,2723.349609375
84.0,2,3,108899.0,1,1,2887.128173828125
83.0,1,4,143985.0,1,1,2636.498291015625
55.0,2,3,66418.0,1,1,1886.9580078125
79.0,2,2,106230.0,1,1,2992.10693359375
94.0,2,4,126126.0,1,1,3270.135009765625
61.0,1,6,92807.0,1,1,2175.404052734375
83.0,1,4,126964.0,1,1,2974.74267578125
90.0,2,2,115629.0,1,1,2165.856201171875
36.0,1,2,32665.0,1,1,1610.6962890625
79.0,2,3,125056.0,1,1,2388.273193359375
61.0,2,4,110334.0,1,1,1487.0911865234375
59.0,1,2,100293.0,1,1,1851.7928466796875
65.0,2,2,67242.0,1,1,2550.63232421875
58.0,2,3,96776.0,1,1,2126.57177734375
34.0,1,1,52999.0,1,1,1382.610595703125
88.0,2,6,131708.0,1,1,2113.77197265625
77.0,1,4,169148.0,1,1,1617.958251953125
80.0,1,5,105674.0,1,1,1567.379150390625
33.0,2,1,72034.0,1,1,1664.6927490234375
33.0,1,6,76712.0,1,1,1796.0810546875
56.0,2,5,98752.0,1,1,823.7835693359375
78.0,2,3,121449.0,1,1,1097.597900390625
83.0,2,2,132148.0,1,1,1292.9422607421875
87.0,1,3,103452.0,1,1,2055.0751953125
92.0,2,3,115544.0,1,1,3076.571533203125
43.0,2,2,74376.0,1,1,2227.874755859375
73.0,1,2,127176.0,1,1,2650.08544921875
43.0,1,6,103674.0,1,1,1588.2537841796875
86.0,2,4,175554.0,1,1,2289.61767578125
91.0,1,3,121831.0,1,1,2503.447021484375
35.0,1,4,85232.0,1,1,1703.5625
59.0,2,3,96602.0,1,1,2055.899169921875
78.0,1,4,116406.0,1,1,2204.255615234375
78.0,2,1,97880.0,1,1,2944.758056640625
75.0,1,4,106595.0,1,1,1632.70458984375
42.0,2,2,76428.0,1,1,2346.90625
29.0,2,2,50625.0,1,1,1266.922607421875
51.0,1,3,88867.0,1,1,1722.978515625
84.0,1,4,136866.0,1,1,2288.47265625
89.0,2,1,78473.0,1,1,3096.5966796875
79.0,2,6,98127.0,1,1,1831.352294921875
62.0,1,2,109204.0,1,1,2028.2235107421875
44.0,1,2,86352.0,1,1,1612.122314453125
71.0,1,5,106669.0,1,1,2520.899658203125
94.0,2,4,137415.0,1,1,2661.882080078125
81.0,1,6,121415.0,1,1,2351.312744140625
90.0,1,4,109407.0,1,1,2584.062744140625
53.0,1,5,137963.0,1,1,2246.8369140625
67.0,1,4,117275.0,1,1,1850.875
41.0,1,2,81679.0,1,1,2171.70556640625
42.0,1,3,63724.0,1,1,1785.36279296875
64.0,2,4,94655.0,1,1,2141.654541015625
84.0,2,3,142337.0,1,1,2237.332275390625
50.0,2,2,61220.0,1,1,1976.35400390625
71.0,1,3,101346.0,1,1,1676.4862060546875
39.0,1,4,78575.0,1,1,2139.842041015625
78.0,1,2,102477.0,1,1,2183.496337890625
68.0,1,3,77510.0,1,1,3325.954833984375
36.0,2,5,82915.0,1,1,1556.943115234375
84.0,1,6,141429.0,1,1,2685.399658203125
50.0,1,3,107427.0,1,1,2518.945068359375
80.0,2,3,115147.0,1,1,3008.351806640625
59.0,2,4,102476.0,1,1,1449.936767578125
53.0,1,5,77814.0,1,1,2983.04345703125
82.0,2,4,132281.0,1,1,3060.964111328125
32.0,2,2,47304.0,1,1,1928.3043212890625
35.0,2,6,86168.0,1,1,1558.328125
86.0,2,3,147398.0,1,1,2307.40185546875
71.0,2,2,158224.0,1,1,2696.477294921875
42.0,1,5,93837.0,1,1,1996.9151611328125
43.0,2,1,33767.0,1,1,2523.2373046875
40.0,2,4,49877.0,1,1,2070.678466796875
36.0,1,4,87807.0,1,1,1991.273681640625
88.0,1,3,135800.0,1,1,2789.6923828125
30.0,1,1,43549.0,1,1,1843.2584228515625
73.0,2,3,95375.0,1,1,2366.617919921875
71.0,2,3,114466.0,1,1,3077.9755859375
87.0,1,5,202468.0,1,1,2540.952880859375
63.0,2,4,92399.0,1,1,1894.5841064453125
76.0,2,4,128063.0,1,1,2023.8424072265625
65.0,2,3,115209.0,1,1,2009.968994140625
81.0,2,1,145681.0,1,1,3182.7470703125
33.0,1,2,55317.0,1,1,1555.2646484375
47.0,1,4,78288.0,1,1,2369.3193359375
67.0,1,6,130195.0,1,1,1739.231201171875
77.0,1,3,170555.0,1,1,1985.8944091796875
30.0,2,5,54707.0,1,1,1844.976806640625
83.0,1,6,165070.0,1,1,2332.788818359375
45.0,2,2,82813.0,1,1,2157.89404296875
58.0,2,2,82685.0,1,1,2585.24951171875
32.0,1,2,69348.0,1,1,1948.975830078125
90.0,1,3,110337.0,1,1,2764.369384765625
72.0,2,3,115079.0,1,1,2249.3955078125
79.0,2,3,132540.0,1,1,2957.9443359375
46.0,2,1,55528.0,1,1,2505.49853515625
79.0,2,4,157972.0,1,1,2206.697021484375
88.0,2,2,147020.0,1,1,2331.04833984375
87.0,1,3,137404.0,1,1,2009.484375
63.0,2,1,87932.0,1,1,1944.925048828125
61.0,2,4,106678.0,1,1,2291.451904296875
28.0,2,4,82960.0,1,1,2107.071533203125
55.0,1,3,86462.0,1,1,1888.489990234375
31.0,2,4,86836.0,1,1,1493.986572265625
72.0,1,1,86781.0,1,1,2648.1455078125
33.0,2,3,65926.0,1,1,2266.5009765625
76.0,1,3,141168.0,1,1,2198.85986328125
89.0,2,6,188855.0,1,1,1943.0238037109375
70.0,2,6,101944.0,1,1,2383.8505859375
79.0,2,3,91692.0,1,1,1646.578369140625
31.0,1,2,79209.0,1,1,2137.197509765625
31.0,1,3,65089.0,1,1,1444.087646484375
51.0,1,4,113651.0,1,1,2251.331298828125
37.0,2,3,60319.0,1,1,1865.3277587890625
55.0,1,3,85452.0,1,1,2226.906005859375
33.0,2,3,68256.0,1,1,2558.7451171875
59.0,1,3,70306.0,1,1,2679.6396484375
91.0,1,4,102821.0,1,1,2725.73974609375
65.0,1,4,67183.0,1,1,2330.805419921875
94.0,1,3,123099.0,1,1,2593.857666015625
88.0,2,1,121430.0,1,1,3303.77099609375
93.0,2,4,102763.0,1,1,1573.3193359375
90.0,1,2,62192.0,1,1,2368.4365234375
50.0,1,3,85314.0,1,1,2421.369873046875
56.0,2,3,83856.0,1,1,1872.1929931640625
75.0,1,4,83828.0,1,1,1720.19873046875
83.0,1,1,105683.0,1,1,2227.876708984375
40.0,1,1,71791.0,1,1,1732.0069580078125
74.0,1,2,80297.0,1,1,1940.2510986328125
84.0,1,3,122621.0,1,1,3031.620849609375
37.0,1,5,40836.0,1,1,1327.0797119140625
47.0,1,4,84680.0,1,1,1838.41650390625
61.0,1,4,122985.0,1,1,1887.7349853515625
92.0,1,6,188024.0,1,1,2159.289306640625
65.0,1,3,82807.0,1,1,2075.995849609375
38.0,1,4,102708.0,1,1,885.0043334960938
93.0,2,6,147798.0,1,1,3190.6201171875
66.0,2,2,101875.0,1,1,2207.5517578125
55.0,2,5,107647.0,1,1,1866.570556640625
91.0,1,1,121921.0,1,1,2281.74609375
49.0,2,4,84992.0,1,1,1576.4700927734375
44.0,1,4,60119.0,1,1,2075.791748046875
56.0,2,4,95184.0,1,1,1793.77099609375
59.0,1,3,128435.0,1,1,1952.26220703125
83.0,1,6,131022.0,1,1,1849.51123046875
79.0,1,5,125048.0,1,1,1447.402099609375
55.0,1,4,90846.0,1,1,1520.0245361328125
40.0,1,5,72010.0,1,1,2129.64599609375
72.0,2,1,64008.0,1,1,2087.50439453125
76.0,2,2,128688.0,1,1,1878.770263671875
76.0,2,6,100621.0,1,1,1249.17919921875
78.0,2,1,66774.0,1,1,1572.089111328125
65.0,1,4,95279.0,1,1,2593.33154296875
62.0,1,4,125470.0,1,1,2253.77783203125
94.0,1,5,93182.0,1,1,2321.330810546875
61.0,1,2,105548.0,1,1,1547.053955078125
