,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
323,1,8,2,2,1,6,7
324,1,5,2,1,2,6,1
325,2,9,1,1,2,6,2
326,2,3,2,1,2,6,1
327,1,5,2,1,2,4,2
328,1,9,2,3,2,7,4
329,2,2,2,1,1,4,3
330,2,8,2,1,1,6,3
331,2,8,2,2,2,4,9
332,1,5,2,1,1,9,4
333,2,1,2,3,0,7,4
334,1,7,2,3,2,6,1
335,1,5,2,1,1,6,2
336,1,2,2,1,2,7,5
337,2,2,2,1,1,6,2
338,1,9,2,2,1,6,5
339,1,8,1,1,1,3,3
340,1,2,2,1,1,4,1
341,1,3,2,1,1,2,0
342,1,1,1,1,1,6,8
343,2,8,2,1,1,6,1
344,1,5,1,1,2,4,1
345,2,9,2,2,1,4,6
346,1,3,1,1,1,6,3
347,2,2,2,1,2,4,4
348,1,6,2,3,1,6,6
349,1,8,1,1,2,6,4
350,2,9,2,1,1,7,1
351,1,4,2,1,1,3,3
352,1,1,1,2,1,4,4
353,2,3,2,2,2,6,1
354,1,3,2,1,2,4,8
355,1,7,1,1,2,6,0
356,2,9,2,3,1,6,0
357,1,5,1,3,2,7,4
358,2,1,2,1,1,2,2
359,2,9,2,1,2,4,4
360,1,3,2,1,1,7,1
361,1,9,2,3,1,4,1
362,1,1,2,1,2,7,1
363,1,5,1,1,1,3,2
364,2,5,2,1,2,3,1
365,2,5,2,3,1,6,2
366,1,2,2,1,1,10,1
367,1,2,1,1,1,6,3
368,2,3,1,1,2,4,3
369,2,2,2,3,1,6,5
370,1,5,2,1,1,6,5
371,1,5,1,1,1,4,2
372,1,2,2,3,2,6,9
373,1,5,2,1,2,7,6
374,2,8,2,2,1,2,2
375,2,1,2,3,2,7,1
376,2,5,2,3,2,6,3
377,1,9,2,1,2,2,2
378,2,9,2,1,1,6,9
379,2,8,2,2,2,2,1
380,1,3,2,1,1,6,4
381,1,1,1,2,1,4,0
382,1,5,1,1,1,6,2
383,1,5,2,3,2,4,2
384,2,2,2,1,1,6,0
385,1,5,1,1,1,2,9
386,1,6,1,1,1,6,2
387,1,3,2,2,2,6,9
388,1,5,2,1,2,4,8
389,1,5,2,2,2,2,8
390,1,2,2,2,1,3,2
391,2,9,1,1,1,7,1
392,2,5,2,1,2,4,2
393,1,1,2,2,2,4,8
394,2,2,1,1,1,6,4
395,2,8,2,1,2,7,0
396,1,5,2,2,2,6,1
397,1,8,2,3,1,6,1
398,2,5,1,1,1,4,4
399,1,1,1,1,2,3,2
400,2,2,1,3,1,7,2
401,2,5,1,1,2,4,5
402,1,2,1,2,1,7,1
403,2,2,1,3,2,6,2
404,2,7,2,2,1,11,7
405,1,8,2,1,2,4,8
406,1,2,2,1,2,6,4
407,2,5,2,1,2,6,2
408,1,1,1,3,1,3,1
409,1,6,2,3,2,4,0
410,2,8,1,3,2,7,1
411,2,3,2,1,1,7,1
412,2,5,1,3,1,7,1
413,2,8,2,1,2,6,2
414,1,5,2,1,1,6,9
415,1,9,2,1,1,6,2
416,2,5,2,1,2,4,0
417,1,5,2,1,2,3,0
418,1,8,2,1,1,7,1
419,2,6,2,3,1,6,5
420,2,8,1,1,1,6,5
421,2,5,2,1,1,3,1
422,2,1,1,2,2,11,5
423,2,9,2,1,0,2,6
424,1,3,2,1,1,7,7
425,2,7,1,1,2,4,8
426,1,6,2,1,1,7,2
427,2,3,2,1,1,2,1
428,1,1,1,3,2,6,1
429,1,1,1,1,1,11,0
430,2,4,1,1,1,4,5
431,2,9,1,2,1,6,2
432,2,3,2,1,1,4,0
433,1,5,2,1,1,6,1
434,1,8,2,1,1,6,2
435,1,8,2,2,2,4,0
436,2,6,2,1,2,4,5
437,1,9,1,1,2,6,2
438,1,8,2,1,1,6,1
439,2,6,2,1,1,6,4
440,2,5,2,1,1,4,3
441,1,1,1,1,2,5,9
442,2,6,1,2,1,4,2
443,2,2,2,1,1,6,5
444,2,5,2,1,2,3,1
445,1,5,2,1,1,3,9
446,2,5,2,2,2,6,1
447,2,8,1,1,1,6,5
448,2,8,2,1,1,6,4
449,1,5,2,3,1,4,4
450,2,2,1,1,1,6,4
451,1,7,1,1,2,4,8
452,1,6,1,1,2,6,1
453,1,5,2,1,1,7,9
454,2,9,2,1,2,7,1
455,1,5,2,3,0,11,8
456,2,9,1,1,2,4,5
457,1,2,2,1,1,6,2
458,1,2,1,1,2,4,3
459,1,5,2,1,2,2,0
460,2,5,2,2,2,6,7
461,2,9,2,1,1,5,7
462,2,6,1,1,2,6,1
463,2,3,2,1,1,6,4
464,1,3,2,3,1,6,5
465,2,3,2,3,1,4,4
466,1,3,2,1,1,4,2
467,1,2,6,1,1,12,0
468,1,5,1,1,1,3,4
469,1,1,2,1,2,6,0
470,2,5,1,3,1,10,4
471,2,5,2,1,2,6,1
472,1,5,2,3,2,10,2
473,1,9,2,1,1,3,3
474,1,6,2,1,1,4,0
475,1,5,2,1,2,6,7
476,1,8,2,1,2,6,1
477,2,2,2,1,2,3,3
478,2,7,1,1,1,4,2
479,2,6,1,1,2,6,8
480,2,5,2,1,2,2,1
481,2,7,1,3,1,6,7
482,1,9,2,1,1,6,1
483,1,9,2,1,1,6,1
484,2,7,2,1,0,4,9
485,1,9,2,1,1,2,4
486,2,5,2,3,1,6,1
487,2,5,1,2,2,9,1
488,1,9,2,1,1,2,3
489,2,8,1,1,2,6,2
490,2,5,2,1,1,3,5
491,1,2,2,1,2,7,2
492,2,5,2,2,0,3,4
493,2,7,2,3,1,2,5
494,2,5,2,1,1,6,0
495,1,5,2,1,1,6,4
496,2,7,1,3,1,4,5
497,2,3,2,1,2,6,6
498,2,2,2,1,1,4,0
499,1,7,2,3,1,7,2
500,2,1,2,1,2,6,2
501,1,6,1,1,1,7,0
502,1,2,1,1,1,6,0
503,1,6,2,1,2,6,6
504,1,3,1,3,0,7,7
505,1,9,1,1,2,3,5
506,1,5,2,1,2,3,7
507,2,5,1,1,1,7,1
508,1,8,1,1,1,6,0
509,2,2,2,3,2,5,1
510,1,2,2,1,1,6,5
511,1,5,2,1,2,4,1
512,2,4,2,1,1,6,0
513,2,1,1,2,1,11,3
514,2,6,1,3,2,4,6
515,1,3,2,1,2,6,0
516,2,9,1,1,2,4,0
517,1,8,1,1,1,7,0
518,1,2,2,2,1,6,0
519,2,2,2,1,1,4,0
520,2,5,2,1,1,2,1
521,1,5,1,1,1,6,0
522,2,2,2,2,2,6,9
523,1,5,2,1,2,6,0
524,1,9,1,1,1,4,2
525,1,1,1,3,1,6,2
526,2,3,2,1,2,4,9
527,2,4,2,3,2,6,6
528,1,8,1,2,1,3,0
529,1,5,2,1,1,4,7
530,1,6,1,1,2,4,6
531,1,9,1,1,1,4,1
532,1,3,1,1,1,6,5
533,2,5,1,1,2,3,9
534,2,9,1,3,2,4,1
535,2,2,2,3,1,2,5
536,1,5,1,3,1,7,3
537,1,5,2,2,2,6,0
538,1,4,2,1,1,6,6
539,2,9,1,3,2,6,4
540,2,5,2,1,1,4,1
541,1,6,2,1,1,4,8
542,2,2,2,2,1,4,8
543,1,9,1,1,1,6,7
544,2,5,2,2,2,7,6
545,1,2,2,1,1,6,8
546,1,5,2,1,1,3,1
547,1,3,2,1,2,6,3
548,2,2,1,1,2,4,0
549,2,5,2,3,1,4,4
550,2,5,2,1,1,7,2
551,1,2,2,1,2,7,1
552,2,6,2,1,1,6,6
553,2,5,2,1,1,4,2
554,2,7,6,3,1,7,2
555,2,5,2,3,1,6,7
556,1,5,2,1,1,2,4
557,2,9,2,2,2,6,0
558,1,9,1,1,1,9,7
559,1,5,2,1,0,7,1
560,2,2,2,2,1,4,3
561,1,2,2,1,1,6,2
562,2,5,1,1,2,7,0
563,2,5,2,1,1,4,9
564,1,5,2,3,1,6,0
565,1,8,2,3,0,2,5
566,2,5,2,2,2,4,0
567,1,5,2,2,2,4,1
568,1,3,2,1,2,6,0
569,1,5,2,1,2,6,9
570,2,5,2,1,1,6,5
571,1,1,2,2,2,4,1
572,2,2,1,1,2,6,1
573,2,8,1,1,1,4,1
574,1,5,2,1,1,6,7
575,1,2,2,2,1,3,8
576,2,5,2,3,2,7,7
577,2,9,2,1,1,6,7
578,2,5,1,1,2,6,3
579,1,6,2,1,2,7,4
580,2,5,1,1,2,3,6
581,1,8,1,1,1,6,2
582,1,5,2,1,2,6,2
583,1,2,2,1,1,4,4
584,2,5,2,1,1,3,1
585,1,3,1,1,2,6,4
586,1,2,2,1,1,2,9
587,2,5,2,1,1,11,9
588,2,8,1,3,1,6,4
589,2,2,2,2,1,3,0
590,2,6,1,1,1,7,4
591,2,8,2,3,2,4,0
592,1,8,2,2,1,6,4
593,2,5,1,1,2,7,7
594,2,5,2,1,1,6,3
595,1,8,2,2,1,7,2
596,2,9,1,2,1,6,0
597,2,7,2,1,2,7,3
598,1,2,2,1,1,6,7
599,1,9,2,1,1,6,6
600,1,5,1,1,2,6,1
601,1,3,2,2,1,2,0
602,2,2,1,1,2,6,0
603,1,1,2,1,2,6,0
604,1,8,2,1,1,4,9
605,1,1,2,3,1,6,7
606,2,6,2,1,2,6,7
607,1,6,2,1,2,4,5
608,1,5,1,3,1,3,2
609,1,9,1,3,2,6,2
610,1,9,2,3,1,2,5
611,1,3,2,3,1,2,9
612,1,5,2,1,1,6,0
613,1,1,1,1,1,6,4
614,2,5,1,1,1,4,3
615,1,1,4,1,2,6,2
616,1,3,1,2,1,7,3
617,1,4,1,1,1,2,0
618,1,5,1,1,2,7,2
619,2,5,1,1,2,4,4
620,2,7,1,1,2,4,1
621,1,9,1,1,2,6,2
622,2,5,2,1,1,6,1
623,2,1,2,1,1,7,0
624,1,2,1,3,2,4,7
625,1,5,2,2,2,2,8
626,2,3,2,2,2,6,2
627,1,5,1,3,1,3,0
628,2,5,2,1,2,4,2
629,1,5,1,3,1,6,2
630,2,5,2,3,1,4,3
631,1,1,2,3,1,4,1
632,2,9,2,1,1,3,8
633,1,6,2,1,0,6,1
634,1,8,1,3,2,4,5
635,2,2,2,1,2,6,7
636,1,3,1,1,2,5,3
637,2,3,1,1,1,6,0
638,1,9,1,3,1,4,2
639,1,5,2,1,2,7,1
640,1,2,2,1,2,6,5
641,2,5,2,1,1,12,4
642,1,3,2,3,2,6,3
643,2,2,2,2,2,6,1
644,2,4,2,1,2,7,0
645,2,2,1,3,1,7,3
646,2,6,1,1,2,4,7
647,2,8,1,1,1,4,3
648,1,5,2,3,1,2,4
649,2,5,2,1,1,9,0
650,2,1,2,1,1,6,5
651,2,2,2,1,1,6,0
652,2,4,2,1,1,6,1
653,2,1,6,3,1,4,9
654,1,5,1,1,1,4,2
655,1,8,2,1,1,6,2
656,2,3,1,3,1,3,2
657,1,4,2,1,2,7,8
658,1,9,2,1,1,7,5
659,1,5,2,1,1,6,0
660,1,8,2,1,2,6,8
661,2,1,2,2,0,6,4
662,2,5,2,1,1,3,3
663,1,3,2,1,1,6,4
664,2,3,2,1,1,3,5
665,2,8,2,1,1,6,1
666,2,5,2,2,1,6,4
667,2,5,2,1,2,6,4
668,1,4,1,2,1,4,0
669,2,3,1,2,1,4,0
670,1,9,2,1,1,4,0
671,1,1,2,1,1,6,3
672,1,5,2,1,2,3,1
673,2,9,1,1,1,4,9
674,1,5,1,1,2,4,8
675,1,7,2,3,1,4,8
676,2,5,1,1,1,6,0
677,2,8,6,1,2,9,8
678,1,5,2,3,1,7,1
679,1,3,2,1,1,4,5
680,1,7,2,2,1,4,0
681,1,2,2,1,2,1,3
682,2,5,2,1,2,6,1
683,1,5,1,1,2,6,6
684,1,2,2,1,1,6,2
685,1,7,2,1,2,6,2
686,1,5,2,2,2,6,5
687,1,7,1,2,1,7,1
688,2,2,1,1,1,6,1
689,1,1,2,3,1,6,9
690,2,3,1,1,1,2,1
691,2,9,1,1,1,4,4
692,2,2,2,1,2,4,4
693,2,5,1,1,1,6,1
694,2,5,2,1,2,7,6
695,2,2,2,3,1,3,4
696,1,1,2,3,1,7,4
697,1,5,2,1,2,4,1
698,1,2,2,1,1,7,3
699,1,2,2,1,2,4,0
700,2,6,1,2,1,6,4
701,2,2,1,1,1,6,7
702,2,5,2,1,1,2,1
703,1,2,1,1,2,3,5
704,1,5,1,3,2,2,5
705,1,5,2,1,2,6,2
706,1,5,1,1,2,7,2
707,2,5,1,3,1,6,5
708,2,3,1,1,2,7,9
709,2,9,2,1,2,4,2
710,2,5,2,1,1,4,1
711,1,5,2,1,1,2,9
712,1,8,1,1,1,3,2
713,2,8,2,1,2,7,4
714,1,8,1,3,2,7,3
715,2,9,2,2,1,2,5
716,2,9,2,1,1,2,3
717,2,6,1,1,1,6,5
718,1,2,2,2,2,7,5
719,1,5,1,1,1,4,8
720,1,5,1,1,1,7,0
721,1,8,2,3,1,11,1
722,1,2,1,1,2,4,0
723,2,5,2,1,2,6,2
724,1,7,1,2,1,6,1
725,2,1,2,1,1,6,2
726,1,1,2,3,2,6,1
727,2,8,1,3,2,6,0
728,1,9,2,3,1,3,1
729,2,1,1,1,2,4,7
730,1,4,2,3,1,12,2
731,1,5,1,2,1,3,2
732,1,9,2,1,1,7,1
733,2,2,1,3,2,6,8
734,1,7,1,3,1,1,1
735,1,9,1,2,1,6,4
736,1,2,6,1,2,3,7
737,1,3,2,1,1,11,8
738,1,5,2,1,1,4,9
739,1,2,2,2,2,6,6
740,2,5,2,1,1,2,3
741,1,5,2,1,2,4,9
742,2,4,1,3,1,6,1
743,2,7,1,1,1,4,5
744,1,1,2,1,1,4,1
745,1,5,1,1,2,6,4
746,1,8,2,1,1,11,4
747,1,7,2,1,1,6,6
748,1,8,1,1,1,9,8
749,2,5,2,1,1,7,1
750,1,7,1,1,1,6,5
751,2,5,2,3,2,6,5
752,2,5,1,3,1,6,1
753,1,5,1,1,1,2,4
754,2,1,1,3,1,6,4
755,1,2,2,2,1,4,0
756,2,5,1,1,2,3,9
757,2,9,1,1,2,7,0
758,1,5,2,1,2,7,0
759,2,2,1,2,1,6,4
760,1,5,2,1,1,6,9
761,1,1,1,2,2,7,5
762,1,2,2,1,2,4,4
763,1,6,2,2,2,9,8
764,2,8,2,1,1,3,9
765,2,6,1,1,2,9,9
766,1,6,2,1,2,6,3
767,1,3,6,3,2,7,2
768,1,8,1,1,2,4,5
769,1,7,1,1,1,2,4
770,1,8,1,1,1,4,1
771,1,2,6,3,2,3,3
772,2,7,2,3,1,7,1
773,2,8,6,3,1,2,9
774,2,5,1,1,1,4,5
775,1,2,2,1,0,4,9
776,2,7,2,1,2,7,8
777,1,8,2,1,1,7,0
778,1,3,2,3,1,7,6
779,2,5,2,1,1,6,0
780,1,3,1,1,2,6,1
781,2,5,1,3,2,2,9
782,1,2,1,1,1,6,3
783,2,8,2,1,1,6,0
784,2,9,2,2,2,6,2
785,1,5,2,1,1,6,1
786,1,8,2,1,2,7,7
787,2,8,2,1,2,4,1
788,2,5,2,3,2,4,5
789,1,9,1,1,1,4,5
790,1,5,2,1,1,3,6
791,1,5,2,1,1,6,5
792,1,8,1,1,1,11,6
793,2,1,2,1,2,6,5
794,2,7,2,2,2,6,9
795,2,4,2,3,2,6,3
796,1,7,2,1,1,7,5
797,1,7,1,1,2,6,1
798,1,2,2,1,2,7,8
799,1,2,2,2,2,6,5
800,1,8,1,2,1,4,4
801,1,5,2,3,1,6,4
802,1,4,2,1,2,4,6
803,1,2,1,3,2,7,1
804,1,5,2,1,1,4,1
805,2,5,2,2,1,2,1
806,1,2,2,3,2,6,0
807,1,4,2,1,0,9,2
808,2,5,2,1,2,2,9
809,2,9,2,1,1,4,3
810,2,8,2,3,2,7,0
811,1,9,1,1,2,4,3
812,2,1,1,1,2,7,1
813,2,5,2,1,1,7,1
814,1,2,1,3,2,7,5
815,2,8,2,1,1,6,4
816,1,4,2,1,2,6,7
817,1,5,1,1,2,4,2
818,2,8,2,1,2,6,8
819,2,3,2,1,2,4,3
820,2,5,1,1,1,6,7
821,1,9,2,1,1,4,8
822,1,5,2,3,2,2,0
823,2,5,2,1,2,4,1
824,1,5,2,1,2,6,8
825,1,2,2,1,1,4,5
826,1,8,2,1,2,7,4
827,1,6,2,1,2,9,5
828,1,9,2,1,1,4,8
829,1,5,2,1,1,1,5
830,2,4,2,1,1,7,3
831,1,5,2,3,2,6,1
832,1,2,2,1,0,4,1
833,1,2,1,1,2,6,7
834,2,5,2,1,1,9,0
835,2,2,2,1,1,5,1
836,2,5,2,1,2,6,4
837,1,2,1,3,1,7,6
838,1,2,2,3,1,4,0
839,2,5,2,1,2,6,4
840,1,5,2,3,1,6,3
841,2,5,1,1,1,6,9
842,2,3,2,1,1,4,0
843,2,5,2,1,1,7,1
844,1,5,2,3,2,6,4
845,2,9,1,1,2,6,1
846,2,5,2,1,2,6,4
847,2,5,2,1,1,9,0
848,1,9,1,3,2,4,2
849,1,3,2,3,1,6,4
850,1,2,2,1,1,6,0
851,1,5,2,3,2,4,0
852,2,9,1,3,2,7,0
853,1,2,2,2,2,6,4
854,1,8,2,1,1,7,7
855,2,5,2,1,2,6,4
856,1,9,2,3,2,6,1
857,1,2,1,1,1,9,1
858,2,1,2,1,2,4,8
859,2,2,2,1,0,4,4
860,1,9,1,1,1,7,0
861,1,9,1,1,2,6,1
862,1,1,2,3,2,6,6
863,2,2,2,1,1,6,7
864,1,3,1,1,2,6,1
865,2,3,2,1,2,7,8
866,1,6,2,1,2,6,5
867,1,5,2,1,1,6,2
868,2,7,1,2,1,6,8
