Unnamed: 0,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
779,1,2,1,3,1,7,0
929,1,6,1,2,1,7,0
32,1,3,1,2,1,7,4
47,1,2,2,1,2,7,4
502,1,6,6,1,2,7,2
406,2,6,1,2,1,7,6
573,1,4,1,1,1,7,0
727,1,5,1,2,1,7,2
804,1,2,1,3,1,7,3
98,1,2,6,3,1,7,2
683,1,9,6,1,1,7,4
871,2,2,1,3,1,7,6
725,2,2,2,1,1,7,0
986,2,2,1,3,1,7,2
546,1,5,1,2,1,7,0
960,1,2,1,2,1,6,0
738,1,2,1,1,1,7,7
612,1,2,1,2,1,6,6
942,1,6,1,1,1,7,5
461,1,5,1,3,0,3,0
642,1,2,1,2,1,2,2
768,1,4,2,2,1,7,6
4,2,6,1,1,1,7,0
217,1,5,1,2,0,2,0
502,1,6,6,1,2,7,2
766,1,2,2,3,1,2,0
397,1,3,1,3,1,3,7
870,1,6,2,2,0,7,0
794,1,1,1,2,1,7,0
392,1,3,1,2,1,12,6
206,1,6,1,1,1,7,2
14,1,3,1,3,2,11,0
857,1,6,6,1,1,7,1
553,1,2,2,1,1,3,0
891,1,2,6,3,2,7,4
460,2,2,1,3,1,11,5
690,2,2,1,3,1,1,8
574,2,2,6,1,1,7,1
863,1,6,6,3,2,7,1
742,1,2,1,1,0,7,4
240,1,8,1,1,1,7,0
563,1,2,1,3,1,7,1
95,1,5,1,2,1,7,5
899,2,2,6,1,1,4,0
733,1,2,1,3,1,7,0
484,1,5,1,3,1,7,9
406,2,6,1,2,1,7,6
230,1,8,1,3,2,7,2
748,1,1,1,3,1,10,0
654,1,2,1,2,1,7,0
170,1,3,1,1,1,12,3
540,1,7,1,2,1,7,2
35,1,2,2,1,1,6,3
524,1,2,2,1,1,7,9
159,1,2,1,1,1,7,3
838,1,8,1,1,1,6,0
698,2,6,1,1,1,7,5
242,1,5,1,3,1,7,0
85,1,2,2,1,2,7,2
795,1,2,2,3,1,7,0
577,1,6,1,3,0,7,2
681,2,1,1,2,1,1,3
556,1,2,1,1,1,2,3
573,1,4,1,1,1,7,0
952,1,2,6,3,1,7,0
645,2,3,1,3,1,7,9
795,1,2,2,3,1,7,0
27,2,9,1,1,1,1,0
619,1,6,2,2,2,7,4
555,1,5,2,1,2,3,8
339,2,6,1,2,0,7,0
797,2,5,1,2,1,7,3
957,1,2,1,1,1,3,0
330,1,5,1,3,1,7,7
639,1,3,1,2,1,7,9
505,1,5,2,1,2,7,2
347,2,6,1,2,1,7,0
472,1,5,2,1,2,7,0
230,1,8,1,3,2,7,2
189,1,6,2,3,2,7,9
224,1,2,2,1,1,7,0
384,1,6,6,1,1,7,5
376,1,3,3,2,1,7,9
282,1,5,6,3,1,7,0
957,1,2,1,1,1,3,0
632,1,2,4,2,1,7,0
627,1,2,1,1,1,7,0
972,1,7,1,1,2,7,2
744,1,6,6,1,1,7,0
258,1,5,1,3,1,7,0
358,1,6,1,3,2,7,3
709,2,6,6,2,1,11,0
455,1,2,1,2,1,7,3
410,1,5,1,3,1,3,0
648,1,2,1,2,1,7,1
317,2,2,6,1,1,7,3
676,1,5,1,1,1,7,0
224,1,2,2,1,1,7,0
818,1,6,2,2,0,7,3
233,2,3,1,3,1,7,3
683,1,9,6,1,1,7,4
663,2,6,6,3,0,7,0
974,2,5,2,3,1,7,2
826,1,5,4,3,2,7,6
373,1,8,1,2,2,7,6
671,1,7,1,1,1,7,2
607,1,2,6,3,1,3,1
471,2,6,1,1,1,7,0
232,1,2,1,3,1,7,6
691,1,5,1,1,1,6,0
112,1,2,1,2,1,7,3
829,1,2,2,1,2,7,0
496,1,2,1,1,0,12,0
441,1,5,1,3,1,7,2
563,1,2,1,3,1,7,1
267,1,3,1,1,1,7,0
509,1,3,1,1,1,7,0
806,1,2,1,1,1,7,1
385,2,5,1,1,1,7,3
386,1,3,1,1,1,2,0
112,1,2,1,2,1,7,3
612,1,2,1,2,1,6,6
624,1,2,1,1,2,7,5
951,1,5,2,3,1,3,3
80,1,2,1,3,1,7,5
698,2,6,1,1,1,7,5
112,1,2,1,2,1,7,3
1,1,8,2,1,2,7,4
641,1,6,1,1,2,7,5
219,1,5,2,2,1,7,2
565,1,5,1,3,2,6,4
854,1,3,1,1,1,7,8
996,1,2,1,3,2,7,0
735,2,2,2,3,1,3,0
224,1,2,2,1,1,7,0
384,1,6,6,1,1,7,5
402,1,5,2,1,2,7,0
637,2,6,1,2,1,7,1
129,1,8,1,3,1,6,0
52,1,6,1,2,1,9,0
683,1,9,6,1,1,7,4
729,1,3,1,2,1,7,6
671,1,7,1,1,1,7,2
709,2,6,6,2,1,11,0
415,2,6,6,2,2,7,2
246,2,2,1,3,1,3,6
835,1,5,1,1,1,7,4
438,1,5,1,1,1,12,0
202,1,9,1,1,1,7,0
183,1,2,1,2,1,7,0
122,1,2,1,1,0,7,4
400,1,3,6,3,0,7,0
766,1,2,2,3,1,2,0
293,1,6,1,3,1,7,9
279,1,2,1,3,1,12,2
836,1,5,1,1,1,7,4
883,1,2,1,3,1,7,6
609,2,5,2,3,1,11,0
197,1,5,1,3,1,7,2
981,1,5,1,1,1,3,5
906,1,3,1,1,2,11,0
510,1,3,1,1,1,1,1
751,1,7,1,1,1,7,0
143,1,2,1,3,1,11,6
608,1,5,1,1,1,7,3
200,1,5,1,1,0,7,0
123,1,2,6,3,1,7,9
186,1,2,1,3,2,7,0
325,1,6,6,1,1,7,0
463,2,2,2,3,1,1,2
348,1,3,2,3,1,7,5
770,1,2,6,3,1,7,7
659,1,5,2,3,1,7,1
763,1,3,1,3,2,7,9
954,1,1,1,3,2,3,3
931,2,2,6,1,1,7,0
402,1,5,2,1,2,7,0
345,1,5,1,1,1,3,0
962,1,2,1,1,1,3,0
510,1,3,1,1,1,1,1
146,1,5,1,2,1,3,0
147,1,2,1,1,1,7,0
863,1,6,6,3,2,7,1
710,1,3,6,1,1,7,8
819,1,6,2,3,2,7,1
488,1,5,2,3,1,7,7
928,1,5,1,3,1,1,2
935,2,6,1,1,1,2,5
639,1,3,1,2,1,7,9
550,1,3,6,2,1,7,2
337,1,6,6,2,1,7,0
871,2,2,1,3,1,7,6
640,2,7,1,3,1,7,0
778,1,2,6,1,2,7,3
987,1,5,1,1,1,2,3
952,1,2,6,3,1,7,0
472,1,5,2,1,2,7,0
945,1,5,1,3,1,7,1
150,1,7,6,1,2,7,3
414,1,5,1,2,0,3,8
989,1,6,1,1,1,7,4
297,1,5,1,3,1,7,2
610,1,3,1,1,1,7,0
262,1,2,1,1,1,6,7
763,1,3,1,3,2,7,9
143,1,2,1,3,1,11,6
345,1,5,1,1,1,3,0
623,1,2,2,3,2,3,5
571,1,2,1,3,1,2,0
880,1,6,1,1,1,7,0
1,1,8,2,1,2,7,4
896,1,3,1,3,0,7,0
303,1,9,1,3,1,7,5
253,1,2,2,2,1,11,0
651,1,2,2,2,1,7,0
452,2,6,1,1,1,1,0
36,2,2,2,2,1,3,0
159,1,2,1,1,1,7,3
8,1,7,6,1,1,7,0
232,1,2,1,3,1,7,6
98,1,2,6,3,1,7,2
658,1,5,2,3,1,6,0
815,1,2,2,1,1,7,1
207,1,5,1,3,1,2,6
130,1,4,2,1,1,7,4
403,1,7,2,2,0,7,0
151,2,2,2,3,1,7,0
53,2,5,1,3,1,6,6
119,1,5,1,1,2,7,6
672,1,2,4,1,2,7,9
919,1,2,1,1,1,7,0
627,1,2,1,1,1,7,0
586,1,5,1,3,1,7,8
624,1,2,1,1,2,7,5
967,1,5,1,2,1,7,0
419,2,3,1,3,1,7,3
421,1,2,1,3,2,4,5
103,1,5,2,3,2,2,1
851,1,5,2,3,1,4,4
253,1,2,2,2,1,11,0
226,2,2,1,3,1,7,0
111,1,2,1,3,1,7,0
509,1,3,1,1,1,7,0
472,1,5,2,1,2,7,0
98,1,2,6,3,1,7,2
152,1,7,1,2,0,9,4
860,1,1,1,1,1,7,0
913,1,3,1,3,1,7,0
895,2,2,1,3,1,7,1
877,1,2,1,2,0,7,1
337,1,6,6,2,1,7,0
705,1,7,6,1,1,7,0
821,1,2,4,2,0,7,2
162,1,5,1,3,2,7,0
719,1,2,2,2,1,7,0
956,1,2,1,1,1,7,7
680,1,3,2,1,2,7,0
995,1,2,1,1,1,7,9
160,1,2,1,3,1,6,6
579,1,2,2,3,2,7,3
800,1,2,1,3,1,7,3
397,1,3,1,3,1,3,7
276,1,2,1,1,2,2,9
815,1,2,2,1,1,7,1
915,2,5,1,3,2,3,1
503,2,2,2,2,1,7,2
895,2,2,1,3,1,7,1
391,1,5,1,2,0,7,2
134,1,2,1,1,1,7,3
194,1,9,2,3,2,7,0
400,1,3,6,3,0,7,0
639,1,3,1,2,1,7,9
32,1,3,1,2,1,7,4
687,1,2,1,1,1,7,0
459,1,2,1,2,1,2,0
954,1,1,1,3,2,3,3
882,1,5,1,1,1,12,0
469,1,2,1,1,1,7,3
374,1,2,1,1,2,7,3
21,1,5,1,3,2,7,3
749,1,7,1,3,1,7,1
669,1,5,2,1,1,7,0
37,1,2,4,3,2,11,2
229,1,2,1,2,1,7,3
364,1,4,1,1,1,7,0
562,2,5,1,2,1,7,1
437,1,3,1,1,1,9,6
775,1,2,2,1,1,7,4
282,1,5,6,3,1,7,0
26,1,5,2,3,1,7,4
225,1,6,2,3,1,2,0
276,1,2,1,1,2,2,9
797,2,5,1,2,1,7,3
608,1,5,1,1,1,7,3
283,2,5,1,2,1,3,0
878,1,1,6,3,1,7,1
959,1,6,1,3,1,7,4
480,1,6,1,2,1,7,6
452,2,6,1,1,1,1,0
828,1,3,1,1,2,7,2
815,1,2,2,1,1,7,1
658,1,5,2,3,1,6,0
515,2,2,1,3,0,4,2
546,1,5,1,2,1,7,0
191,1,2,2,1,1,1,0
48,1,5,1,3,1,12,6
511,1,3,1,3,2,7,0
16,1,2,1,1,1,7,2
171,1,3,1,2,2,12,4
219,1,5,2,2,1,7,2
157,1,2,1,1,1,7,2
476,1,2,1,1,0,7,0
45,1,6,1,1,1,7,2
372,1,2,1,1,1,7,6
517,1,2,1,3,1,7,7
98,1,2,6,3,1,7,2
891,1,2,6,3,2,7,4
744,1,6,6,1,1,7,0
36,2,2,2,2,1,3,0
279,1,2,1,3,1,12,2
348,1,3,2,3,1,7,5
496,1,2,1,1,0,12,0
301,1,5,2,3,2,3,0
180,1,2,1,3,1,7,5
606,2,5,2,3,1,7,1
98,1,2,6,3,1,7,2
699,2,2,1,1,1,7,3
992,2,2,1,2,0,7,9
115,1,2,1,1,1,7,8
190,1,5,1,3,1,7,8
252,1,2,1,3,1,7,0
980,2,3,6,3,2,7,1
927,1,2,1,2,1,7,2
982,1,5,1,3,1,3,5
160,1,2,1,3,1,6,6
255,1,5,1,3,1,7,8
322,1,8,2,3,1,2,1
127,1,2,6,1,1,3,1
17,1,5,2,3,1,7,0
792,1,8,1,3,1,7,1
734,1,2,2,1,1,7,0
565,1,5,1,3,2,6,4
569,1,2,6,3,1,7,0
322,1,8,2,3,1,2,1
871,2,2,1,3,1,7,6
685,1,5,1,3,1,1,3
791,1,2,6,1,1,7,4
625,1,5,1,3,1,1,6
287,1,5,1,2,1,1,9
942,1,6,1,1,1,7,5
853,1,5,1,3,1,1,5
662,1,3,2,1,1,12,7
961,1,3,1,2,1,12,1
638,1,5,1,1,1,12,3
154,1,2,1,2,1,7,1
489,1,2,1,1,1,6,2
385,2,5,1,1,1,7,3
985,1,5,2,2,2,7,3
784,1,6,1,3,1,5,1
103,1,5,2,3,2,2,1
928,1,5,1,3,1,1,2
392,1,3,1,2,1,12,6
810,1,2,6,1,1,7,2
245,1,2,1,1,1,7,4
175,2,2,6,3,1,11,0
38,2,6,6,1,1,7,0
476,1,2,1,1,0,7,0
681,2,1,1,2,1,1,3
758,1,2,1,1,1,7,3
537,1,9,1,1,1,7,4
866,1,5,1,3,1,7,0
817,1,2,6,3,1,7,1
920,1,5,2,3,1,6,3
407,1,3,2,1,1,7,0
524,1,2,2,1,1,7,9
827,2,2,6,3,1,7,1
505,1,5,2,1,2,7,2
902,1,6,1,2,1,7,3
824,1,3,2,1,2,7,1
35,1,2,2,1,1,6,3
684,2,5,1,3,0,6,2
19,2,2,1,2,2,3,0
320,1,3,1,2,2,7,1
775,1,2,2,1,1,7,4
511,1,3,1,3,2,7,0
399,1,3,2,3,1,7,0
653,1,5,2,2,1,2,2
971,1,2,1,2,1,7,0
882,1,5,1,1,1,12,0
470,1,2,2,1,1,7,3
142,1,5,1,3,1,7,6
91,1,5,1,2,1,7,2
353,1,6,6,1,1,7,0
833,1,2,1,1,1,12,0
799,1,2,2,2,1,7,2
726,1,6,1,2,2,7,0
958,1,9,1,1,2,11,6
853,1,5,1,3,1,1,5
50,1,2,2,1,1,7,0
664,2,3,2,2,1,7,0
697,2,5,6,2,1,3,4
574,2,2,6,1,1,7,1
189,1,6,2,3,2,7,9
124,1,2,1,3,1,7,6
149,1,2,1,1,1,3,0
313,1,2,1,1,1,7,0
569,1,2,6,3,1,7,0
341,2,2,6,1,1,3,2
304,1,8,2,1,1,7,0
691,1,5,1,1,1,6,0
681,2,1,1,2,1,1,3
837,1,8,1,2,2,7,5
782,1,3,1,3,1,3,0
53,2,5,1,3,1,6,6
443,2,5,6,1,0,11,0
612,1,2,1,2,1,6,6
992,2,2,1,2,0,7,9
263,1,2,1,3,1,7,0
52,1,6,1,2,1,9,0
571,1,2,1,3,1,2,0
619,1,6,2,2,2,7,4
4,2,6,1,1,1,7,0
102,2,2,1,1,1,7,1
195,1,3,3,1,2,6,2
773,1,5,2,3,1,3,3
876,1,6,6,1,1,7,9
991,1,6,1,3,2,7,2
883,1,2,1,3,1,7,6
349,1,5,1,2,1,7,8
46,1,2,1,3,1,3,9
866,1,5,1,3,1,7,0
822,1,8,1,3,1,7,9
935,2,6,1,1,1,2,5
819,1,6,2,3,2,7,1
655,1,5,1,3,1,2,9
268,1,2,1,1,1,7,0
369,1,3,1,2,1,7,3
635,1,2,2,1,1,7,0
105,1,5,4,2,1,12,0
669,1,5,2,1,1,7,0
658,1,5,2,3,1,6,0
656,2,3,1,1,1,7,6
119,1,5,1,1,2,7,6
830,1,6,6,1,1,7,0
786,1,6,6,1,1,7,6
603,1,5,2,1,1,7,0
57,1,3,1,1,1,7,2
950,1,2,1,1,0,3,6
345,1,5,1,1,1,3,0
740,2,6,6,2,1,7,0
473,1,6,2,2,2,7,9
116,2,5,1,3,2,7,7
829,1,2,2,1,2,7,0
790,1,3,2,1,1,2,2
126,1,2,1,1,1,11,9
392,1,3,1,2,1,12,6
907,1,2,1,1,1,6,2
640,2,7,1,3,1,7,0
57,1,3,1,1,1,7,2
633,1,5,1,1,1,7,1
512,2,5,1,1,1,7,0
750,2,5,1,2,1,7,9
801,1,2,1,2,1,7,2
95,1,5,1,2,1,7,5
637,2,6,1,2,1,7,1
117,1,3,2,1,1,1,1
559,1,5,2,3,1,7,3
600,1,2,1,1,1,7,0
487,1,6,1,3,2,7,0
236,1,8,1,3,1,7,3
884,1,2,1,2,1,1,7
896,1,3,1,3,0,7,0
271,1,2,1,3,1,3,1
188,2,3,1,1,1,1,6
998,1,8,1,3,1,7,0
703,1,3,1,3,1,7,8
446,1,3,1,1,1,7,0
580,1,5,2,2,1,1,4
789,1,2,1,3,1,7,0
860,1,1,1,1,1,7,0
246,2,2,1,3,1,3,6
962,1,2,1,1,1,3,0
75,2,6,2,3,0,6,8
153,1,5,1,2,1,7,3
655,1,5,1,3,1,2,9
434,1,2,1,1,1,7,0
996,1,2,1,3,2,7,0
85,1,2,2,1,2,7,2
696,1,2,6,1,1,7,6
284,1,2,1,1,1,7,5
973,2,3,6,3,1,7,2
219,1,5,2,2,1,7,2
68,2,2,2,2,1,7,2
46,1,2,1,3,1,3,9
93,1,6,2,3,1,7,4
749,1,7,1,3,1,7,1
957,1,2,1,1,1,3,0
452,2,6,1,1,1,1,0
203,1,5,6,3,2,7,6
911,2,2,2,3,1,3,6
217,1,5,1,2,0,2,0
473,1,6,2,2,2,7,9
431,1,2,1,3,0,7,6
340,1,5,1,3,1,1,6
550,1,3,6,2,1,7,2
611,1,5,1,2,1,7,9
288,1,2,6,1,1,3,5
253,1,2,2,2,1,11,0
733,1,2,1,3,1,7,0
356,1,3,2,2,1,7,0
22,1,5,1,3,1,7,0
761,1,6,1,1,1,7,4
521,1,5,1,1,1,1,0
757,1,5,1,2,1,6,5
836,1,5,1,1,1,7,4
99,1,6,1,2,1,7,0
801,1,2,1,2,1,7,2
179,1,9,1,1,1,7,2
222,1,6,1,1,0,7,6
905,1,6,6,3,1,7,9
761,1,6,1,1,1,7,4
658,1,5,2,3,1,6,0
441,1,5,1,3,1,7,2
607,1,2,6,3,1,3,1
768,1,4,2,2,1,7,6
324,1,5,1,3,1,7,3
515,2,2,1,3,0,4,2
15,2,2,1,2,1,1,1
791,1,2,6,1,1,7,4
335,1,6,2,1,1,7,4
758,1,2,1,1,1,7,3
257,2,2,1,1,1,7,0
496,1,2,1,1,0,12,0
987,1,5,1,1,1,2,3
895,2,2,1,3,1,7,1
159,1,2,1,1,1,7,3
474,1,6,1,3,1,7,0
851,1,5,2,3,1,4,4
663,2,6,6,3,0,7,0
907,1,2,1,1,1,6,2
689,2,3,6,3,1,7,0
674,1,2,1,1,1,3,4
379,1,2,6,2,1,7,4
544,1,5,2,3,1,7,2
928,1,5,1,3,1,1,2
956,1,2,1,1,1,7,7
690,2,2,1,3,1,1,8
426,1,2,1,1,1,6,3
612,1,2,1,2,1,6,6
267,1,3,1,1,1,7,0
834,1,2,1,3,2,7,2
576,2,5,2,1,1,7,0
416,1,8,2,1,2,7,0
167,1,2,1,1,1,7,4
841,2,6,6,3,0,11,3
42,1,6,6,1,1,7,0
555,1,5,2,1,2,3,8
284,1,2,1,1,1,7,5
396,1,3,1,1,1,3,0
11,1,5,2,3,2,7,2
606,2,5,2,3,1,7,1
301,1,5,2,3,2,3,0
897,1,5,2,3,1,7,0
252,1,2,1,3,1,7,0
498,2,6,1,3,1,7,0
753,1,6,1,1,1,7,8
34,1,3,1,1,1,2,2
726,1,6,1,2,2,7,0
848,1,5,2,2,1,3,9
89,1,5,1,2,2,6,2
775,1,2,2,1,1,7,4
604,1,3,1,3,1,7,5
921,1,2,1,2,1,7,0
969,1,5,4,1,1,7,0
601,1,2,1,3,2,3,0
417,1,9,1,3,1,4,3
114,1,5,1,3,1,7,0
616,1,2,1,1,1,7,3
902,1,6,1,2,1,7,3
195,1,3,3,1,2,6,2
825,1,5,1,1,1,2,6
500,1,2,6,3,0,7,0
625,1,5,1,3,1,1,6
492,1,6,6,3,2,7,2
74,2,2,2,1,1,7,9
412,1,2,6,2,0,2,2
375,1,2,1,2,1,7,4
419,2,3,1,3,1,7,3
728,1,5,2,3,0,11,1
276,1,2,1,1,2,2,9
760,1,7,1,3,1,7,0
675,1,2,1,3,1,7,0
393,1,3,2,3,1,7,0
868,1,6,1,1,1,7,8
456,1,8,2,1,0,7,0
919,1,2,1,1,1,7,0
191,1,2,2,1,1,1,0
738,1,2,1,1,1,7,7
688,1,2,1,1,1,7,2
98,1,2,6,3,1,7,2
547,1,2,1,1,1,7,0
977,1,5,1,1,1,2,9
998,1,8,1,3,1,7,0
95,1,5,1,2,1,7,5
663,2,6,6,3,0,7,0
662,1,3,2,1,1,12,7
189,1,6,2,3,2,7,9
735,2,2,2,3,1,3,0
36,2,2,2,2,1,3,0
779,1,2,1,3,1,7,0
368,2,5,2,3,1,1,2
694,1,2,1,1,1,11,2
524,1,2,2,1,1,7,9
278,1,3,2,3,1,2,1
216,1,5,1,2,1,7,6
866,1,5,1,3,1,7,0
872,1,3,1,1,1,7,4
797,2,5,1,2,1,7,3
272,1,2,2,1,1,7,0
880,1,6,1,1,1,7,0
61,2,6,2,2,1,7,5
595,2,5,1,3,1,7,6
879,2,5,2,3,1,7,0
728,1,5,2,3,0,11,1
341,2,2,6,1,1,3,2
396,1,3,1,1,1,3,0
698,2,6,1,1,1,7,5
18,1,5,1,1,1,3,4
176,1,5,1,3,1,3,1
611,1,5,1,2,1,7,9
395,1,5,1,3,2,7,2
444,1,2,2,1,1,7,2
232,1,2,1,3,1,7,6
914,1,3,2,3,1,12,0
75,2,6,2,3,0,6,8
264,1,6,1,1,2,7,3
454,1,7,1,1,1,7,8
795,1,2,2,3,1,7,0
717,1,5,1,2,1,12,3
734,1,2,2,1,1,7,0
383,1,2,2,3,1,7,8
563,1,2,1,3,1,7,1
850,1,8,1,2,1,7,1
505,1,5,2,1,2,7,2
366,1,2,1,2,0,7,4
143,1,2,1,3,1,11,6
884,1,2,1,2,1,1,7
68,2,2,2,2,1,7,2
98,1,2,6,3,1,7,2
395,1,5,1,3,2,7,2
24,2,6,2,3,1,1,9
947,1,2,1,1,2,7,5
890,2,3,1,3,1,7,1
468,1,5,1,2,0,3,0
483,1,2,1,1,1,11,8
564,1,3,2,1,1,7,0
150,1,7,6,1,2,7,3
143,1,2,1,3,1,11,6
568,1,5,1,2,1,4,3
38,2,6,6,1,1,7,0
108,1,3,1,1,1,7,2
692,1,5,1,3,1,6,8
41,1,2,1,3,1,7,0
185,1,5,1,3,1,12,2
934,1,6,1,1,1,7,0
397,1,3,1,3,1,3,7
222,1,6,1,1,0,7,6
633,1,5,1,1,1,7,1
132,1,6,6,1,1,7,8
162,1,5,1,3,2,7,0
214,1,2,1,3,1,7,1
732,1,2,1,1,1,8,0
234,1,6,1,1,2,7,0
842,1,2,6,3,1,4,0
657,1,2,1,1,1,11,8
750,2,5,1,2,1,7,9
587,2,5,1,1,1,7,0
8,1,7,6,1,1,7,0
73,1,5,1,2,1,7,2
953,1,5,1,2,1,6,3
491,1,7,1,3,1,7,6
912,1,5,2,2,1,7,2
252,1,2,1,3,1,7,0
229,1,2,1,2,1,7,3
518,2,5,1,1,1,7,0
173,2,6,2,1,1,3,4
652,1,6,1,3,0,7,0
167,1,2,1,1,1,7,4
169,1,5,1,2,1,2,0
392,1,3,1,2,1,12,6
945,1,5,1,3,1,7,1
794,1,1,1,2,1,7,0
633,1,5,1,1,1,7,1
193,1,2,1,1,1,7,9
516,1,2,1,1,2,7,2
28,1,5,2,3,1,7,2
164,1,2,1,3,1,7,0
421,1,2,1,3,2,4,5
338,1,5,1,3,1,7,0
647,2,8,1,1,1,7,3
495,2,3,1,3,1,2,9
364,1,4,1,1,1,7,0
832,1,2,1,3,1,7,0
341,2,2,6,1,1,3,2
499,2,2,1,3,1,7,2
656,2,3,1,1,1,7,6
510,1,3,1,1,1,1,1
326,1,6,2,1,2,7,5
216,1,5,1,2,1,7,6
300,1,5,1,3,0,4,0
131,2,2,1,3,1,7,6
