,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
96,1,1,8,1,3,3,1
97,9,2,1,5,1,3,0
98,9,1,1,6,1,1,1
99,6,2,10,5,1,1,1
100,1,2,11,1,1,3,0
101,1,1,12,0,1,3,0
102,1,2,9,2,1,3,0
103,1,2,7,6,6,3,1
104,7,2,11,5,4,3,1
105,1,1,10,8,3,1,0
106,1,2,1,5,1,3,0
107,2,2,2,0,3,3,0
108,9,2,8,0,1,1,0
109,1,2,7,6,4,1,2
110,5,2,8,9,5,1,0
111,6,1,4,6,1,1,1
112,1,1,2,8,1,1,0
113,9,1,8,9,6,1,1
114,2,1,4,2,4,2,1
115,2,2,10,9,5,1,0
116,1,2,11,8,1,1,1
117,9,1,9,1,1,3,0
118,9,1,2,8,5,1,0
119,9,1,7,3,6,2,2
120,1,2,9,1,1,3,0
121,1,2,9,7,3,1,0
122,1,2,5,4,1,1,1
123,1,2,6,2,3,1,1
124,1,1,8,2,5,3,0
125,9,2,11,4,2,3,0
126,9,1,8,3,5,2,0
127,1,1,4,2,1,1,1
128,1,2,1,9,2,1,2
129,1,2,10,1,1,3,0
130,1,1,8,9,4,1,1
131,1,1,8,9,4,1,0
132,1,2,9,5,4,1,0
133,1,1,1,8,1,3,0
134,1,1,2,9,3,3,0
135,9,1,3,8,2,1,2
136,1,2,7,6,5,2,1
137,1,1,5,2,3,1,0
138,2,1,11,5,2,1,0
139,1,1,2,4,1,1,1
140,1,2,7,3,5,1,0
141,8,1,7,1,2,2,0
142,1,2,5,1,1,1,1
143,1,1,7,4,3,3,0
144,9,1,6,1,4,1,0
145,1,1,6,0,5,2,0
146,2,2,2,1,6,1,2
147,9,1,8,0,2,1,0
148,1,1,5,4,5,1,1
149,3,1,5,2,1,1,1
150,1,2,2,5,6,1,0
151,1,2,5,1,1,2,0
152,1,1,3,2,2,3,0
153,1,2,8,1,2,3,0
154,1,2,3,0,1,3,2
155,1,2,10,0,1,3,0
156,1,1,9,0,1,3,0
157,1,1,9,1,1,3,0
158,1,2,7,1,2,1,1
159,1,1,8,1,2,1,1
160,1,1,7,2,6,3,0
161,9,1,9,0,1,3,0
162,1,1,3,9,1,1,1
163,9,2,9,7,6,2,0
164,1,2,9,2,1,3,0
165,9,1,5,4,2,2,2
166,6,2,9,1,1,3,0
167,1,2,4,6,1,1,0
168,1,2,9,2,1,3,0
169,7,2,6,5,4,2,0
170,1,1,9,1,1,3,0
171,9,1,9,9,4,1,0
172,1,1,1,6,5,2,0
173,6,1,6,4,1,3,1
174,1,1,7,4,1,1,1
175,1,2,4,2,2,1,2
176,1,2,7,7,6,2,0
177,2,1,4,2,2,2,0
178,1,2,10,0,4,1,0
179,2,2,2,2,4,3,0
180,9,2,4,4,3,3,0
181,2,2,8,4,5,1,2
182,3,2,9,2,1,3,0
183,9,2,1,2,3,3,0
184,1,1,2,0,1,3,0
185,2,2,7,7,6,1,0
186,2,2,2,6,5,1,0
187,1,2,9,4,1,1,2
188,1,1,1,4,1,1,2
189,6,2,8,1,6,1,1
190,1,2,12,1,6,1,2
191,8,1,11,1,1,3,0
192,1,2,2,3,5,1,2
193,1,1,4,1,6,2,1
194,2,1,6,4,5,3,0
195,7,2,6,2,2,2,0
196,1,2,6,4,6,1,2
197,1,1,5,5,3,1,2
198,1,2,6,4,1,1,0
199,6,1,5,6,1,1,2
200,1,1,4,2,2,3,0
201,1,1,2,3,1,1,2
202,8,1,1,8,6,1,2
203,1,2,4,7,2,1,1
204,3,2,9,0,1,3,0
205,1,2,10,0,6,1,1
206,9,2,9,2,1,3,0
207,1,1,4,2,1,1,1
208,6,1,1,8,1,3,0
209,9,1,3,5,4,3,0
210,2,1,8,1,4,1,1
211,1,1,4,1,1,1,2
212,4,1,10,8,2,1,2
213,1,1,5,4,3,1,1
214,2,1,3,7,2,2,2
215,1,2,9,3,1,1,1
216,2,2,8,6,4,1,1
217,1,1,3,2,1,1,2
218,6,1,3,0,4,1,2
219,8,1,10,0,1,3,0
220,1,1,4,7,1,1,0
221,2,1,3,0,4,1,1
222,1,1,1,2,4,1,2
223,1,2,7,1,1,1,0
224,1,1,5,1,1,2,1
225,1,1,5,0,2,1,0
226,6,2,10,4,4,3,1
227,1,1,3,1,1,1,1
228,2,1,12,0,4,1,2
229,1,2,10,2,1,3,0
230,1,2,5,6,2,3,1
231,1,2,5,0,1,1,1
232,1,2,12,8,1,1,0
233,1,2,1,6,3,1,0
234,1,1,5,4,5,1,0
235,1,1,5,7,6,2,0
236,1,1,1,6,1,3,0
237,6,1,8,3,4,1,1
238,1,1,4,1,1,2,0
239,1,1,7,1,4,1,1
240,9,2,12,7,3,1,0
241,2,1,1,8,1,1,2
242,1,2,9,2,1,3,0
243,2,2,12,7,6,3,0
244,1,2,1,3,1,1,2
245,2,1,9,2,3,1,0
246,1,2,6,0,5,1,0
247,1,2,3,1,1,1,1
248,6,1,11,2,1,3,0
249,7,1,8,0,6,1,1
250,1,1,9,6,5,1,1
251,1,1,12,1,1,3,0
252,2,1,6,0,5,3,2
253,1,1,4,9,1,1,2
254,7,2,1,5,1,3,0
255,1,1,9,6,4,2,0
256,9,2,9,1,1,3,0
257,1,2,4,7,5,3,0
258,1,2,2,8,1,1,2
259,1,1,1,8,1,3,0
260,9,2,4,0,1,1,2
261,1,2,7,5,2,1,2
262,8,2,7,7,5,3,1
263,1,2,6,5,4,1,2
264,1,1,5,8,2,3,1
265,1,1,11,1,3,1,2
266,3,2,12,1,1,1,0
267,1,1,10,1,1,3,0
268,1,1,4,7,6,1,2
269,1,2,8,2,1,1,0
270,1,1,7,5,4,1,0
271,1,2,3,6,1,3,1
272,1,2,1,8,6,1,0
273,1,2,8,4,6,3,0
274,1,2,1,3,1,1,0
275,9,1,8,0,2,2,0
276,8,2,12,1,1,1,0
277,7,1,1,9,1,1,2
278,1,1,9,0,1,3,0
279,1,2,1,2,1,3,1
280,1,1,7,1,1,1,1
281,1,2,5,7,2,3,0
282,1,2,9,2,1,3,0
283,2,1,3,5,4,1,2
284,9,2,5,7,3,3,1
285,1,1,5,7,6,1,2
286,1,2,5,7,4,3,0
287,1,1,9,1,1,3,0
288,4,2,9,1,1,3,0
289,1,2,5,2,1,1,2
290,9,1,5,4,1,1,1
291,1,1,5,5,2,2,0
292,1,2,5,0,6,1,2
293,1,1,5,9,3,1,2
294,1,1,7,3,1,3,2
295,1,1,9,5,6,1,2
296,1,2,5,6,3,1,0
297,1,1,12,5,1,1,0
298,1,2,10,0,1,3,0
299,6,1,9,8,1,1,1
300,6,1,9,6,1,1,2
301,9,1,10,2,1,3,0
302,9,2,8,6,1,1,2
303,1,1,1,9,1,3,0
304,1,2,3,7,6,2,2
305,1,1,3,2,1,3,1
306,2,2,1,6,1,3,0
307,1,2,3,7,3,1,1
308,2,2,9,1,1,3,0
309,8,2,3,0,5,1,2
310,9,1,7,8,4,1,1
311,1,1,6,9,4,1,0
312,1,1,4,1,1,2,0
313,1,2,5,1,6,2,2
314,1,1,12,1,1,3,0
315,1,1,9,1,1,3,0
316,9,1,8,4,1,1,0
317,1,2,4,6,1,3,0
318,1,2,5,8,4,1,1
319,1,2,5,2,6,2,1
320,1,2,4,4,1,3,1
321,1,1,9,2,1,1,2
322,9,2,2,5,3,1,2
323,6,1,6,5,4,1,0
324,1,1,2,5,6,1,1
325,2,1,9,1,1,3,0
326,1,2,2,1,2,1,1
327,1,1,10,2,1,3,0
328,1,2,5,8,1,1,0
329,8,1,11,0,1,3,0
330,1,1,4,6,1,3,2
331,4,1,6,1,2,2,1
332,1,2,10,0,1,3,0
333,1,2,3,3,1,1,2
334,1,2,3,7,6,1,1
335,1,1,9,0,1,3,0
336,1,2,5,4,1,1,0
337,2,2,7,9,3,2,1
338,1,2,9,2,1,3,0
339,6,1,10,1,1,1,2
340,1,1,5,1,1,1,0
341,1,1,7,1,4,1,1
342,8,2,9,0,1,3,0
343,1,2,6,3,4,1,1
344,1,2,5,2,5,1,2
345,1,2,9,2,1,3,0
346,1,2,5,1,5,1,0
347,6,2,8,4,1,1,1
348,1,2,6,2,3,3,2
349,2,1,10,4,1,1,0
350,1,1,5,7,4,1,0
351,5,2,3,7,1,1,2
352,1,1,9,1,1,3,0
353,1,2,4,1,4,1,0
354,2,2,4,3,2,1,0
355,1,2,5,7,4,3,1
356,8,2,9,2,3,1,1
357,1,2,5,4,4,1,2
358,5,2,9,1,1,3,0
359,1,2,12,8,1,1,2
360,6,2,6,2,2,2,1
361,1,1,1,5,1,3,0
362,6,2,5,3,6,2,0
363,2,2,4,8,1,2,2
364,9,1,3,5,5,3,0
365,1,2,5,3,2,3,0
366,2,1,9,1,1,3,0
367,1,1,9,1,1,3,0
368,5,2,3,6,2,1,1
369,9,1,11,3,4,3,0
370,9,1,3,4,6,3,1
371,1,2,12,7,5,1,0
372,9,2,9,1,1,3,0
373,1,1,7,1,6,2,0
374,9,2,7,1,5,3,0
375,1,1,12,4,3,1,2
376,2,2,3,8,4,2,0
377,1,1,9,1,1,3,0
378,8,2,10,1,3,2,2
379,2,2,11,6,2,2,0
380,1,2,7,8,6,3,0
381,1,1,3,4,6,1,1
382,1,1,6,6,6,1,1
383,9,2,4,0,5,1,1
384,1,2,6,7,1,1,2
385,6,2,8,3,5,1,2
386,1,2,4,9,5,1,2
387,1,2,1,4,1,1,1
388,1,1,9,8,1,1,2
389,1,2,4,7,6,3,1
390,1,2,5,0,3,1,0
391,9,2,7,2,2,3,0
392,1,1,4,4,1,1,2
393,1,1,4,4,1,1,1
394,9,2,7,7,6,2,1
395,6,2,1,3,1,1,2
396,2,2,8,1,1,1,1
397,2,1,5,5,1,3,2
398,1,1,10,2,1,3,0
399,6,2,2,3,1,1,0
400,1,2,1,2,1,2,0
401,9,2,10,5,1,1,1
402,1,1,5,7,5,1,1
403,7,2,1,5,1,1,0
404,9,1,4,0,3,1,0
405,1,1,9,9,1,1,2
406,2,2,10,6,1,1,2
407,9,2,10,0,1,3,0
408,2,1,4,3,1,1,1
409,1,2,7,7,1,1,0
410,1,2,4,4,6,1,2
411,1,1,4,1,3,1,0
412,1,2,9,1,1,3,0
413,1,1,11,8,1,1,1
414,1,2,11,8,2,1,0
415,6,1,7,5,4,3,1
416,1,2,1,2,3,1,0
417,1,2,7,5,1,1,2
418,1,2,7,8,3,1,0
419,1,2,9,2,1,3,0
420,1,2,9,2,1,3,0
421,2,1,5,2,6,3,0
422,1,2,8,3,1,1,0
423,1,2,5,7,4,1,2
424,1,2,10,3,3,1,0
425,1,2,11,4,4,1,2
426,1,2,5,8,3,1,1
427,1,2,10,0,1,3,0
428,1,2,8,6,5,1,0
429,1,2,1,0,2,1,2
430,8,1,5,1,1,1,1
431,1,2,5,2,5,1,2
432,1,2,3,0,3,2,1
433,1,1,4,7,1,1,1
434,3,2,11,2,5,3,0
435,4,1,8,1,1,1,1
436,1,2,3,7,4,2,0
437,1,1,5,2,6,3,1
438,1,1,7,6,6,2,2
439,6,2,2,5,3,3,0
440,1,1,4,6,3,1,2
441,8,1,3,7,2,1,2
442,1,1,9,2,1,3,0
443,8,2,6,7,5,3,2
444,1,2,10,1,1,3,0
445,1,2,8,4,5,1,1
446,1,1,1,5,6,1,2
447,1,1,10,0,1,3,0
448,1,2,10,1,1,3,0
449,9,2,9,2,1,3,0
450,1,1,5,7,5,2,0
451,8,2,1,7,1,3,0
452,1,2,9,1,1,3,0
453,1,2,10,2,1,3,0
454,3,2,6,4,3,1,1
455,1,2,11,3,6,2,0
456,7,2,5,5,3,2,0
457,2,1,1,5,2,1,1
458,2,2,5,0,3,1,1
459,2,2,10,1,6,1,0
460,1,1,1,8,1,3,0
461,1,2,9,8,4,3,0
462,8,1,8,2,4,3,2
463,1,2,8,9,3,1,0
464,2,1,11,0,1,3,0
465,1,2,2,3,6,1,2
466,8,2,7,0,6,3,2
467,1,2,10,2,1,3,0
468,1,2,4,2,4,3,1
469,1,1,7,4,3,1,0
470,9,1,7,8,6,1,0
471,1,1,8,8,5,3,0
472,9,1,11,8,4,1,0
473,1,2,5,4,3,1,1
474,1,2,6,8,2,1,0
475,1,1,5,1,4,2,0
476,2,2,2,1,4,1,1
477,1,2,7,7,1,1,1
478,1,2,5,7,1,3,1
479,2,2,11,1,1,3,0
480,2,1,6,9,1,1,1
481,1,1,5,5,3,3,1
482,1,2,10,2,1,3,0
483,1,2,9,2,1,3,0
484,1,1,9,1,1,3,0
485,6,2,9,0,1,3,0
486,9,1,10,0,1,3,0
487,1,1,7,8,4,1,1
488,2,1,1,8,1,3,0
489,1,2,7,1,5,3,0
490,1,2,5,7,2,1,1
491,2,1,6,3,4,3,1
492,6,2,5,9,1,1,0
493,1,2,9,1,1,3,0
494,1,2,4,6,6,3,0
495,1,1,1,9,1,3,0
496,1,2,6,0,1,1,1
497,1,1,11,0,1,3,0
498,5,1,10,1,5,1,0
499,3,2,8,2,1,3,1
500,2,1,4,2,1,3,2
501,6,1,7,1,1,1,0
502,1,2,2,7,4,1,2
503,1,1,9,1,1,3,0
504,1,2,3,6,3,1,0
505,1,2,5,1,2,3,0
506,1,1,2,4,3,1,2
507,6,2,3,5,5,1,1
508,1,2,10,0,1,3,0
509,1,1,3,3,5,1,2
510,9,1,3,0,5,3,0
511,1,2,8,6,5,1,0
512,9,1,11,1,1,3,0
513,6,2,7,2,1,1,1
514,1,2,4,6,1,3,0
515,1,2,7,1,3,1,1
516,1,2,9,9,1,1,0
517,9,1,10,2,3,1,2
518,9,1,1,3,2,1,1
519,1,1,2,6,1,1,1
520,1,2,11,6,6,1,1
521,1,1,5,1,3,2,0
522,1,1,5,4,6,2,2
523,8,1,2,5,1,1,2
524,2,2,10,2,1,3,0
525,1,2,9,1,1,1,2
526,1,1,3,6,1,3,2
527,1,1,10,1,1,3,0
528,2,2,5,5,1,1,1
529,2,2,5,4,1,1,1
530,9,1,10,0,1,3,0
531,5,2,9,4,4,1,1
532,1,1,8,2,1,1,1
533,1,1,9,1,1,3,0
534,2,2,7,5,2,3,0
535,4,2,4,6,4,3,2
536,1,1,6,4,2,1,1
537,1,2,8,7,1,1,1
538,1,1,9,1,1,3,0
539,8,1,7,4,2,2,1
540,9,2,8,1,5,2,0
541,8,1,2,2,3,3,1
542,1,2,9,0,1,3,0
543,9,2,7,6,5,3,2
544,6,2,2,5,1,1,1
545,1,1,5,4,1,1,0
546,5,1,8,7,1,1,2
547,1,1,10,1,1,3,0
548,1,1,7,7,1,1,2
549,1,1,4,1,3,1,2
550,6,2,9,8,5,1,1
551,1,2,9,1,1,3,0
552,5,2,4,9,2,2,1
553,1,2,5,5,4,3,2
554,8,2,5,8,1,1,2
555,2,2,11,2,6,3,0
556,1,1,1,9,1,3,0
557,1,2,7,2,5,2,1
558,2,1,8,2,1,1,1
559,1,2,9,1,1,1,2
560,1,2,6,3,3,1,1
561,1,1,10,1,1,3,0
562,2,2,10,0,1,3,0
563,2,1,2,6,4,1,1
564,1,1,5,0,4,1,0
565,1,1,7,2,1,1,2
566,1,2,8,8,1,1,0
567,1,1,9,9,1,1,1
568,1,1,9,4,1,1,0
569,1,1,2,5,6,1,2
570,1,2,4,4,2,3,2
571,1,2,6,0,3,1,0
572,1,2,4,0,5,2,0
573,1,2,3,2,1,2,1
574,1,1,2,4,2,1,1
575,1,1,3,8,4,1,2
576,9,1,6,4,6,1,2
577,1,2,2,4,6,1,1
578,1,1,12,2,1,3,0
579,1,1,1,7,1,3,0
580,2,1,4,7,1,2,2
581,1,2,4,4,3,1,1
582,1,2,10,8,1,1,2
583,9,2,4,2,3,3,1
584,4,2,10,2,1,3,0
585,1,1,12,3,1,1,2
586,1,1,10,2,1,3,0
587,1,1,9,2,1,3,0
588,4,2,12,6,1,1,0
589,9,2,10,2,1,3,0
590,1,1,5,8,6,1,1
591,1,1,5,1,3,3,1
592,1,2,3,5,5,3,0
593,1,1,5,8,1,1,1
594,1,1,7,3,6,2,1
595,8,2,6,7,1,1,0
596,1,2,6,9,3,1,0
597,1,2,4,8,3,1,0
598,1,2,5,0,3,2,0
599,2,2,8,8,1,3,0
600,9,1,3,7,3,3,2
601,5,2,1,7,1,3,0
602,2,2,4,3,1,3,0
603,1,2,9,1,1,3,0
604,1,2,8,3,3,1,0
605,9,1,10,2,1,3,0
606,9,1,3,6,5,2,0
607,2,1,6,4,2,2,0
608,9,2,3,1,5,1,1
609,1,2,7,8,3,2,2
610,1,1,5,6,1,1,0
611,9,2,7,7,2,3,0
612,6,1,4,4,6,1,2
613,1,1,5,4,1,1,1
614,1,1,2,2,1,1,2
615,1,1,9,2,1,3,0
616,1,1,9,0,1,3,0
617,9,1,2,3,1,1,0
618,1,2,1,4,6,3,0
619,2,1,5,4,1,1,1
620,1,2,9,9,4,1,2
621,1,2,8,0,3,3,0
622,1,1,7,7,1,1,2
623,9,1,9,9,1,1,2
624,1,1,9,4,1,1,0
625,1,2,9,1,1,3,0
626,1,1,6,1,1,3,1
627,6,2,1,6,3,1,1
628,8,2,6,6,1,1,0
629,4,1,1,6,1,3,0
630,8,1,9,1,1,1,0
631,1,2,9,1,1,3,0
632,9,2,4,2,2,2,0
633,6,1,6,0,6,2,1
634,9,2,5,2,6,3,0
635,1,1,5,5,6,1,0
636,9,1,5,7,2,3,0
637,1,1,9,1,1,3,0
638,1,1,4,2,1,1,1
639,9,1,2,0,4,1,1
640,1,2,7,1,1,1,2
641,6,2,7,1,1,1,1
642,1,2,5,4,1,1,0
643,1,1,4,5,1,3,0
644,2,2,9,2,1,3,0
645,1,2,1,6,1,3,0
646,9,2,1,6,2,1,2
647,9,1,6,0,5,3,0
648,6,1,10,1,1,3,0
649,1,2,2,3,1,1,0
650,1,1,11,9,4,1,1
651,2,1,11,0,1,3,0
652,5,1,10,0,1,3,0
653,1,2,3,5,1,3,0
654,1,2,9,1,1,3,0
655,1,1,2,4,2,1,1
656,1,1,9,2,1,3,0
657,9,2,3,5,5,1,2
658,8,1,4,4,2,1,1
659,1,1,11,2,1,3,0
660,2,2,9,0,1,3,0
661,1,1,3,0,6,1,0
662,1,2,6,4,4,1,0
663,8,2,11,6,1,1,0
664,1,2,3,7,6,2,1
665,1,2,4,4,1,3,1
666,1,1,9,0,1,3,0
667,1,1,5,7,1,1,2
668,1,1,9,2,2,1,1
669,2,2,9,7,2,1,2
670,1,2,10,2,1,3,0
671,1,1,9,2,1,3,0
672,1,1,12,2,1,1,0
673,9,1,2,8,3,3,0
674,1,2,10,0,1,3,0
675,9,1,4,0,5,1,1
676,1,2,10,1,1,3,0
677,1,1,12,1,6,1,2
678,7,2,12,6,5,3,0
679,9,2,3,0,3,1,1
680,6,1,6,5,1,1,2
681,2,1,9,2,1,3,0
682,1,2,2,5,2,1,2
683,1,1,6,5,1,3,0
684,1,2,4,0,6,1,1
685,1,2,7,8,1,1,2
686,9,1,5,4,2,1,0
687,1,2,5,9,2,1,0
688,1,2,12,6,5,1,0
689,1,2,4,2,3,1,1
690,1,1,9,0,1,3,0
691,2,1,6,3,6,1,2
692,2,1,2,2,6,1,2
693,6,2,7,6,1,1,1
694,1,2,7,4,5,1,2
695,1,1,4,5,6,1,0
696,9,1,11,6,1,1,1
697,1,2,11,2,1,3,0
698,2,1,5,8,2,1,1
699,1,2,5,4,1,1,2
700,9,2,1,5,6,1,1
701,1,1,2,7,1,3,0
702,1,2,1,9,1,3,0
703,1,1,7,7,6,2,1
704,1,2,4,4,1,1,1
705,6,2,9,1,1,3,0
706,1,1,1,6,1,3,0
707,1,1,8,5,1,1,2
708,1,2,1,5,6,1,0
709,9,2,9,2,1,3,0
710,1,1,5,4,1,1,1
711,1,1,4,5,4,3,0
712,2,1,7,2,5,2,2
713,1,1,5,4,4,1,2
714,1,1,9,2,6,1,2
715,1,2,9,0,1,3,0
716,2,2,9,3,2,2,0
717,1,1,4,4,5,2,2
718,1,2,9,1,1,3,0
719,1,1,5,6,5,3,1
720,1,2,7,2,5,2,0
721,1,1,5,5,4,1,1
722,1,1,2,9,4,1,2
723,9,1,10,2,1,1,0
724,2,2,8,2,6,2,0
725,6,2,1,9,6,1,2
726,1,2,11,6,1,2,2
727,1,2,7,8,1,1,0
728,9,2,5,6,6,3,0
729,2,1,7,5,4,3,1
730,9,1,6,6,6,3,0
731,1,2,9,2,1,3,0
732,2,2,5,5,1,1,1
733,8,1,7,6,1,1,0
734,1,1,5,2,3,3,2
735,1,2,9,1,1,3,0
736,2,1,10,0,1,3,0
737,6,2,2,3,3,1,1
738,1,2,10,0,5,1,2
739,1,2,6,2,1,3,1
740,9,1,4,7,1,1,1
741,1,2,9,2,1,3,0
742,2,1,9,2,1,3,0
743,9,2,7,1,3,2,0
744,4,2,5,2,1,2,2
745,2,2,6,6,1,1,0
746,1,1,9,1,4,1,2
747,1,1,5,2,1,2,2
748,9,1,3,1,1,1,0
749,2,2,3,8,4,1,2
750,9,1,5,7,1,1,1
751,1,1,3,1,1,1,0
752,1,1,9,1,1,3,0
753,1,1,11,0,1,3,0
754,1,1,9,0,1,3,0
755,2,1,4,3,6,2,2
756,9,1,2,2,6,2,1
757,2,1,4,7,1,1,1
758,3,1,11,6,5,1,2
759,2,1,4,6,1,1,1
760,1,2,5,3,6,2,1
761,1,1,6,3,2,1,2
762,1,1,5,2,6,2,0
763,9,2,7,8,1,1,0
764,4,2,7,0,6,2,0
765,9,1,8,1,6,3,1
766,9,1,8,0,5,2,0
767,1,2,1,7,1,3,0
768,1,1,9,5,1,1,1
769,1,2,9,0,1,3,0
770,5,2,10,3,1,1,1
771,2,2,3,3,4,3,2
772,1,1,5,1,6,2,1
773,1,1,5,0,1,1,1
774,2,1,9,8,1,1,0
775,1,2,6,4,2,1,2
776,6,1,5,2,5,1,1
777,1,2,7,3,2,3,0
778,3,2,9,3,3,3,0
779,9,1,12,9,1,3,0
780,1,1,2,0,6,2,2
781,1,1,4,4,4,1,1
782,2,2,8,7,3,1,1
783,1,2,4,8,3,1,1
784,2,1,7,6,5,2,1
785,1,2,5,5,2,1,2
786,1,2,9,2,1,3,0
787,2,1,12,5,1,1,1
788,1,1,4,2,2,1,2
789,1,1,3,2,1,1,1
790,6,1,4,8,3,2,0
791,2,1,9,8,4,1,0
792,1,1,3,4,6,3,2
793,2,1,1,9,1,3,0
794,1,1,10,0,1,3,0
795,1,1,12,4,5,1,2
796,1,1,2,5,2,1,2
797,9,2,6,3,1,1,1
798,1,2,6,0,4,1,1
799,1,2,4,9,6,3,0
800,1,2,5,3,1,3,2
801,1,2,11,1,1,3,0
802,3,1,9,2,1,3,0
803,1,1,5,4,5,3,0
804,1,1,1,8,1,3,0
805,1,2,5,7,1,1,0
806,2,2,12,1,2,2,0
807,1,1,7,9,2,1,1
808,6,1,12,3,5,3,0
809,1,2,11,1,1,3,0
810,1,1,4,6,1,1,2
811,1,1,8,4,1,3,0
812,1,2,5,7,1,3,2
813,8,2,2,7,2,3,2
814,7,2,7,2,1,1,0
815,1,1,5,0,5,2,0
816,6,1,5,8,1,1,0
817,9,2,1,8,1,3,0
818,1,1,10,1,1,3,0
819,1,2,5,4,1,3,2
820,1,2,6,6,1,3,2
821,6,1,8,3,5,1,1
822,9,1,3,7,1,1,2
823,1,2,6,1,3,1,1
824,6,2,1,8,5,1,1
825,2,2,9,2,1,3,0
826,2,2,9,2,1,3,0
827,1,2,10,9,1,1,1
828,1,2,11,5,1,1,2
829,5,2,3,0,6,3,1
830,6,2,8,2,1,3,2
831,2,2,9,1,1,3,0
832,6,2,9,1,1,3,0
833,1,2,8,3,1,1,0
834,2,1,3,4,3,3,0
835,1,1,1,6,4,1,1
836,1,2,5,6,1,1,2
837,1,2,1,4,2,1,2
838,1,2,1,7,1,3,0
839,1,2,12,7,6,1,0
840,1,1,1,7,1,3,0
841,8,1,1,0,2,1,0
842,1,2,5,5,6,1,1
843,1,1,6,9,4,1,1
844,2,2,5,5,5,3,2
845,1,1,1,9,1,3,0
846,1,1,9,4,2,2,0
847,5,1,9,6,4,3,0
848,2,2,10,0,1,3,0
849,3,2,1,5,1,3,0
850,1,2,8,0,1,1,2
851,6,1,9,7,1,1,2
852,1,2,10,2,1,3,0
853,1,2,11,3,6,1,1
854,1,2,4,7,6,2,2
855,1,1,9,3,3,1,1
856,9,2,6,4,2,1,2
857,1,1,5,7,3,1,0
858,1,2,5,0,6,3,0
859,1,1,9,0,1,3,0
860,1,1,5,0,2,1,0
861,1,1,5,5,1,1,0
862,1,1,4,9,1,1,1
863,6,1,10,6,1,2,1
864,1,1,3,2,1,1,2
865,8,2,11,2,1,1,1
866,1,1,2,3,1,3,1
867,1,2,5,5,1,1,0
868,1,1,10,0,4,1,2
