,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
216,1,5,1,2,1,7,6
217,1,5,1,2,0,2,0
218,2,5,1,2,1,7,3
219,1,5,2,2,1,7,2
220,1,5,1,2,1,7,0
221,2,5,1,3,2,1,0
222,1,6,1,1,0,7,6
223,1,6,1,3,1,7,3
224,1,2,2,1,1,7,0
225,1,6,2,3,1,2,0
226,2,2,1,3,1,7,0
227,1,3,2,1,1,7,2
228,2,4,1,1,1,2,4
229,1,2,1,2,1,7,3
230,1,8,1,3,2,7,2
231,1,6,1,1,2,7,8
232,1,2,1,3,1,7,6
233,2,3,1,3,1,7,3
234,1,6,1,1,2,7,0
235,1,2,1,1,1,7,4
236,1,8,1,3,1,7,3
237,1,7,1,3,1,7,0
238,1,4,2,3,1,7,1
239,1,5,1,3,1,7,6
240,1,8,1,1,1,7,0
241,1,5,1,3,1,3,6
242,1,5,1,3,1,7,0
243,1,6,1,1,1,7,0
244,2,2,1,3,1,7,0
245,1,2,1,1,1,7,4
246,2,2,1,3,1,3,6
247,2,9,1,3,1,7,0
248,1,5,1,2,1,1,8
249,2,6,2,3,1,11,6
250,1,4,1,3,0,7,5
251,1,2,1,3,1,7,4
252,1,2,1,3,1,7,0
253,1,2,2,2,1,11,0
254,1,2,1,2,1,4,0
255,1,5,1,3,1,7,8
256,1,8,1,1,1,2,2
257,2,2,1,1,1,7,0
258,1,5,1,3,1,7,0
259,2,2,1,1,1,7,0
260,1,9,1,1,1,1,5
261,1,6,6,1,1,6,2
262,1,2,1,1,1,6,7
263,1,2,1,3,1,7,0
264,1,6,1,1,2,7,3
265,1,2,1,3,1,7,1
266,1,7,2,3,1,2,0
267,1,3,1,1,1,7,0
268,1,2,1,1,1,7,0
269,1,5,1,1,1,7,0
270,1,2,2,3,2,4,9
271,1,2,1,3,1,3,1
272,1,2,2,1,1,7,0
273,1,2,6,3,2,7,0
274,1,8,1,1,1,7,7
275,1,5,1,2,1,7,0
276,1,2,1,1,2,2,9
277,1,2,1,3,1,11,9
278,1,3,2,3,1,2,1
279,1,2,1,3,1,12,2
280,2,2,1,1,1,7,5
281,1,2,2,1,1,7,2
282,1,5,6,3,1,7,0
283,2,5,1,2,1,3,0
284,1,2,1,1,1,7,5
285,1,2,2,1,2,7,5
286,1,2,1,1,1,7,0
287,1,5,1,2,1,1,9
288,1,2,6,1,1,3,5
289,2,3,1,1,1,7,0
290,1,5,1,1,1,7,1
291,1,5,2,3,1,7,7
292,1,2,1,1,1,7,0
293,1,6,1,3,1,7,9
294,1,2,6,3,1,2,3
295,1,2,1,3,1,7,5
296,1,2,1,1,1,7,0
297,1,5,1,3,1,7,2
298,1,2,2,3,1,7,8
299,1,2,1,1,1,2,0
300,1,5,1,3,0,4,0
301,1,5,2,3,2,3,0
302,1,5,1,3,1,7,2
303,1,9,1,3,1,7,5
304,1,8,2,1,1,7,0
305,1,8,1,1,1,11,0
306,1,5,2,3,1,7,5
307,1,2,1,1,1,2,3
308,1,9,2,3,2,7,6
309,1,5,1,2,2,7,0
310,1,6,1,2,1,7,4
311,1,2,4,3,1,7,0
312,1,2,6,1,1,3,8
313,1,2,1,1,1,7,0
314,1,2,1,3,1,7,5
315,2,2,2,1,1,7,0
316,2,5,2,2,1,7,6
317,2,2,6,1,1,7,3
318,1,7,1,2,1,7,0
319,2,5,1,3,1,7,2
320,1,3,1,2,2,7,1
321,2,2,1,1,1,7,1
322,1,8,2,3,1,2,1
323,2,2,1,1,1,7,2
324,1,5,1,3,1,7,3
325,1,6,6,1,1,7,0
326,1,6,2,1,2,7,5
327,2,2,1,1,1,3,2
328,1,2,1,2,0,7,1
329,2,2,2,2,1,12,4
330,1,5,1,3,1,7,7
331,1,5,2,1,1,7,3
332,1,2,6,1,2,7,0
333,1,5,2,3,1,7,1
334,1,7,2,3,1,7,4
335,1,6,2,1,1,7,4
336,1,2,1,1,1,2,0
337,1,6,6,2,1,7,0
338,1,5,1,3,1,7,0
339,2,6,1,2,0,7,0
340,1,5,1,3,1,1,6
341,2,2,6,1,1,3,2
342,1,5,1,1,2,7,2
343,1,2,1,1,1,7,0
344,2,6,1,1,2,7,6
345,1,5,1,1,1,3,0
346,1,6,2,1,1,1,0
347,2,6,1,2,1,7,0
348,1,3,2,3,1,7,5
349,1,5,1,2,1,7,8
350,1,5,1,3,1,7,3
351,1,5,1,2,2,7,2
352,1,3,2,1,0,7,0
353,1,6,6,1,1,7,0
354,1,2,2,1,1,7,0
355,1,2,1,3,1,7,0
356,1,3,2,2,1,7,0
357,1,5,1,2,1,7,1
358,1,6,1,3,2,7,3
359,1,6,1,3,0,7,0
360,1,5,1,1,1,7,3
361,2,5,1,1,1,7,2
362,1,8,1,3,1,7,0
363,1,2,1,2,1,7,0
364,1,4,1,1,1,7,0
365,1,5,2,1,1,7,4
366,1,2,1,2,0,7,4
367,1,2,1,3,1,7,0
368,2,5,2,3,1,1,2
369,1,3,1,2,1,7,3
370,1,8,1,1,1,2,0
371,1,2,1,2,1,7,2
372,1,2,1,1,1,7,6
373,1,8,1,2,2,7,6
374,1,2,1,1,2,7,3
375,1,2,1,2,1,7,4
376,1,3,3,2,1,7,9
377,2,6,1,1,1,7,5
378,1,6,6,2,1,7,5
379,1,2,6,2,1,7,4
380,1,5,2,2,1,7,3
381,1,2,1,2,1,7,0
382,2,2,1,3,2,1,4
383,1,2,2,3,1,7,8
384,1,6,6,1,1,7,5
385,2,5,1,1,1,7,3
386,1,3,1,1,1,2,0
387,1,6,1,1,1,7,2
388,1,6,2,2,1,7,0
389,1,3,2,1,2,7,0
390,1,2,1,3,1,3,2
391,1,5,1,2,0,7,2
392,1,3,1,2,1,12,6
393,1,3,2,3,1,7,0
394,1,2,2,2,2,6,0
395,1,5,1,3,2,7,2
396,1,3,1,1,1,3,0
397,1,3,1,3,1,3,7
398,1,2,2,3,1,4,1
399,1,3,2,3,1,7,0
400,1,3,6,3,0,7,0
401,1,2,6,1,0,7,4
402,1,5,2,1,2,7,0
403,1,7,2,2,0,7,0
404,1,6,1,2,1,7,0
405,1,9,1,2,0,6,0
406,2,6,1,2,1,7,6
407,1,3,2,1,1,7,0
408,1,2,1,1,1,7,0
409,1,5,1,3,1,7,0
410,1,5,1,3,1,3,0
411,2,5,1,1,1,7,3
412,1,2,6,2,0,2,2
413,1,5,6,3,1,6,0
414,1,5,1,2,0,3,8
415,2,6,6,2,2,7,2
416,1,8,2,1,2,7,0
417,1,9,1,3,1,4,3
418,1,2,1,1,1,7,0
419,2,3,1,3,1,7,3
420,1,2,1,1,1,2,5
421,1,2,1,3,2,4,5
422,2,5,1,1,1,3,5
423,1,6,1,1,1,7,2
424,1,5,1,3,1,7,0
425,1,5,1,2,2,7,0
426,1,2,1,1,1,6,3
427,1,2,1,1,1,2,1
428,1,9,1,3,2,7,0
429,1,5,2,1,1,6,0
430,1,5,1,3,1,7,4
431,1,2,1,3,0,7,6
432,2,6,1,3,1,7,4
433,1,2,1,2,1,1,0
434,1,2,1,1,1,7,0
435,2,5,1,3,1,6,8
436,1,2,1,2,0,7,1
437,1,3,1,1,1,9,6
438,1,5,1,1,1,12,0
439,1,2,2,2,1,7,0
440,1,5,6,1,1,7,1
441,1,5,1,3,1,7,2
442,2,5,1,2,1,7,0
443,2,5,6,1,0,11,0
444,1,2,2,1,1,7,2
445,1,6,1,1,0,7,0
446,1,3,1,1,1,7,0
447,1,6,1,1,1,7,2
448,1,4,1,1,2,7,8
449,2,6,6,1,1,7,0
450,1,3,2,1,1,1,0
451,1,2,2,3,1,7,0
452,2,6,1,1,1,1,0
453,1,2,2,3,1,12,6
454,1,7,1,1,1,7,8
455,1,2,1,2,1,7,3
456,1,8,2,1,0,7,0
457,1,5,1,3,1,7,2
458,1,2,1,1,1,7,0
459,1,2,1,2,1,2,0
460,2,2,1,3,1,11,5
461,1,5,1,3,0,3,0
462,1,2,1,3,1,7,2
463,2,2,2,3,1,1,2
464,1,5,2,3,1,11,8
465,1,5,1,2,1,7,4
466,1,5,1,3,2,6,6
467,1,5,2,3,1,7,1
468,1,5,1,2,0,3,0
469,1,2,1,1,1,7,3
470,1,2,2,1,1,7,3
471,2,6,1,1,1,7,0
472,1,5,2,1,2,7,0
473,1,6,2,2,2,7,9
474,1,6,1,3,1,7,0
475,1,5,2,3,1,7,0
476,1,2,1,1,0,7,0
477,2,3,1,3,1,7,1
478,1,5,6,1,0,7,2
479,1,2,4,3,2,12,0
480,1,6,1,2,1,7,6
481,1,2,1,2,1,7,0
482,1,5,1,3,2,3,2
483,1,2,1,1,1,11,8
484,1,5,1,3,1,7,9
485,1,6,6,1,1,11,3
486,1,6,2,1,1,2,8
487,1,6,1,3,2,7,0
488,1,5,2,3,1,7,7
489,1,2,1,1,1,6,2
490,1,6,2,3,1,7,1
491,1,7,1,3,1,7,6
492,1,6,6,3,2,7,2
493,1,5,1,2,0,7,7
494,1,2,1,3,2,2,3
495,2,3,1,3,1,2,9
496,1,2,1,1,0,12,0
497,1,5,1,2,1,7,0
498,2,6,1,3,1,7,0
499,2,2,1,3,1,7,2
500,1,2,6,3,0,7,0
501,2,5,2,3,1,12,0
502,1,6,6,1,2,7,2
503,2,2,2,2,1,7,2
504,1,6,1,3,1,7,3
505,1,5,2,1,2,7,2
506,1,3,2,3,1,2,1
507,1,2,1,3,1,12,7
508,1,6,1,3,1,7,2
509,1,3,1,1,1,7,0
510,1,3,1,1,1,1,1
511,1,3,1,3,2,7,0
512,2,5,1,1,1,7,0
513,2,3,1,1,1,11,0
514,1,8,1,1,1,3,3
515,2,2,1,3,0,4,2
516,1,2,1,1,2,7,2
517,1,2,1,3,1,7,7
518,2,5,1,1,1,7,0
519,1,5,6,2,1,7,2
520,1,2,1,3,1,7,0
521,1,5,1,1,1,1,0
522,1,2,1,3,1,7,1
523,1,2,1,1,1,7,3
524,1,2,2,1,1,7,9
525,1,5,6,3,1,1,0
526,1,2,1,1,1,7,2
527,1,3,1,1,1,7,0
528,1,3,1,3,0,7,0
529,1,5,2,1,1,7,2
530,1,5,1,1,1,2,5
531,1,9,6,1,1,1,0
532,2,2,1,3,1,11,7
533,2,2,6,1,1,7,7
534,1,2,1,1,0,7,0
535,1,5,1,3,1,3,0
536,1,2,1,1,1,3,8
537,1,9,1,1,1,7,4
538,1,5,2,1,1,7,0
539,1,2,2,2,1,7,1
540,1,7,1,2,1,7,2
541,1,2,2,3,1,7,0
542,1,2,1,3,1,1,0
543,1,2,2,3,1,7,5
544,1,5,2,3,1,7,2
545,1,6,1,1,1,7,0
546,1,5,1,2,1,7,0
547,1,2,1,1,1,7,0
548,1,2,1,2,0,7,3
549,1,5,1,2,1,7,7
550,1,3,6,2,1,7,2
551,1,2,1,3,1,7,4
552,1,5,1,1,1,7,8
553,1,2,2,1,1,3,0
554,1,5,1,3,1,7,0
555,1,5,2,1,2,3,8
556,1,2,1,1,1,2,3
557,2,2,1,3,2,7,8
558,1,2,1,2,0,2,6
559,1,5,2,3,1,7,3
560,1,2,1,1,1,7,0
561,2,5,2,2,1,7,7
562,2,5,1,2,1,7,1
563,1,2,1,3,1,7,1
564,1,3,2,1,1,7,0
565,1,5,1,3,2,6,4
566,2,5,2,2,0,7,2
567,1,2,1,1,1,7,0
568,1,5,1,2,1,4,3
569,1,2,6,3,1,7,0
570,1,2,1,1,1,7,4
571,1,2,1,3,1,2,0
572,1,9,1,1,1,7,2
573,1,4,1,1,1,7,0
574,2,2,6,1,1,7,1
575,1,3,2,3,1,7,0
576,2,5,2,1,1,7,0
577,1,6,1,3,0,7,2
578,1,2,6,1,1,7,2
579,1,2,2,3,2,7,3
580,1,5,2,2,1,1,4
581,1,5,1,2,1,7,2
582,1,2,2,1,1,1,0
583,1,5,1,3,2,11,2
584,2,2,1,1,1,11,7
585,1,6,1,1,1,7,0
586,1,5,1,3,1,7,8
587,2,5,1,1,1,7,0
588,1,5,2,3,1,7,2
589,1,2,1,3,2,7,0
590,1,2,1,1,0,7,0
591,1,6,1,3,1,7,8
592,1,2,6,1,1,7,6
593,2,2,2,3,1,7,0
594,1,2,1,2,0,11,5
595,2,5,1,3,1,7,6
596,1,2,1,2,1,7,0
597,1,7,1,3,1,7,9
598,1,2,1,1,1,6,0
599,1,3,1,1,1,7,2
600,1,2,1,1,1,7,0
601,1,2,1,3,2,3,0
602,1,2,6,1,1,7,2
603,1,5,2,1,1,7,0
604,1,3,1,3,1,7,5
605,1,6,1,1,1,7,1
606,2,5,2,3,1,7,1
607,1,2,6,3,1,3,1
608,1,5,1,1,1,7,3
609,2,5,2,3,1,11,0
610,1,3,1,1,1,7,0
611,1,5,1,2,1,7,9
612,1,2,1,2,1,6,6
613,1,5,1,3,1,7,0
614,1,2,1,2,1,3,5
615,1,2,1,3,1,7,3
616,1,2,1,1,1,7,3
617,1,2,1,1,1,2,0
618,2,2,1,3,1,11,9
619,1,6,2,2,2,7,4
620,1,8,1,1,1,1,8
621,1,5,2,3,1,7,5
622,1,6,6,1,1,3,2
623,1,2,2,3,2,3,5
624,1,2,1,1,2,7,5
625,1,5,1,3,1,1,6
626,1,2,1,2,0,7,2
627,1,2,1,1,1,7,0
628,1,2,1,2,2,4,0
629,1,2,2,2,1,7,0
630,1,5,1,3,1,7,4
631,1,5,2,3,1,7,0
632,1,2,4,2,1,7,0
633,1,5,1,1,1,7,1
634,1,2,6,1,1,7,5
635,1,2,2,1,1,7,0
636,1,2,1,1,1,7,4
637,2,6,1,2,1,7,1
638,1,5,1,1,1,12,3
639,1,3,1,2,1,7,9
640,2,7,1,3,1,7,0
641,1,6,1,1,2,7,5
642,1,2,1,2,1,2,2
643,1,6,1,3,0,11,1
644,1,2,1,1,1,1,8
645,2,3,1,3,1,7,9
646,1,3,1,2,1,7,3
647,2,8,1,1,1,7,3
648,1,2,1,2,1,7,1
649,1,6,1,1,1,7,2
650,1,3,2,1,1,7,5
651,1,2,2,2,1,7,0
652,1,6,1,3,0,7,0
653,1,5,2,2,1,2,2
654,1,2,1,2,1,7,0
655,1,5,1,3,1,2,9
656,2,3,1,1,1,7,6
657,1,2,1,1,1,11,8
658,1,5,2,3,1,6,0
659,1,5,2,3,1,7,1
660,2,6,1,1,1,3,4
661,2,2,2,3,1,7,6
662,1,3,2,1,1,12,7
663,2,6,6,3,0,7,0
664,2,3,2,2,1,7,0
665,1,2,1,1,2,4,1
666,1,5,1,1,1,7,5
667,1,2,4,1,1,7,9
668,2,3,1,2,0,7,0
669,1,5,2,1,1,7,0
670,1,3,1,3,1,12,0
671,1,7,1,1,1,7,2
672,1,2,4,1,2,7,9
673,1,5,1,1,1,7,0
674,1,2,1,1,1,3,4
675,1,2,1,3,1,7,0
676,1,5,1,1,1,7,0
677,1,6,6,3,2,7,3
678,1,2,6,1,1,11,2
679,1,2,1,2,1,7,0
680,1,3,2,1,2,7,0
681,2,1,1,2,1,1,3
682,1,6,1,1,1,7,0
683,1,9,6,1,1,7,4
684,2,5,1,3,0,6,2
685,1,5,1,3,1,1,3
686,1,6,1,2,2,6,3
687,1,2,1,1,1,7,0
688,1,2,1,1,1,7,2
689,2,3,6,3,1,7,0
690,2,2,1,3,1,1,8
691,1,5,1,1,1,6,0
692,1,5,1,3,1,6,8
693,1,2,2,3,1,7,6
694,1,2,1,1,1,11,2
695,1,6,1,3,1,7,8
696,1,2,6,1,1,7,6
697,2,5,6,2,1,3,4
698,2,6,1,1,1,7,5
699,2,2,1,1,1,7,3
700,1,6,1,2,0,7,0
701,1,2,1,1,1,7,0
702,1,2,1,1,1,3,2
703,1,3,1,3,1,7,8
704,2,3,1,1,1,7,0
705,1,7,6,1,1,7,0
706,2,2,1,1,1,7,0
707,1,2,2,1,1,3,3
708,1,5,1,2,1,7,0
709,2,6,6,2,1,11,0
710,1,3,6,1,1,7,8
711,1,6,6,1,1,7,0
712,1,2,1,3,1,7,0
713,2,2,6,3,1,7,0
714,1,6,1,1,1,2,6
715,2,2,1,1,1,7,3
716,1,6,1,3,1,7,5
717,1,5,1,2,1,12,3
718,1,5,1,1,2,2,8
719,1,2,2,2,1,7,0
720,1,5,2,3,1,7,0
721,1,2,1,1,1,7,0
722,1,1,1,1,1,11,1
723,2,2,6,1,1,7,2
724,1,6,1,3,1,7,1
725,2,2,2,1,1,7,0
726,1,6,1,2,2,7,0
727,1,5,1,2,1,7,2
728,1,5,2,3,0,11,1
729,1,3,1,2,1,7,6
730,1,6,6,1,2,1,0
731,1,2,1,3,1,7,0
732,1,2,1,1,1,8,0
733,1,2,1,3,1,7,0
734,1,2,2,1,1,7,0
735,2,2,2,3,1,3,0
736,1,2,1,2,1,7,3
737,1,3,1,3,1,1,0
738,1,2,1,1,1,7,7
739,2,5,2,2,1,4,9
740,2,6,6,2,1,7,0
741,2,2,1,2,1,7,3
742,1,2,1,1,0,7,4
743,1,2,6,1,1,1,0
744,1,6,6,1,1,7,0
745,1,2,2,1,1,7,4
746,1,2,1,3,2,7,7
747,1,9,1,1,0,12,2
748,1,1,1,3,1,10,0
749,1,7,1,3,1,7,1
750,2,5,1,2,1,7,9
751,1,7,1,1,1,7,0
752,2,2,2,1,1,7,3
753,1,6,1,1,1,7,8
754,1,8,1,3,1,7,2
755,1,5,2,3,1,11,3
756,1,2,1,2,1,7,3
757,1,5,1,2,1,6,5
758,1,2,1,1,1,7,3
759,1,3,2,1,0,1,9
760,1,7,1,3,1,7,0
761,1,6,1,1,1,7,4
762,1,5,1,3,1,7,6
763,1,3,1,3,2,7,9
764,1,2,1,2,1,7,9
765,1,2,1,2,1,7,0
766,1,2,2,3,1,2,0
767,1,3,1,1,1,7,0
768,1,4,2,2,1,7,6
769,2,2,1,1,1,7,0
770,1,2,6,3,1,7,7
771,1,6,1,3,1,2,2
772,1,2,2,3,1,7,3
773,1,5,2,3,1,3,3
774,2,6,6,1,2,2,0
775,1,2,2,1,1,7,4
776,2,3,1,2,1,7,2
777,1,3,2,3,1,7,8
778,1,2,6,1,2,7,3
779,1,2,1,3,1,7,0
780,2,5,2,1,1,2,0
781,1,2,1,1,1,7,2
782,1,3,1,3,1,3,0
783,1,5,2,2,1,7,2
784,1,6,1,3,1,5,1
785,1,6,1,1,1,7,0
786,1,6,6,1,1,7,6
787,1,5,1,2,1,7,0
788,1,2,1,1,1,7,1
789,1,2,1,3,1,7,0
790,1,3,2,1,1,2,2
791,1,2,6,1,1,7,4
792,1,8,1,3,1,7,1
793,1,4,2,3,1,7,1
794,1,1,1,2,1,7,0
795,1,2,2,3,1,7,0
796,2,2,6,2,1,7,0
797,2,5,1,2,1,7,3
798,2,2,6,1,1,7,1
799,1,2,2,2,1,7,2
800,1,2,1,3,1,7,3
801,1,2,1,2,1,7,2
802,2,2,1,1,2,7,1
803,1,6,2,1,1,7,0
804,1,2,1,3,1,7,3
805,1,2,1,2,1,7,0
806,1,2,1,1,1,7,1
807,1,3,1,1,1,7,6
808,1,5,1,3,1,7,0
809,1,6,6,3,1,7,2
810,1,2,6,1,1,7,2
811,1,3,1,1,1,7,2
812,1,2,2,1,1,7,5
813,1,2,1,3,1,7,2
814,1,2,1,1,1,12,5
815,1,2,2,1,1,7,1
816,1,5,1,3,1,7,9
817,1,2,6,3,1,7,1
818,1,6,2,2,0,7,3
819,1,6,2,3,2,7,1
820,2,6,1,2,1,7,4
821,1,2,4,2,0,7,2
822,1,8,1,3,1,7,9
823,1,3,1,2,1,7,7
824,1,3,2,1,2,7,1
825,1,5,1,1,1,2,6
826,1,5,4,3,2,7,6
827,2,2,6,3,1,7,1
828,1,3,1,1,2,7,2
829,1,2,2,1,2,7,0
830,1,6,6,1,1,7,0
831,1,5,1,3,1,7,2
832,1,2,1,3,1,7,0
833,1,2,1,1,1,12,0
834,1,2,1,3,2,7,2
835,1,5,1,1,1,7,4
836,1,5,1,1,1,7,4
837,1,8,1,2,2,7,5
838,1,8,1,1,1,6,0
839,1,5,1,2,1,7,0
840,2,6,1,1,1,7,1
841,2,6,6,3,0,11,3
842,1,2,6,3,1,4,0
843,1,3,2,1,0,7,4
844,1,3,1,1,1,11,1
845,1,2,2,1,1,7,6
846,1,5,1,2,1,12,1
847,1,2,1,1,1,9,1
848,1,5,2,2,1,3,9
849,2,6,1,2,1,7,0
850,1,8,1,2,1,7,1
851,1,5,2,3,1,4,4
852,1,6,6,2,1,7,2
853,1,5,1,3,1,1,5
854,1,3,1,1,1,7,8
855,1,2,6,3,1,11,8
856,1,3,2,3,1,7,3
857,1,6,6,1,1,7,1
858,1,2,1,2,2,6,5
859,1,2,1,3,1,7,0
860,1,1,1,1,1,7,0
861,1,5,1,2,2,3,1
862,1,2,6,1,1,7,7
863,1,6,6,3,2,7,1
864,1,2,1,1,1,7,0
865,1,6,1,1,1,3,1
866,1,5,1,3,1,7,0
867,1,5,2,1,1,7,6
868,1,6,1,1,1,7,8
