,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
221,5,1,3,4,5,3,0
222,2,1,5,1,4,1,0
223,2,2,8,2,6,1,1
224,1,2,2,5,4,1,1
225,1,2,5,0,1,3,0
226,9,2,5,1,2,2,0
227,1,1,5,4,6,3,0
228,1,2,5,4,1,1,0
229,9,1,8,7,2,1,1
230,3,2,4,4,6,1,1
231,6,2,4,3,5,1,1
232,1,1,8,1,3,1,2
233,1,1,1,3,2,2,0
234,1,1,1,3,4,1,1
235,1,2,2,0,1,1,0
236,1,1,1,2,5,1,1
237,1,1,4,4,2,1,2
238,1,1,2,1,3,1,0
239,1,2,6,3,1,3,1
240,2,1,7,2,6,2,0
241,1,1,4,2,3,2,2
242,1,1,7,6,4,1,0
243,2,1,6,5,3,3,0
244,1,1,5,9,1,1,1
245,4,2,3,0,4,2,0
246,1,1,8,5,3,1,0
247,1,1,3,2,4,3,1
248,1,2,3,3,2,2,0
249,1,2,2,2,6,1,2
250,3,1,5,6,4,1,0
251,2,1,4,0,4,1,2
252,1,1,3,2,1,1,0
253,1,1,5,5,3,1,2
254,1,1,7,1,4,2,0
255,1,1,2,4,2,1,1
256,1,1,5,8,1,1,2
257,9,2,2,1,1,1,2
258,6,1,8,9,4,1,1
259,2,2,6,2,5,1,2
260,2,2,3,0,3,1,2
261,1,2,8,3,5,1,1
262,1,1,5,4,2,1,1
263,1,2,6,5,1,1,1
264,2,1,3,0,1,1,1
265,2,1,4,5,4,1,1
266,1,1,5,2,2,1,0
267,2,1,2,3,1,1,1
268,1,2,3,1,6,1,1
269,9,2,3,6,1,1,1
270,2,1,4,3,6,3,0
271,2,2,4,6,1,1,1
272,1,1,2,5,3,2,0
273,1,1,6,0,2,1,1
274,1,2,12,9,3,1,1
275,1,2,6,0,4,1,0
276,1,1,4,3,4,1,1
277,1,2,8,2,2,1,0
278,1,1,5,5,1,1,1
279,2,2,5,4,6,1,1
280,1,1,7,1,1,2,0
281,2,1,6,7,1,1,1
282,1,2,7,3,1,1,1
283,2,2,5,0,4,1,0
284,1,1,3,0,2,1,1
285,1,2,5,8,3,1,2
286,9,1,5,1,3,1,1
287,1,1,5,8,3,2,0
288,2,1,7,3,6,1,0
289,9,1,3,1,5,1,0
290,2,1,5,1,2,1,0
291,1,2,4,8,1,1,0
292,1,1,4,0,1,1,1
293,9,2,6,5,4,1,0
294,1,2,5,2,1,1,1
295,1,2,4,3,2,1,0
296,1,2,5,5,2,1,0
297,2,2,3,4,2,1,2
298,1,2,11,5,5,1,1
299,1,1,6,7,1,1,0
300,2,1,6,0,5,2,0
301,1,2,9,0,2,3,2
302,1,2,5,6,1,1,1
303,1,1,5,3,1,1,0
304,1,1,3,1,2,2,0
305,6,1,5,2,2,1,0
306,1,1,1,1,1,1,0
307,7,1,10,6,1,1,0
308,1,1,1,0,1,3,1
309,1,1,8,4,1,1,0
310,1,1,4,4,6,1,0
311,1,1,7,3,6,1,0
312,2,1,7,7,1,1,1
313,9,1,5,0,2,1,1
314,1,2,7,1,1,1,0
315,1,2,5,1,5,1,1
316,1,2,5,2,1,1,1
317,1,2,6,2,5,1,1
318,1,2,1,2,6,1,0
319,1,2,9,0,4,3,2
320,8,1,4,3,6,1,2
321,1,1,6,4,2,1,0
322,1,2,5,3,6,2,0
323,1,1,5,4,1,1,1
324,1,1,4,5,1,1,0
325,1,1,5,3,4,1,0
326,1,1,8,5,1,1,0
327,1,2,6,4,1,1,0
328,1,2,6,1,6,1,0
329,6,2,7,6,4,1,1
330,9,1,3,1,5,2,2
331,5,1,7,3,1,1,0
332,2,1,5,4,4,3,2
333,1,1,3,0,2,1,2
334,5,1,3,2,1,1,0
335,2,2,6,1,1,1,1
336,1,1,4,2,6,1,2
337,1,2,7,7,6,1,0
338,1,2,8,5,1,1,0
339,1,1,12,5,5,1,2
340,9,1,11,7,6,1,1
341,6,1,1,0,6,1,1
342,8,2,2,3,2,1,2
343,8,2,12,6,3,1,2
344,1,2,5,6,1,1,2
345,1,2,2,8,4,1,1
346,2,1,3,0,6,2,0
347,1,2,6,1,1,2,0
348,4,1,9,4,4,1,1
349,1,1,5,4,6,1,0
350,1,1,5,2,3,1,1
351,7,1,7,5,1,1,0
352,1,1,6,2,1,1,0
353,1,2,9,4,5,1,0
354,3,1,9,4,4,1,0
355,1,1,4,1,6,1,1
356,1,2,5,4,5,1,1
357,1,1,6,4,1,1,1
358,1,1,2,0,1,1,0
359,8,2,10,9,6,1,1
360,9,2,5,3,1,1,0
361,1,1,5,0,4,1,1
362,5,1,1,0,2,1,0
363,9,1,6,8,3,1,1
364,8,1,3,2,1,1,1
365,9,2,5,2,4,2,0
366,6,1,8,6,3,1,0
367,2,1,3,2,2,1,0
368,1,1,5,2,6,1,0
369,1,2,5,2,1,1,1
370,1,2,6,5,6,1,1
371,2,1,9,3,1,1,1
372,1,1,3,2,6,1,2
373,1,1,7,0,1,1,0
374,1,2,2,4,1,1,0
375,1,2,4,4,5,3,0
376,1,2,5,5,2,1,1
377,9,2,5,6,3,1,0
378,1,2,3,3,5,2,0
379,1,2,4,2,6,1,2
380,9,2,7,2,2,2,0
381,1,2,5,9,6,1,2
382,2,1,2,4,4,1,1
383,1,1,3,6,5,1,1
384,1,2,6,2,1,1,0
385,1,2,3,1,5,2,2
386,1,1,10,2,4,1,0
387,1,1,2,5,1,3,1
388,1,2,7,4,1,1,0
389,8,2,7,0,3,1,2
390,1,2,8,1,1,1,1
391,1,1,4,1,2,1,0
392,1,2,7,5,4,1,0
393,9,2,5,0,1,2,0
394,1,1,6,4,1,3,1
395,1,2,2,1,4,1,0
396,1,1,5,2,2,1,1
397,1,1,9,2,4,1,1
398,1,1,7,4,6,1,2
399,1,1,6,5,6,1,0
400,1,2,6,4,3,1,0
401,1,2,2,1,1,1,1
402,1,1,3,0,6,1,0
403,1,1,3,2,1,1,0
404,1,2,4,4,1,1,0
405,1,2,4,3,1,1,0
406,1,2,8,0,3,1,0
407,1,2,4,4,2,1,0
408,1,1,4,3,2,1,2
409,6,1,2,0,2,1,0
410,9,1,2,1,5,1,0
411,5,2,4,0,3,1,2
412,1,2,4,2,1,1,1
413,1,2,6,2,3,3,2
414,1,1,1,2,3,1,0
415,8,2,4,7,1,3,1
416,1,2,7,5,4,1,2
417,1,1,7,0,4,3,0
418,1,2,6,2,3,3,1
419,1,1,5,5,4,1,1
420,1,2,3,3,2,1,0
421,1,2,8,2,4,1,0
422,1,1,4,2,1,1,1
423,1,2,6,2,4,1,1
424,6,1,4,5,5,1,1
425,1,2,4,5,1,1,0
426,1,1,5,4,1,1,0
427,1,1,3,2,1,1,0
428,6,1,2,4,5,1,0
429,9,2,7,5,1,3,1
430,1,1,2,5,1,1,0
431,1,1,5,7,4,1,1
432,2,1,5,0,2,1,2
433,1,1,1,0,5,1,1
434,9,1,2,0,4,1,2
435,1,2,2,1,1,1,0
436,2,1,6,1,3,1,0
437,1,2,3,1,2,1,1
438,1,1,2,3,1,1,0
439,1,1,4,6,6,1,0
440,1,2,1,2,1,3,1
441,1,2,3,1,2,2,0
442,1,2,9,6,4,1,0
443,1,2,6,5,5,1,1
444,6,2,6,2,2,1,2
445,7,1,6,2,1,1,0
446,1,1,5,2,4,1,0
447,1,1,3,1,5,1,0
448,1,1,2,6,2,1,0
449,1,1,2,8,4,2,0
450,9,2,3,4,3,1,1
451,1,2,5,0,4,1,2
452,1,2,1,1,3,2,1
453,1,2,2,5,3,2,1
454,1,2,1,4,3,1,0
455,4,1,5,6,2,1,1
456,1,2,4,2,6,3,1
457,1,2,7,4,1,1,0
458,1,2,5,6,6,1,1
459,1,1,7,7,2,1,1
460,8,2,2,9,2,1,0
461,9,2,5,2,4,1,0
462,1,2,3,2,1,1,1
463,1,1,5,1,4,1,1
464,1,1,2,3,4,1,2
465,2,2,6,9,1,3,1
466,1,2,7,1,4,1,2
467,2,2,3,9,1,1,0
468,9,1,5,6,3,3,0
469,9,2,4,3,2,1,2
470,6,2,4,0,2,3,0
471,1,2,2,3,5,2,0
472,1,2,1,4,2,1,1
473,1,2,3,0,2,1,1
474,1,2,4,2,2,3,1
475,1,1,3,1,1,2,0
476,2,2,6,3,1,1,1
477,1,2,1,0,1,1,1
478,9,2,3,0,5,2,1
479,1,2,2,3,3,1,1
480,1,1,2,2,1,1,0
481,1,1,4,1,2,1,0
482,8,2,3,2,4,1,0
483,1,1,10,7,1,1,0
484,5,2,1,5,4,2,1
485,1,2,7,3,5,1,1
486,7,1,2,3,2,1,0
487,1,1,4,2,3,1,2
488,2,1,2,0,3,1,2
489,2,2,5,3,6,1,1
490,1,1,9,7,5,1,0
491,1,1,7,3,1,1,1
492,1,1,3,1,1,1,1
493,2,2,9,6,1,1,1
494,8,2,3,8,6,1,0
495,9,2,2,2,3,2,2
496,1,1,3,2,1,1,0
497,1,1,4,3,2,3,0
498,1,2,7,3,3,1,1
499,1,1,3,3,1,1,1
500,4,2,6,4,4,1,1
501,1,1,5,2,5,2,0
502,1,1,4,4,3,1,1
503,1,1,9,5,3,1,0
504,7,1,8,9,6,1,2
505,9,2,3,2,2,1,2
506,9,2,7,7,4,1,1
507,1,1,5,2,4,1,0
508,1,2,4,2,4,1,1
509,4,2,4,0,1,1,1
510,2,2,2,2,6,1,1
511,2,1,2,4,1,1,0
512,6,1,6,4,3,2,0
513,1,1,3,2,6,1,1
514,1,2,5,0,3,1,1
515,1,2,3,1,1,1,1
516,1,2,5,9,4,1,1
517,1,1,4,4,1,1,1
518,8,2,5,3,1,1,0
519,1,2,4,4,5,1,0
520,1,2,4,1,1,3,0
521,1,2,3,4,3,3,1
522,6,2,2,2,3,2,0
523,9,2,4,4,3,1,0
524,5,1,1,1,5,1,0
525,1,1,10,3,5,2,0
526,1,1,11,9,6,1,0
527,1,2,5,2,1,1,1
528,1,2,3,0,2,2,0
529,1,2,8,8,1,1,2
530,1,1,4,0,1,2,0
531,2,1,1,0,6,1,1
532,9,2,7,1,2,2,2
533,1,1,2,3,1,1,0
534,1,2,5,2,3,2,0
535,5,1,1,0,1,1,0
536,2,1,3,1,1,3,0
537,1,2,6,3,6,1,1
538,1,1,4,2,1,1,0
539,1,1,4,3,4,1,1
540,1,1,5,2,1,3,0
541,6,1,3,2,5,1,0
542,1,1,4,6,2,3,0
543,1,2,3,2,6,1,0
544,1,2,7,4,2,1,0
545,7,1,9,0,1,1,0
546,1,1,4,0,1,2,0
547,2,1,3,8,6,1,1
548,8,1,5,0,6,1,0
549,1,1,8,2,3,1,0
550,1,2,7,9,6,1,0
551,5,2,11,6,4,1,0
552,9,1,2,7,6,1,2
553,5,1,4,5,1,1,0
554,2,1,4,7,2,1,0
555,1,2,3,3,1,1,0
556,1,2,7,5,6,3,0
557,1,1,4,3,2,2,0
558,8,2,5,2,1,1,0
559,1,2,3,1,1,1,1
560,1,1,2,2,1,1,1
561,1,1,9,8,6,1,0
562,1,2,2,0,5,1,1
563,1,2,1,3,1,1,0
564,1,1,3,3,1,1,1
565,1,1,1,2,2,1,0
566,5,2,3,4,6,1,0
567,1,2,5,0,4,3,0
568,1,1,6,5,1,1,1
569,1,1,8,9,4,1,1
570,1,1,6,2,6,1,2
571,1,1,5,5,4,1,0
572,9,2,1,1,6,1,1
573,1,1,4,2,3,1,1
574,4,1,5,6,5,1,2
575,1,2,2,2,2,1,0
576,2,1,4,4,4,1,1
577,1,2,1,2,2,1,1
578,4,1,5,4,1,1,2
579,1,2,7,1,1,2,0
580,8,2,3,3,3,1,0
581,2,1,3,5,3,1,0
582,9,1,2,0,3,2,0
583,1,2,5,1,3,1,1
584,1,2,5,4,6,1,2
585,6,2,5,3,4,3,0
586,1,2,9,4,1,1,0
587,1,1,3,4,1,1,1
588,1,2,4,4,5,1,0
589,1,1,6,4,2,1,0
590,2,2,6,1,1,3,0
591,2,2,2,0,4,1,1
592,1,2,8,4,4,1,1
593,1,1,9,5,1,1,1
594,6,2,4,1,4,1,0
595,1,1,6,2,1,1,1
596,1,1,7,4,5,1,1
597,1,2,2,2,4,1,0
598,1,2,5,3,1,3,1
599,1,2,3,3,1,2,0
600,1,2,9,8,2,1,0
601,1,2,4,4,3,1,2
602,1,2,8,2,2,1,1
603,6,1,4,4,1,1,0
604,7,1,2,0,3,1,0
605,1,2,3,4,1,2,0
606,9,1,7,3,4,1,1
607,1,2,2,2,2,1,0
608,2,2,4,1,1,1,1
609,1,2,5,5,2,2,1
610,8,2,5,2,1,3,1
611,1,1,6,5,4,2,0
612,1,2,1,2,1,1,0
613,2,1,5,6,1,1,2
614,1,2,9,9,1,1,1
615,1,1,2,3,6,1,0
616,1,2,5,0,4,2,2
617,1,1,6,2,6,2,0
618,1,1,2,2,1,1,0
619,9,1,4,6,1,2,1
620,1,2,2,5,1,1,1
621,1,1,2,3,2,3,1
622,1,2,7,3,2,1,0
623,1,2,3,3,4,1,0
624,2,2,1,1,4,1,1
625,1,1,2,0,2,1,1
626,9,1,5,2,5,1,1
627,1,1,1,1,2,1,0
628,1,1,5,6,4,1,1
629,1,2,1,1,1,1,1
630,1,2,5,3,1,1,0
631,2,1,4,3,2,1,1
632,1,2,7,1,1,2,0
633,1,1,4,7,6,3,0
634,7,1,3,0,6,1,0
635,1,1,5,1,4,1,0
636,1,2,5,6,1,1,1
637,2,1,4,0,4,1,1
638,1,2,12,7,4,1,0
639,1,2,7,3,1,1,2
640,1,1,8,0,4,1,2
641,1,1,9,5,1,1,1
642,1,1,3,3,1,1,2
643,1,1,5,0,4,3,0
644,7,2,8,4,4,1,0
645,1,2,3,2,1,1,0
646,1,2,7,1,1,1,1
647,1,2,11,8,4,1,0
648,9,1,5,2,5,1,1
649,2,2,9,8,1,1,2
650,1,1,5,3,6,1,1
651,1,2,2,4,1,1,0
652,1,1,8,3,2,1,0
653,1,1,6,1,3,1,0
654,6,1,2,1,2,3,0
655,1,2,5,1,2,1,1
656,7,2,7,0,1,2,0
657,1,2,7,0,4,1,0
658,1,2,2,1,1,1,0
659,1,2,9,9,4,1,1
660,1,2,2,4,3,1,2
661,9,2,2,1,4,3,0
662,2,1,5,1,4,1,1
663,6,1,5,9,3,1,0
664,1,1,2,0,3,1,1
665,1,2,7,4,3,1,0
666,2,2,7,8,1,1,1
667,9,1,2,7,3,3,0
668,1,1,2,5,1,1,1
669,9,1,9,4,4,3,0
670,1,2,6,4,3,3,0
671,4,1,1,4,1,2,0
672,1,2,5,4,2,3,1
673,1,2,7,5,1,1,1
674,1,2,5,1,2,2,0
675,4,2,2,6,6,1,2
676,1,2,5,5,1,1,1
677,9,2,11,8,2,1,0
678,1,2,3,6,6,1,0
679,1,2,5,3,5,1,1
680,6,2,2,2,1,1,1
681,7,2,3,5,1,1,1
682,1,1,1,5,1,3,1
683,1,2,7,5,2,1,2
684,7,1,3,2,1,1,0
685,7,1,5,3,1,2,1
686,1,1,7,2,4,1,0
687,2,2,4,3,1,2,1
688,9,2,7,5,2,1,2
689,1,2,5,4,3,1,1
690,9,1,11,1,6,1,1
691,1,2,5,2,1,1,1
692,1,2,4,4,2,1,2
693,1,2,2,3,3,1,2
694,1,1,6,0,1,1,0
695,1,1,4,1,5,1,0
696,1,1,3,5,4,2,0
697,8,2,2,9,5,1,1
698,1,1,2,0,4,1,1
699,5,1,2,2,4,1,1
700,1,2,4,3,6,1,2
701,1,2,9,6,3,3,0
702,2,2,6,5,1,1,1
703,1,2,3,6,1,1,1
704,1,1,5,7,6,1,2
705,1,1,1,4,2,1,0
706,1,2,9,3,2,1,1
707,1,2,6,6,1,1,0
708,1,2,4,7,4,3,1
709,1,1,6,1,1,1,1
710,1,2,5,8,2,1,0
711,1,1,4,2,6,2,0
712,1,2,1,3,4,1,0
713,1,2,4,5,1,3,1
714,7,1,4,4,6,2,0
715,1,1,5,9,3,3,0
716,1,1,6,7,2,1,2
717,1,2,7,5,1,1,1
718,8,2,2,2,2,1,0
719,1,2,5,0,6,3,0
720,2,1,3,3,1,1,0
721,2,2,1,1,5,1,1
722,9,2,2,3,3,1,1
723,1,1,3,0,3,1,1
724,1,2,7,4,1,1,0
725,5,2,2,6,3,1,0
726,1,2,4,5,3,2,0
727,5,1,5,5,3,1,1
728,2,1,7,4,1,1,0
729,1,2,5,4,2,2,0
730,1,2,1,2,1,1,1
731,1,1,5,9,1,1,1
732,1,1,5,5,3,1,0
733,9,1,2,7,3,2,0
734,1,2,1,5,1,1,1
735,6,1,8,4,6,1,1
736,2,1,3,7,2,2,0
737,1,2,4,8,1,1,0
738,1,2,6,1,6,1,1
739,2,2,1,3,1,1,0
740,1,2,3,1,1,1,0
741,9,1,3,3,1,3,1
742,9,1,2,4,1,1,1
743,9,1,1,9,2,1,2
744,2,1,5,1,3,1,0
745,1,1,9,4,1,3,1
746,5,1,4,0,2,2,0
747,6,2,8,2,2,2,0
748,1,1,4,3,1,2,0
749,1,2,2,4,1,1,0
750,1,2,7,5,5,1,1
751,5,2,6,3,3,1,1
752,1,1,4,8,3,1,2
753,1,2,9,5,5,1,0
754,1,2,5,0,5,3,0
755,2,2,1,2,1,1,1
756,2,1,6,7,2,1,1
757,1,2,2,7,5,1,2
758,1,2,2,4,1,1,1
759,9,2,4,5,6,1,2
760,2,1,6,5,2,1,0
761,1,2,1,3,5,1,2
762,1,2,2,3,6,1,0
763,1,1,8,8,1,1,1
764,2,1,9,2,1,1,1
765,5,1,5,2,2,1,0
766,1,1,4,4,3,3,2
767,1,2,5,2,5,1,0
768,1,2,3,1,6,2,0
769,1,1,5,1,1,3,1
770,1,2,7,6,1,1,0
771,7,2,5,2,1,1,0
772,1,1,3,1,3,1,0
773,1,1,5,6,6,1,1
774,6,1,4,6,4,1,0
775,8,2,4,2,3,2,1
776,1,2,7,6,2,1,2
777,6,2,4,1,4,1,1
778,1,2,10,9,6,1,0
779,1,2,4,0,3,1,1
780,1,2,5,3,2,1,1
781,6,1,2,2,5,2,0
782,2,1,12,1,1,1,1
783,9,1,3,0,4,1,0
784,9,2,3,1,4,1,1
785,2,1,7,2,2,2,0
786,1,2,3,3,1,3,0
787,2,2,3,4,1,1,1
788,1,2,8,2,1,1,1
789,1,1,3,1,2,3,0
790,1,2,2,3,1,1,0
791,1,1,4,4,4,1,0
792,1,2,8,1,2,1,2
793,1,2,2,2,3,3,1
794,2,2,3,0,3,2,0
795,2,1,5,4,2,1,0
796,3,2,5,6,5,1,0
797,1,2,6,4,2,1,2
798,8,2,3,3,1,1,1
799,9,1,4,4,4,1,0
800,1,1,12,6,6,1,0
801,1,1,4,3,3,1,2
802,5,1,4,9,4,2,0
803,2,2,1,6,1,3,1
804,1,2,5,4,5,1,0
805,1,2,5,4,2,2,1
806,1,1,2,2,5,2,0
807,4,1,8,2,5,1,2
808,1,2,5,3,3,1,1
809,1,1,2,2,1,3,1
810,1,2,6,1,6,1,1
811,1,1,6,3,2,1,1
812,1,1,5,3,2,2,0
813,6,2,2,2,1,1,2
814,1,1,5,0,3,1,1
815,2,1,4,0,6,1,0
816,1,2,2,0,4,2,0
817,1,1,4,7,5,1,1
818,1,2,8,4,6,1,1
819,1,1,11,7,6,1,1
820,1,1,5,4,1,1,1
821,1,1,5,2,1,2,0
822,7,1,8,4,4,1,0
823,1,1,2,4,1,1,0
824,1,2,6,0,6,1,2
825,1,2,7,4,6,3,0
826,4,1,4,7,1,1,0
827,7,1,1,3,4,1,0
828,3,1,1,9,2,3,1
829,5,2,6,5,6,1,1
830,2,2,5,5,6,1,0
831,1,2,3,1,1,1,1
832,1,2,4,4,1,1,1
833,6,1,2,5,5,3,1
834,7,2,6,9,3,1,0
835,4,1,8,2,6,1,1
836,1,2,8,4,4,1,1
837,1,2,9,5,6,1,0
838,7,1,6,1,4,1,1
839,1,1,4,2,1,1,1
840,1,1,1,1,2,1,1
841,1,2,8,5,5,1,1
842,1,2,5,6,4,1,0
843,8,1,1,5,1,1,2
844,1,2,2,1,3,1,1
845,1,1,9,7,2,1,1
846,1,1,2,4,1,1,0
847,1,1,3,1,1,1,2
848,9,2,5,3,3,1,0
849,1,1,1,7,1,1,1
850,1,1,5,1,1,1,0
851,1,1,3,2,4,1,0
852,1,1,7,4,3,1,1
853,7,2,1,4,2,3,1
854,2,1,6,0,1,1,1
855,1,2,5,2,2,2,0
856,2,1,4,4,6,1,1
857,1,2,5,2,6,1,0
858,1,2,4,2,1,3,0
859,1,1,10,4,4,3,0
860,9,1,2,0,4,1,1
861,1,2,3,3,1,1,0
862,2,1,4,2,3,2,0
863,8,1,2,7,1,1,1
864,1,2,3,0,2,1,0
865,6,1,6,3,2,1,0
866,1,2,3,3,2,1,1
867,1,2,2,3,1,1,1
868,1,1,4,8,4,2,0
