,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
118,1,6,1,1,0,7,0
119,1,2,1,1,1,7,2
120,1,6,1,2,1,7,6
121,1,5,1,1,1,7,2
122,1,2,1,1,1,4,4
123,1,2,6,3,1,7,4
124,1,5,1,1,1,7,0
125,1,5,1,3,0,7,0
126,1,5,1,2,1,7,3
127,2,5,2,2,1,6,2
128,1,2,2,3,1,7,4
129,1,2,1,1,2,7,0
130,1,2,6,1,1,7,5
131,1,2,2,2,1,7,0
132,1,5,1,3,2,4,6
133,1,2,1,1,1,7,0
134,1,5,1,1,1,5,0
135,1,7,2,3,1,7,0
136,2,8,1,1,2,7,7
137,2,5,2,3,2,7,1
138,1,5,1,1,1,7,8
139,2,2,1,2,2,7,0
140,1,6,1,1,1,7,9
141,1,5,1,3,1,7,0
142,1,3,1,1,1,4,7
143,1,2,2,3,1,7,0
144,1,2,1,3,1,7,7
145,1,3,1,2,1,7,0
146,1,2,1,3,1,7,0
147,2,2,1,1,1,7,3
148,1,2,6,2,0,7,1
149,2,8,1,3,0,12,3
150,1,2,1,1,1,7,0
151,2,5,1,3,1,1,2
152,1,5,1,1,1,4,4
153,1,5,6,3,0,7,2
154,1,9,2,1,1,7,5
155,1,2,1,1,1,4,0
156,1,2,6,1,0,3,2
157,2,5,1,2,1,7,3
158,2,5,1,3,1,3,4
159,1,2,2,3,2,2,4
160,1,6,1,1,1,7,0
161,1,2,1,1,1,7,5
162,1,6,6,1,1,7,2
163,1,2,6,3,1,7,6
164,1,2,1,1,1,7,3
165,1,2,1,1,1,7,1
166,2,7,2,1,1,7,0
167,2,6,6,2,1,7,0
168,1,2,1,3,1,7,0
169,1,2,1,1,1,7,0
170,1,6,6,1,1,7,1
171,2,2,6,2,2,7,0
172,1,2,1,1,1,6,5
173,1,6,1,1,1,7,0
174,1,3,2,3,1,7,1
175,1,2,1,1,1,11,0
176,1,6,1,2,1,7,8
177,1,6,1,1,1,7,0
178,1,2,1,3,1,7,3
179,1,2,2,3,1,7,1
180,1,6,2,2,2,7,6
181,1,2,1,1,1,9,1
182,1,6,6,2,0,7,5
183,2,3,3,2,1,7,0
184,1,2,6,2,2,7,0
185,1,5,2,3,1,4,4
186,1,2,2,2,2,7,0
187,2,3,2,1,2,4,0
188,1,6,1,1,1,6,9
189,1,5,1,1,1,7,8
190,1,3,1,1,1,7,3
191,1,5,2,2,1,1,2
192,1,5,1,3,1,7,0
193,1,6,2,1,1,1,6
194,1,2,2,3,1,7,1
195,2,1,1,2,1,7,2
196,1,3,2,3,0,7,0
197,1,6,1,1,2,7,2
198,2,5,1,2,1,7,0
199,1,2,2,1,1,7,0
200,1,2,2,1,1,7,0
201,1,6,2,2,2,7,0
202,1,5,6,3,1,11,2
203,1,5,2,2,1,7,5
204,2,2,1,3,1,7,4
205,1,5,4,3,0,7,3
206,1,5,1,3,1,7,8
207,1,5,1,2,1,3,0
208,2,6,1,3,2,7,5
209,2,5,2,3,1,7,6
210,1,2,1,1,1,7,9
211,2,6,1,1,1,7,0
212,1,5,2,3,2,6,0
213,1,6,1,3,1,3,5
214,1,2,2,1,1,1,0
215,1,5,2,1,1,7,0
216,1,3,1,1,1,2,6
217,1,2,1,1,1,7,8
218,1,1,2,1,2,7,0
219,1,2,1,3,1,12,0
220,2,5,1,3,1,1,1
221,1,8,1,1,1,7,0
222,1,2,6,1,2,7,0
223,1,5,1,3,1,1,2
224,1,5,1,1,0,7,6
225,2,5,6,3,1,4,2
226,1,5,1,2,1,7,1
227,1,2,1,3,1,7,0
228,1,5,1,2,1,4,6
229,2,3,6,1,1,7,5
230,1,3,1,1,1,7,5
231,1,5,1,2,1,7,9
232,2,8,2,3,1,2,0
233,2,5,1,3,1,7,0
234,1,2,2,2,1,7,6
235,1,2,1,2,1,7,2
236,1,2,1,1,1,7,3
237,1,2,1,1,2,7,1
238,2,2,6,1,1,7,0
239,1,7,1,3,0,1,3
240,1,5,1,3,1,7,5
241,1,6,1,3,1,3,5
242,1,2,6,3,0,11,0
243,1,2,1,1,1,1,0
244,1,5,1,3,1,7,0
245,1,5,1,3,1,3,0
246,1,8,1,1,1,7,0
247,2,2,1,1,1,7,3
248,2,2,2,1,1,7,6
249,1,2,1,3,2,7,0
250,1,6,1,3,2,2,0
251,1,5,1,3,2,5,0
252,1,2,1,3,0,7,2
253,1,4,1,2,2,7,9
254,1,5,2,3,0,7,9
255,1,2,1,1,1,3,4
256,1,2,1,1,1,7,0
257,1,5,1,3,1,12,1
258,1,6,6,1,1,7,0
259,2,9,1,1,1,7,6
260,1,2,1,1,1,7,0
261,1,5,6,3,2,7,0
262,2,2,1,3,1,7,5
263,2,6,1,1,1,7,0
264,1,6,1,3,1,7,0
265,1,2,1,1,0,7,0
266,1,2,1,2,1,7,0
267,2,5,1,2,0,3,6
268,1,2,1,1,1,7,7
269,1,2,1,1,1,7,8
270,1,2,2,1,2,7,8
271,1,5,1,2,1,7,0
272,1,3,6,1,1,7,0
273,2,2,1,3,1,7,6
274,1,5,1,2,1,6,0
275,1,3,6,1,1,7,6
276,1,2,1,1,1,7,9
277,1,8,1,1,1,3,8
278,2,2,1,3,1,7,6
279,2,5,1,3,1,7,0
280,1,6,2,1,2,7,0
281,1,2,1,1,1,12,5
282,1,4,1,3,1,7,7
283,1,2,1,1,1,7,0
284,1,2,1,3,1,6,8
285,2,3,2,2,1,7,0
286,2,3,1,3,2,8,5
287,1,2,1,1,1,11,3
288,1,2,2,3,1,7,0
289,1,3,1,1,1,7,0
290,1,2,2,1,1,7,6
291,1,2,4,1,1,7,2
292,2,6,2,1,1,4,3
293,1,2,1,1,1,7,4
294,2,2,1,1,1,11,2
295,1,2,1,3,1,7,0
296,1,2,1,1,1,1,7
297,1,5,2,2,1,3,0
298,1,5,2,3,1,12,7
299,2,5,1,3,1,9,0
300,2,2,1,1,1,7,3
301,1,2,1,1,1,1,2
302,1,3,1,1,2,7,1
303,1,5,2,3,1,7,1
304,1,9,2,1,1,7,3
305,1,4,2,3,1,2,2
306,2,2,1,1,1,7,1
307,1,3,1,2,1,7,2
308,2,3,2,1,1,7,0
309,1,5,2,3,1,3,2
310,1,2,1,1,2,1,2
311,1,2,1,1,1,7,1
312,1,5,1,3,1,7,2
313,1,2,1,1,1,7,0
314,1,3,1,1,1,7,1
315,2,4,1,3,1,2,0
316,1,2,1,2,1,3,1
317,1,6,1,3,2,6,2
318,1,6,2,1,1,7,3
319,1,2,1,1,2,7,0
320,1,2,1,3,1,7,9
321,2,2,1,1,2,7,5
322,2,3,1,3,1,7,2
323,2,3,2,2,1,2,3
324,1,6,1,3,1,7,2
325,1,3,2,1,1,7,0
326,2,6,2,3,2,7,0
327,1,5,2,3,1,7,0
328,1,3,1,3,2,7,0
329,1,5,4,2,1,1,1
330,1,2,1,1,1,7,2
331,2,3,1,2,1,11,6
332,1,2,6,2,1,7,9
333,2,6,1,3,1,12,1
334,1,5,2,1,1,7,2
335,1,2,6,3,1,7,1
336,1,5,1,1,1,7,5
337,1,6,1,2,2,9,1
338,1,4,1,1,1,7,3
339,2,4,6,1,1,1,0
340,2,5,1,1,1,7,0
341,1,1,1,1,2,7,9
342,2,5,1,3,1,7,1
343,1,5,2,2,1,3,4
344,1,2,1,3,1,3,0
345,1,3,1,3,2,7,0
346,1,3,1,3,2,7,0
347,2,2,1,1,1,12,6
348,1,2,1,3,2,7,0
349,2,5,1,2,2,7,2
350,2,5,2,2,1,12,0
351,2,2,1,1,2,7,2
352,2,5,1,2,1,7,4
353,1,2,1,1,2,7,1
354,1,3,1,2,1,7,0
355,1,3,1,1,1,3,2
356,1,2,1,2,1,7,2
357,1,5,1,1,1,2,6
358,1,5,1,1,1,2,0
359,1,2,6,3,0,7,3
360,1,5,2,3,1,3,9
361,1,2,1,3,2,7,2
362,1,6,1,1,2,7,0
363,1,5,2,3,1,3,0
364,1,2,1,3,2,7,8
365,1,3,1,2,1,7,3
366,1,9,2,1,1,7,2
367,1,3,1,3,1,7,1
368,2,2,1,1,1,7,8
369,1,5,2,1,1,7,0
370,1,7,1,1,1,12,3
371,1,2,1,1,2,7,6
372,1,6,2,3,1,11,2
373,1,3,2,2,2,10,4
374,1,5,1,1,1,9,0
375,1,2,1,2,2,7,0
376,1,5,1,3,1,7,0
377,1,6,1,3,0,7,0
378,1,6,2,1,2,7,1
379,1,2,1,2,2,7,3
380,2,5,2,1,1,7,0
381,2,2,1,1,2,7,4
382,1,3,6,1,2,1,4
383,1,5,6,3,1,7,0
384,1,3,2,1,1,7,0
385,2,5,1,1,1,12,0
386,1,2,1,3,2,7,1
387,1,6,1,1,1,7,0
388,1,4,1,1,1,7,1
389,2,7,1,1,2,7,0
390,1,2,2,3,2,7,4
391,1,5,1,3,1,7,3
392,1,6,1,3,1,2,0
393,1,2,4,2,1,7,2
394,1,5,1,3,1,12,0
395,2,6,6,1,0,4,3
396,1,3,6,1,1,11,0
397,1,6,2,1,1,7,2
398,1,6,2,1,1,7,4
399,1,6,6,3,1,1,6
400,1,5,1,2,1,7,2
401,1,2,1,1,1,7,0
402,1,3,6,3,1,7,1
403,1,2,1,3,1,7,3
404,1,9,2,1,1,7,8
405,1,2,1,2,1,7,5
406,2,2,1,1,1,7,5
407,1,2,1,2,1,2,5
408,1,8,1,2,1,7,0
409,1,6,1,3,1,7,4
410,1,2,1,3,1,7,2
411,2,5,2,1,1,3,1
412,2,5,1,2,0,7,0
413,1,2,1,1,2,7,0
414,1,6,6,3,1,7,0
415,1,5,1,2,2,2,9
416,1,5,1,1,1,12,2
417,1,7,1,1,1,7,8
418,1,5,2,3,1,2,2
419,1,5,1,3,1,7,0
420,1,2,1,1,2,7,6
421,1,2,2,3,1,7,0
422,1,2,1,1,1,7,4
423,1,3,1,2,0,7,0
424,1,3,1,3,1,2,0
425,1,6,1,2,1,3,0
426,1,5,2,3,1,7,1
427,1,3,6,1,1,12,4
428,1,2,1,1,1,7,0
429,1,2,2,1,2,7,4
430,1,5,1,3,2,7,0
431,2,5,1,3,1,7,7
432,1,2,6,3,2,3,0
433,1,2,6,1,1,7,3
434,1,5,2,1,1,7,3
435,1,3,2,2,1,7,2
436,1,2,1,1,1,7,9
437,1,2,6,3,1,7,2
438,1,6,1,1,1,7,9
439,1,2,1,1,1,4,0
440,1,2,2,2,1,7,2
441,1,5,1,3,1,6,2
442,1,6,1,1,1,7,2
443,1,5,1,3,2,7,7
444,1,2,2,3,1,7,0
445,1,6,1,1,1,11,0
446,2,5,6,1,1,7,4
447,1,5,1,1,2,1,5
448,1,2,1,2,0,7,7
449,2,3,1,1,1,7,2
450,1,6,2,3,1,7,6
451,1,2,2,3,1,2,5
452,1,2,1,1,1,1,1
453,1,8,1,1,2,7,4
454,2,3,1,1,2,7,4
455,1,5,1,3,0,7,5
456,1,2,1,1,1,7,0
457,1,6,2,2,1,7,0
458,1,2,4,1,1,7,8
459,1,5,1,3,1,7,4
460,1,3,1,1,1,7,6
461,1,9,1,1,1,7,0
462,1,2,4,1,0,7,1
463,1,2,1,1,1,7,3
464,2,6,2,1,1,2,0
465,1,5,1,3,1,7,5
466,2,2,1,1,1,1,5
467,2,3,1,3,1,7,1
468,1,2,1,3,1,7,0
469,1,2,1,2,1,7,4
470,1,2,1,3,2,6,0
471,1,7,1,2,1,7,3
472,1,2,2,1,1,2,2
473,1,2,1,3,1,7,0
474,1,2,1,1,2,7,0
475,1,2,1,1,1,7,9
476,2,2,2,3,1,11,1
477,1,3,1,1,0,7,0
478,1,6,1,1,2,7,0
479,1,2,1,3,1,7,7
480,1,6,6,1,2,7,9
481,1,2,1,1,1,7,5
482,2,6,1,2,1,11,1
483,1,2,2,2,1,7,0
484,1,2,1,1,0,3,3
485,1,3,1,3,1,7,2
486,1,2,2,1,0,7,0
487,1,1,1,1,1,7,1
488,2,2,1,2,1,7,0
489,1,6,6,3,1,7,2
490,1,5,1,3,2,7,0
491,1,2,1,1,1,7,0
492,1,5,2,2,1,7,0
493,1,5,1,3,2,3,2
494,1,6,1,1,2,7,0
495,1,2,1,1,1,7,0
496,1,9,1,3,1,7,1
497,1,5,1,3,1,7,0
498,1,2,1,1,1,2,0
499,1,2,1,1,1,7,4
500,1,6,6,1,1,7,5
501,2,2,2,1,1,7,0
502,1,3,6,1,1,7,3
503,1,2,1,1,1,7,0
504,1,6,1,3,2,7,3
505,1,1,2,3,1,7,0
506,1,2,2,1,1,7,8
507,1,9,2,3,1,7,2
508,2,2,1,1,1,7,0
509,1,9,1,3,1,7,6
510,2,5,1,3,1,12,1
511,1,2,1,1,1,7,2
512,1,2,1,1,1,9,3
513,1,2,1,3,1,7,2
514,1,3,1,1,1,7,6
515,1,2,1,1,1,7,0
516,1,3,1,3,1,7,9
517,1,2,2,1,1,2,8
518,1,6,1,3,1,11,2
519,1,2,2,1,2,7,4
520,1,2,1,1,1,7,4
521,1,2,4,2,0,6,1
522,1,5,2,3,1,1,4
523,1,5,1,1,1,3,7
524,2,5,2,1,1,7,2
525,2,5,1,3,1,7,0
526,1,2,1,1,0,7,2
527,1,3,2,3,1,7,0
528,1,6,6,1,1,7,8
529,1,7,1,3,1,3,3
530,1,2,1,1,2,7,3
531,1,2,1,1,1,7,0
532,2,2,6,2,2,3,0
533,1,5,1,3,1,7,9
534,1,6,1,1,1,4,2
535,1,6,6,1,1,2,0
536,2,6,1,2,1,7,5
537,1,2,1,3,1,11,2
538,1,5,1,1,1,7,0
539,1,6,1,3,1,7,1
540,1,5,1,1,1,11,5
541,1,2,2,3,1,7,0
542,1,2,1,3,2,7,2
543,1,2,1,2,1,1,1
544,1,6,1,3,1,7,7
545,1,2,1,3,0,9,2
546,1,3,1,1,1,3,8
547,1,6,2,3,1,7,0
548,1,2,1,3,1,7,2
549,1,2,2,1,1,7,2
550,1,5,1,1,1,7,0
551,1,6,1,1,1,7,4
552,1,6,2,3,2,2,0
553,1,2,1,1,1,7,0
554,2,2,1,3,1,11,2
555,1,2,6,2,2,7,3
556,1,2,1,1,1,7,0
557,1,2,1,1,2,7,9
558,1,2,1,1,1,7,0
559,2,6,1,2,1,7,1
560,2,5,1,2,1,6,0
561,1,2,2,3,1,7,3
562,1,4,6,2,1,7,2
563,1,3,1,3,1,7,4
564,1,5,1,3,1,11,6
565,2,5,1,1,1,7,5
566,2,6,1,2,1,3,0
567,2,5,2,3,1,6,7
568,1,5,2,1,2,7,0
569,1,5,1,1,1,7,7
570,2,9,1,3,1,1,0
571,2,6,6,1,1,7,2
572,1,9,1,3,1,12,1
573,2,6,1,1,2,7,5
574,1,6,1,3,1,7,7
575,1,2,2,3,2,7,0
576,1,2,1,3,1,7,9
577,1,2,1,1,1,7,0
578,1,5,1,1,2,7,0
579,2,3,4,1,0,7,0
580,2,5,1,2,1,2,0
581,1,2,1,3,1,7,6
582,2,5,1,3,1,7,7
583,1,5,1,3,2,6,4
584,1,5,1,2,1,7,2
585,1,4,1,1,1,7,6
586,2,2,2,3,1,6,5
587,1,9,6,1,1,7,1
588,1,6,1,3,1,7,0
589,2,6,1,2,1,7,6
590,1,2,1,2,1,4,3
591,2,2,6,1,1,1,0
592,1,3,1,1,1,7,4
593,1,5,2,3,2,7,0
594,1,6,1,2,2,7,0
595,1,6,1,1,1,7,6
596,2,5,1,3,1,11,6
597,2,3,1,2,1,7,5
598,1,6,1,1,1,7,0
599,2,2,2,2,1,12,0
600,2,2,1,3,2,1,0
601,1,5,1,2,1,4,3
602,1,2,1,1,1,7,4
603,1,2,1,1,1,7,8
604,1,6,6,1,1,7,5
605,1,6,1,3,0,7,0
606,1,9,5,2,0,11,8
607,1,1,2,1,0,7,0
608,1,2,1,1,1,7,1
609,1,6,1,1,1,11,0
610,1,2,1,2,2,7,8
611,2,5,1,3,1,7,0
612,1,9,2,1,2,2,7
613,2,1,1,1,1,2,9
614,1,5,2,3,0,12,0
615,1,2,6,3,2,7,4
616,1,5,2,3,1,6,9
617,2,6,1,3,0,2,0
618,1,5,1,1,1,7,0
619,2,1,1,1,2,7,1
620,2,2,1,1,1,7,4
621,1,2,1,2,1,3,1
622,1,5,1,2,1,4,0
623,2,2,1,3,1,7,1
624,1,5,1,1,1,1,2
625,1,8,2,2,0,7,0
626,2,5,1,1,1,7,0
627,1,3,2,1,2,12,0
628,1,5,1,2,1,2,4
629,1,2,1,1,2,7,0
630,2,6,1,1,1,7,0
631,1,2,1,3,2,7,0
632,2,7,1,1,1,7,6
633,1,2,6,1,1,7,5
634,1,2,1,3,1,6,0
635,1,2,1,2,1,7,9
636,1,5,1,2,1,4,4
637,1,2,1,3,1,7,4
638,1,2,2,3,1,7,0
639,2,6,6,1,2,7,5
640,1,2,1,3,1,7,3
641,1,2,1,1,1,3,7
642,1,5,2,3,2,3,0
643,1,2,1,1,2,7,0
644,1,2,1,3,0,3,0
645,1,5,1,1,1,1,0
646,1,3,1,3,1,5,0
647,2,2,1,3,2,7,6
648,1,9,1,3,1,7,5
649,2,6,1,3,1,7,9
650,1,3,4,1,1,7,0
651,1,2,1,3,1,7,0
652,1,5,1,3,2,3,1
653,1,2,2,2,1,11,6
654,2,4,1,1,1,7,2
655,1,2,1,1,1,7,2
656,1,2,6,1,2,7,4
657,2,6,2,3,2,12,0
658,1,2,2,3,1,7,9
659,1,2,1,2,1,7,4
660,1,2,1,1,1,7,2
661,1,6,2,2,0,7,8
662,2,8,1,1,1,7,1
663,2,6,6,3,2,11,2
664,1,3,6,1,1,8,3
665,1,5,1,2,1,7,4
666,1,2,1,1,1,7,3
667,1,2,2,1,2,7,1
668,1,2,1,2,0,12,0
669,1,2,1,1,1,7,0
670,2,3,6,1,1,7,1
671,1,2,1,2,1,7,0
672,1,2,4,1,1,7,2
673,1,5,2,3,1,6,6
674,2,6,2,1,1,3,0
675,1,8,2,1,1,7,0
676,1,1,1,3,2,7,0
677,1,2,1,1,2,7,3
678,2,6,1,1,1,3,5
679,1,2,1,2,2,7,8
680,1,2,1,1,1,7,0
681,1,5,2,2,1,6,5
682,2,6,6,1,1,7,7
683,1,2,6,1,1,7,2
684,1,2,1,3,1,9,0
685,1,2,1,1,1,7,1
686,1,2,1,1,1,3,2
687,1,2,6,1,2,7,4
688,1,5,1,3,1,7,0
689,1,2,1,1,1,3,6
690,1,2,1,2,1,12,1
691,1,2,1,1,0,7,5
692,2,2,4,3,1,3,3
693,1,2,1,2,2,7,0
694,1,7,1,2,1,7,0
695,1,2,1,3,1,7,3
696,1,2,6,1,1,2,6
697,1,5,2,1,2,10,0
698,1,2,1,3,1,7,0
699,1,3,1,3,0,7,0
700,1,2,6,1,1,7,0
701,1,2,6,3,1,7,2
702,1,2,1,1,1,3,3
703,1,2,1,1,0,7,0
704,1,2,1,1,1,7,2
705,1,5,1,2,1,7,8
706,1,6,1,2,1,7,6
707,1,6,2,1,0,7,0
708,1,2,1,1,1,7,0
709,1,9,1,1,1,8,0
710,1,2,2,2,1,7,0
711,1,6,1,1,0,2,4
712,2,1,6,1,1,7,0
713,2,5,1,1,1,7,0
714,1,2,1,1,1,2,4
715,1,6,1,3,1,7,3
716,2,5,2,1,2,7,5
717,2,2,1,1,1,12,7
718,1,2,1,1,2,7,2
719,2,3,6,1,0,7,1
720,1,5,1,2,1,2,0
721,1,2,1,2,1,7,0
722,1,2,1,1,1,6,2
723,1,2,1,1,2,7,8
724,2,5,1,2,1,7,4
725,1,5,2,2,1,7,0
726,2,6,1,3,1,7,0
727,1,2,1,3,1,7,5
728,1,2,1,3,1,7,3
729,1,3,1,1,1,2,2
730,1,1,1,1,1,12,4
731,1,2,2,3,1,3,1
732,2,3,1,3,1,7,0
733,1,2,6,2,2,11,9
734,1,2,1,2,1,7,0
735,1,2,1,1,2,7,9
736,1,5,1,3,1,11,0
737,2,6,1,3,0,7,0
738,1,5,2,1,1,7,2
739,1,5,2,2,1,7,1
740,1,3,2,3,1,7,0
741,1,5,1,3,1,3,5
742,1,8,1,3,1,7,0
743,1,2,2,1,1,7,0
744,1,2,1,3,0,8,9
745,1,5,6,2,1,12,6
746,1,6,2,2,2,7,0
747,2,2,1,1,1,7,5
748,1,2,1,3,1,7,1
749,1,2,1,3,0,7,2
750,1,2,1,2,2,2,0
751,1,2,1,1,1,1,0
752,1,2,1,1,1,3,0
753,1,2,1,3,1,7,6
754,1,1,2,1,0,7,0
755,1,6,1,1,1,7,3
756,1,1,6,3,0,7,0
757,1,2,1,1,1,7,2
758,1,2,1,1,1,7,4
759,1,7,1,1,1,7,0
760,1,2,2,1,2,6,0
761,1,2,2,1,1,7,0
762,1,7,2,3,1,7,7
763,1,3,1,2,2,7,2
764,1,2,1,1,0,7,1
765,1,2,2,3,1,7,0
766,2,5,2,1,1,7,6
767,1,6,2,1,1,11,0
768,1,2,1,1,1,3,7
769,2,2,1,1,1,7,9
770,1,2,2,3,1,7,2
771,1,6,1,2,2,7,5
772,1,9,1,1,1,7,3
773,1,5,2,2,0,7,0
774,1,2,1,3,2,7,9
775,2,5,1,3,1,3,0
776,2,2,6,2,2,7,2
777,1,7,1,1,1,7,5
778,2,2,1,3,0,7,6
779,1,6,1,2,2,7,8
780,1,2,1,1,1,7,0
781,1,5,1,1,1,7,5
782,2,2,1,1,2,4,9
783,1,2,6,2,1,7,2
784,1,2,1,1,2,7,5
785,1,2,1,2,1,7,4
786,1,3,2,1,1,3,9
787,1,2,1,1,1,7,2
788,1,2,1,3,2,7,0
789,1,2,6,1,0,4,2
790,2,2,1,1,1,7,4
791,1,3,1,3,1,7,0
792,1,3,1,1,1,7,0
793,1,3,1,1,1,7,0
794,2,6,1,3,1,7,0
795,1,2,1,1,2,7,4
796,1,5,1,1,1,6,8
797,1,5,1,3,1,6,1
798,2,2,2,3,1,7,5
799,1,3,1,2,0,11,0
800,1,3,2,1,1,7,3
801,1,2,1,1,1,7,9
802,1,6,6,1,1,1,2
803,1,8,2,1,0,7,0
804,1,2,1,2,0,7,4
805,2,2,1,1,1,7,0
806,1,2,6,1,1,7,2
807,1,6,1,3,1,7,4
808,1,8,2,3,1,7,0
809,1,2,6,1,1,7,1
810,1,2,1,1,2,1,5
811,1,2,6,1,1,1,0
812,1,2,1,1,0,9,3
813,1,5,6,2,1,7,0
814,1,7,1,3,1,7,0
815,1,3,6,2,2,7,2
816,1,6,1,2,1,1,0
817,1,5,1,3,1,7,0
818,1,5,1,2,1,3,0
819,1,2,1,1,2,3,1
820,2,5,1,1,0,7,0
821,1,2,2,3,1,7,5
822,1,2,2,1,1,2,5
823,2,5,1,1,1,7,2
824,2,2,1,3,1,7,0
825,1,6,1,1,1,7,9
826,1,2,1,3,2,7,1
827,1,5,2,2,0,12,0
828,1,5,6,2,2,2,1
829,1,5,1,3,2,7,0
830,1,3,1,1,1,7,0
831,1,2,1,1,1,7,7
832,1,5,1,2,1,7,4
833,1,5,1,3,0,7,0
834,1,2,1,2,0,7,1
835,1,3,4,2,1,7,0
836,1,2,1,3,1,2,3
837,1,2,1,1,1,7,0
838,1,2,1,2,1,3,0
839,1,2,1,3,1,7,0
840,1,6,6,2,0,7,8
841,1,5,1,3,2,3,0
842,1,5,1,3,1,7,2
843,1,5,1,1,1,7,7
844,1,2,1,1,1,7,4
845,1,5,1,3,1,4,6
846,1,2,1,3,1,3,3
847,1,2,1,1,1,7,4
848,1,5,1,2,1,2,0
849,1,2,2,1,1,7,3
850,1,3,2,1,1,7,0
851,1,5,6,1,1,11,2
852,2,2,1,1,1,3,1
853,1,5,2,1,1,6,1
854,1,6,2,3,1,7,0
855,1,5,1,3,0,7,0
856,1,2,1,1,2,7,8
857,1,5,2,3,0,7,4
858,2,9,2,3,1,7,3
859,1,2,1,1,1,11,0
860,2,2,1,1,2,7,0
861,1,7,2,3,2,7,0
862,1,2,6,3,1,7,0
863,2,5,1,1,2,7,4
864,1,3,1,1,1,1,5
865,1,4,1,1,0,7,4
866,1,2,1,2,0,11,0
867,1,7,2,1,1,7,5
868,1,5,1,2,1,6,0
