,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
196,1,2,7,5,3,3,1
197,1,2,5,1,5,1,0
198,1,1,5,6,4,1,1
199,1,2,10,3,4,2,0
200,1,1,4,2,6,3,0
201,1,1,6,4,6,1,1
202,1,2,8,9,1,1,1
203,2,1,6,6,4,3,1
204,1,2,1,7,4,3,2
205,6,1,7,1,6,1,0
206,1,2,7,8,2,1,2
207,1,2,5,1,3,1,2
208,1,2,7,8,3,1,0
209,1,2,5,7,6,1,1
210,1,2,8,1,1,1,2
211,2,2,4,1,4,1,1
212,1,2,7,6,4,2,0
213,1,1,8,7,3,1,2
214,2,1,4,4,2,1,2
215,8,1,5,1,4,2,0
216,1,2,5,5,6,2,0
217,5,2,5,3,2,1,1
218,1,1,5,3,4,2,2
219,1,2,8,6,1,3,2
220,1,2,3,7,5,1,1
221,1,2,6,5,4,3,0
222,1,1,4,7,6,1,1
223,1,1,7,4,4,1,1
224,1,2,7,2,3,2,0
225,2,2,8,1,5,2,0
226,2,1,5,3,6,2,2
227,1,1,4,7,3,3,1
228,1,2,5,9,6,3,0
229,1,1,4,3,6,1,2
230,1,2,7,3,5,1,1
231,1,1,7,5,1,1,0
232,9,1,5,4,1,1,0
233,9,1,3,2,1,1,1
234,1,2,7,4,4,1,0
235,1,1,5,7,4,2,1
236,8,2,11,8,6,1,2
237,2,1,5,6,1,2,0
238,1,2,6,9,1,2,1
239,6,2,8,3,4,3,1
240,8,2,6,1,1,1,1
241,1,1,3,5,6,1,0
242,2,2,4,2,5,1,0
243,1,1,8,5,4,1,1
244,1,1,7,3,2,1,1
245,1,2,7,0,6,3,0
246,1,2,9,1,4,3,2
247,1,1,5,4,4,3,1
248,8,2,12,9,4,3,0
249,6,1,5,2,1,1,1
250,4,1,5,3,1,2,2
251,2,2,10,8,3,1,2
252,3,2,7,4,6,1,2
253,1,1,5,2,5,1,2
254,9,2,3,1,6,2,0
255,1,1,5,5,6,1,1
256,1,1,8,1,5,1,1
257,6,2,10,6,1,1,2
258,8,1,7,8,3,3,1
259,1,1,1,9,6,1,2
260,2,2,7,2,5,1,1
261,9,2,10,3,6,1,1
262,2,1,4,0,4,1,0
263,9,2,3,4,4,1,1
264,9,2,5,7,1,3,0
265,1,2,8,7,1,1,1
266,1,1,9,4,4,2,0
267,1,1,9,5,1,1,2
268,2,2,6,3,3,1,2
269,1,1,7,4,6,1,2
270,1,1,5,3,1,1,0
271,8,1,1,0,5,1,1
272,2,1,6,3,6,2,2
273,1,2,7,0,5,1,0
274,9,2,5,2,2,3,1
275,2,2,6,1,4,1,2
276,1,2,5,8,1,1,1
277,1,1,10,4,1,2,0
278,2,2,4,6,5,1,2
279,1,2,2,3,6,1,1
280,8,1,10,5,6,1,1
281,1,1,8,8,3,2,0
282,1,1,7,6,6,1,0
283,1,1,7,2,1,1,0
284,1,1,5,4,6,1,0
285,1,2,6,5,5,3,1
286,5,2,6,4,1,1,0
287,1,1,6,0,4,1,1
288,6,2,9,6,6,2,0
289,1,1,8,5,1,1,1
290,1,1,5,4,6,2,0
291,3,1,5,6,3,3,0
292,1,2,7,3,2,3,0
293,1,1,7,5,1,1,0
294,1,2,5,3,3,1,0
295,9,1,3,8,2,1,0
296,1,2,4,7,5,3,0
297,1,1,4,6,1,1,1
298,1,2,6,8,2,2,0
299,1,1,10,3,1,3,1
300,1,2,5,3,1,1,0
301,1,2,10,9,2,1,1
302,2,1,4,8,2,2,0
303,2,1,3,7,1,3,1
304,5,2,7,4,1,1,1
305,1,2,5,2,1,1,1
306,1,1,9,9,1,1,1
307,1,2,7,7,1,1,1
308,2,1,8,1,5,1,0
309,2,1,4,6,6,1,1
310,1,2,10,4,1,1,0
311,2,2,10,9,3,2,2
312,9,1,5,3,1,1,0
313,1,2,7,3,1,1,1
314,7,2,9,6,5,3,1
315,2,2,3,5,3,1,0
316,8,1,1,6,6,3,0
317,1,2,5,4,1,1,2
318,1,2,4,1,1,1,1
319,1,1,5,8,5,1,1
320,1,2,7,2,6,1,2
321,1,1,10,4,6,2,1
322,1,2,5,6,4,1,1
323,1,2,9,1,4,1,2
324,9,2,4,8,1,2,0
325,1,2,11,6,5,1,2
326,5,2,5,5,1,2,0
327,8,1,4,9,4,1,0
328,9,2,10,8,6,1,0
329,6,2,4,9,6,1,2
330,8,2,2,4,6,1,2
331,8,2,6,3,2,1,1
332,8,2,4,2,6,1,1
333,1,2,5,0,3,3,2
334,1,2,7,9,1,1,1
335,1,2,5,3,4,1,2
336,8,2,11,2,5,3,0
337,1,1,5,6,1,2,1
338,9,2,7,2,3,1,1
339,1,2,5,9,6,1,1
340,1,1,6,5,1,2,1
341,5,1,6,4,1,1,0
342,9,1,5,9,3,2,0
343,5,1,9,2,1,1,1
344,7,1,6,5,2,1,1
345,2,2,4,2,5,1,1
346,1,2,5,2,5,1,2
347,8,1,6,2,5,1,2
348,1,2,2,8,6,1,1
349,6,1,7,3,5,1,1
350,1,1,10,9,3,3,0
351,9,2,5,4,3,3,0
352,1,2,10,8,4,3,2
353,1,1,6,1,2,1,1
354,5,1,12,4,4,1,1
355,1,1,2,5,2,1,1
356,1,2,8,2,4,2,2
357,1,2,8,1,5,3,0
358,9,1,6,1,3,3,2
359,1,1,5,6,1,2,0
360,2,2,8,6,6,1,1
361,1,2,1,4,2,1,1
362,2,2,6,2,1,1,0
363,1,2,6,3,3,1,0
364,1,1,7,3,4,3,0
365,9,1,7,3,1,1,0
366,2,2,5,4,4,1,0
367,1,1,5,1,1,1,1
368,1,1,7,5,1,3,2
369,1,2,9,1,4,1,1
370,2,2,5,1,3,1,2
371,1,2,5,3,1,2,1
372,1,1,7,8,1,1,2
373,1,2,6,2,6,1,2
374,1,2,5,8,6,1,0
375,1,2,2,2,1,2,0
376,2,2,6,5,2,3,0
377,8,1,1,5,2,3,1
378,1,2,8,9,3,2,0
379,2,2,2,8,6,1,0
380,6,1,7,9,4,1,2
381,1,1,4,4,5,2,0
382,1,2,11,5,4,3,1
383,2,2,11,2,5,2,0
384,1,1,10,9,5,1,2
385,8,1,4,7,5,1,1
386,1,2,7,8,5,1,1
387,1,1,5,3,1,3,0
388,1,2,9,2,1,3,0
389,8,1,6,1,3,2,0
390,9,2,2,6,6,2,0
391,1,1,4,0,4,1,1
392,1,1,2,1,5,1,2
393,1,2,5,5,5,3,1
394,2,2,8,6,6,1,1
395,1,1,7,5,1,1,0
396,8,1,7,3,4,1,1
397,2,2,8,0,6,1,2
398,1,2,3,3,4,1,0
399,8,2,5,5,5,3,0
400,1,1,5,5,3,1,0
401,1,2,5,5,6,1,1
402,1,1,7,4,5,1,1
403,1,2,3,2,1,3,0
404,7,2,3,8,5,3,0
405,9,2,5,1,1,1,1
406,1,1,7,1,1,1,0
407,1,2,3,2,2,3,2
408,1,2,9,1,2,2,0
409,1,2,5,2,1,1,1
410,1,1,6,2,3,1,2
411,5,2,10,6,2,1,0
412,1,1,5,3,1,1,1
413,1,1,4,0,4,1,1
414,1,1,3,9,1,1,1
415,9,2,9,8,6,2,1
416,1,2,10,9,6,3,0
417,1,2,7,1,1,1,1
418,1,2,4,7,4,3,0
419,1,1,5,7,4,3,2
420,8,1,2,7,1,1,1
421,1,2,5,5,5,1,1
422,1,2,8,4,5,1,0
423,7,1,6,4,5,1,1
424,9,2,8,6,5,3,0
425,6,2,8,5,4,1,0
426,1,1,3,7,1,3,0
427,2,1,5,2,4,3,2
428,1,2,6,3,6,1,0
429,1,1,5,7,1,1,1
430,1,2,6,9,2,1,1
431,1,2,6,7,1,1,1
432,1,2,5,4,1,2,2
433,1,1,6,2,3,1,1
434,1,2,5,5,6,1,2
435,2,1,5,4,3,1,0
436,1,1,5,5,1,1,0
437,6,1,5,5,1,1,0
438,1,2,3,3,6,1,0
439,1,1,6,4,1,1,0
440,2,2,8,2,3,1,1
441,1,1,5,4,5,2,0
442,1,1,6,0,1,1,2
443,1,2,7,3,6,1,1
444,1,2,12,9,2,3,0
445,3,2,3,4,3,1,2
446,6,1,12,9,1,1,1
447,5,2,9,9,2,3,2
448,9,1,5,0,2,1,0
449,8,2,8,7,3,3,0
450,9,2,12,7,5,1,1
451,1,1,5,5,4,1,2
452,1,1,7,1,4,1,2
453,1,2,2,0,3,3,2
454,6,2,5,4,2,1,1
455,1,1,5,3,6,2,2
456,2,1,8,7,4,3,0
457,2,1,2,2,6,3,0
458,2,2,12,5,3,1,2
459,9,2,10,7,1,3,0
460,1,2,9,1,1,1,1
461,6,2,8,4,6,1,0
462,9,1,5,5,4,2,1
463,1,2,7,3,4,3,2
464,1,2,11,9,2,3,1
465,8,2,5,6,4,2,0
466,5,2,1,4,2,1,0
467,1,1,9,7,2,1,2
468,1,1,7,3,4,2,0
469,2,2,6,4,1,1,0
470,8,1,7,4,2,3,0
471,9,1,2,7,4,1,1
472,9,2,7,4,1,1,2
473,1,1,12,4,3,1,0
474,9,1,5,0,1,1,1
475,1,1,1,5,4,1,2
476,1,2,2,1,4,2,0
477,1,1,5,5,3,2,1
478,8,1,7,7,6,1,1
479,2,2,7,0,1,1,2
480,1,1,9,5,4,1,1
481,1,1,2,0,2,2,0
482,1,1,5,7,1,1,2
483,1,2,5,3,6,3,0
484,1,1,10,7,2,3,2
485,1,2,12,6,1,1,2
486,2,2,5,5,2,1,2
487,6,2,7,4,3,3,1
488,1,2,7,5,5,3,0
489,1,1,7,1,2,1,0
490,2,1,5,3,1,3,0
491,9,2,5,4,4,2,2
492,1,1,5,5,4,1,1
493,7,2,6,3,4,2,0
494,7,2,6,2,5,1,0
495,1,1,3,9,2,1,1
496,1,1,7,2,1,2,1
497,1,1,6,8,4,1,1
498,1,2,7,2,6,2,2
499,1,2,8,2,3,1,0
500,1,1,1,1,2,1,0
501,9,1,7,6,1,1,2
502,1,1,6,1,1,1,0
503,5,1,1,6,4,1,2
504,9,2,5,6,1,3,0
505,1,2,10,0,3,2,0
506,1,2,4,6,1,1,1
507,1,2,12,3,4,3,1
508,3,1,3,3,6,2,0
509,1,1,5,3,1,3,0
510,2,1,1,1,4,1,2
511,8,1,9,6,2,1,0
512,2,2,1,7,2,1,2
513,1,2,5,5,1,1,2
514,7,1,5,9,1,1,1
515,1,2,6,3,5,1,1
516,1,1,5,3,5,3,0
517,1,1,10,4,4,3,0
518,7,1,6,8,6,1,1
519,8,1,5,3,2,1,2
520,1,2,8,2,6,1,0
521,2,2,8,7,6,1,1
522,2,1,8,0,3,1,1
523,2,2,2,9,3,1,1
524,9,2,2,4,4,2,0
525,1,2,6,4,1,2,0
526,1,1,5,0,3,1,1
527,1,2,4,0,3,1,0
528,8,2,8,4,1,3,0
529,2,1,12,9,2,2,1
530,1,2,7,0,2,3,2
531,1,1,3,4,4,1,2
532,1,1,8,1,6,2,0
533,1,1,5,0,1,1,1
534,1,1,6,3,3,1,2
535,1,1,6,8,5,1,1
536,1,2,3,7,4,1,2
537,1,1,5,2,2,1,1
538,1,2,2,0,4,3,1
539,2,1,10,7,1,1,0
540,1,2,9,3,5,1,1
541,5,1,4,4,2,1,1
542,1,2,12,9,5,1,1
543,7,1,6,0,3,1,0
544,1,2,6,9,4,1,1
545,1,2,7,5,6,3,1
546,9,1,5,4,6,3,0
547,1,2,7,3,4,1,1
548,1,2,7,3,1,1,0
549,9,1,5,7,1,2,1
550,1,1,6,3,4,1,1
551,9,2,9,8,4,2,0
552,1,2,5,3,6,2,1
553,8,1,4,3,2,1,0
554,9,2,5,8,6,2,1
555,9,1,10,2,4,3,0
556,1,2,6,1,6,1,2
557,1,2,5,0,6,1,0
558,1,1,3,0,6,1,1
559,1,1,6,4,6,2,0
560,6,2,7,2,1,1,0
561,1,1,5,5,4,3,1
562,2,2,2,6,4,1,0
563,1,2,3,2,2,1,1
564,2,1,10,8,6,1,0
565,1,2,4,2,6,3,0
566,6,1,5,4,1,1,1
567,1,1,5,7,1,2,0
568,8,1,12,9,6,1,1
569,1,1,5,6,4,1,2
570,2,2,5,3,1,2,1
571,1,1,7,3,1,3,0
572,1,2,8,2,1,1,0
573,2,1,5,3,1,3,2
574,9,1,5,4,1,1,0
575,5,1,8,0,3,1,2
576,1,2,3,8,4,2,0
577,1,2,5,1,1,1,2
578,1,2,5,4,6,3,0
579,1,1,5,9,6,1,2
580,1,2,6,9,5,3,2
581,8,2,3,5,6,1,1
582,9,2,6,7,2,3,1
583,1,1,5,0,5,1,1
584,1,1,5,0,1,1,2
585,1,2,6,7,4,3,0
586,1,2,3,6,6,3,0
587,2,1,4,8,1,3,1
588,1,1,6,5,4,1,1
589,8,2,8,8,1,1,1
590,1,2,7,5,4,3,1
591,1,1,6,1,4,3,1
592,1,1,3,2,3,1,1
593,1,2,6,8,4,1,2
594,1,2,9,4,4,3,1
595,1,2,8,0,1,3,0
596,1,2,5,2,2,3,0
597,1,2,7,9,2,1,2
598,2,1,10,2,3,1,0
599,1,2,5,3,4,1,1
600,1,2,2,1,5,1,0
601,1,1,5,1,1,1,2
602,2,1,4,4,2,1,1
603,1,2,12,6,4,2,0
604,1,1,4,0,2,1,1
605,8,2,5,8,3,3,0
606,1,1,3,3,6,1,0
607,6,1,11,2,6,1,1
608,2,2,6,9,6,1,1
609,8,2,5,3,4,3,2
610,8,2,8,2,3,3,0
611,1,1,6,3,1,1,1
612,2,1,4,2,2,1,1
613,1,2,7,6,1,3,1
614,1,1,5,1,6,1,0
615,1,2,7,7,1,1,2
616,1,2,9,6,1,3,1
617,1,1,5,8,1,3,1
618,9,1,5,6,4,2,2
619,1,1,7,0,3,1,0
620,1,1,6,6,3,2,1
621,1,1,8,2,1,3,0
622,1,1,6,7,2,3,0
623,2,2,11,3,5,2,2
624,2,1,7,3,4,3,0
625,1,1,6,5,4,1,1
626,1,1,6,2,6,1,1
627,5,2,1,3,2,1,1
628,3,2,5,6,6,1,0
629,1,1,2,2,6,1,2
630,6,1,10,6,6,2,2
631,1,1,5,0,4,1,0
632,6,2,6,8,5,1,0
633,1,2,5,8,3,1,1
634,9,1,5,9,4,1,1
635,1,1,6,9,1,1,1
636,1,1,5,1,2,3,0
637,2,2,3,1,3,1,1
638,2,1,5,2,4,1,1
639,1,1,7,3,3,2,0
640,1,2,4,2,6,1,0
641,1,1,5,4,3,2,0
642,1,2,4,5,6,1,0
643,1,2,7,4,1,1,2
644,1,1,5,6,1,1,1
645,2,2,7,4,3,1,1
646,1,1,5,4,3,1,0
647,2,2,2,2,6,1,1
648,8,2,11,5,2,3,0
649,1,2,5,5,1,1,2
650,9,2,9,9,4,1,1
651,1,2,8,1,6,1,2
652,1,1,4,9,1,1,1
653,1,1,5,5,2,1,1
654,1,1,8,2,4,1,2
655,8,1,8,2,3,1,2
656,1,1,7,3,1,1,1
657,1,1,5,0,6,1,1
658,1,2,5,1,4,2,1
659,2,2,2,6,1,1,2
660,2,1,9,8,3,3,0
661,1,1,5,4,6,1,0
662,1,1,7,5,6,2,0
663,1,2,5,8,1,1,0
664,5,1,5,0,4,1,1
665,1,1,5,8,1,1,1
666,1,2,7,5,4,3,0
667,1,2,5,0,6,3,0
668,8,1,8,4,1,3,0
669,1,1,3,9,4,1,1
670,1,1,5,9,4,1,1
671,1,1,7,0,6,1,0
672,1,1,8,6,3,1,1
673,1,2,6,9,5,1,1
674,3,2,7,3,6,1,1
675,8,2,1,8,2,1,1
676,1,2,1,3,5,1,2
677,9,2,5,4,3,3,0
678,1,1,5,4,1,1,0
679,1,2,5,5,3,1,1
680,9,2,5,7,1,1,1
681,8,1,10,9,3,1,1
682,7,2,7,4,4,3,2
683,7,1,7,1,5,1,0
684,1,2,10,8,5,2,0
685,1,1,7,7,2,2,0
686,8,1,3,2,5,3,0
687,1,1,10,4,3,1,0
688,1,2,7,7,6,2,2
689,1,1,5,4,1,1,1
690,1,2,7,1,2,2,0
691,2,2,7,1,5,1,2
692,9,2,5,6,6,1,0
693,2,2,6,4,1,1,1
694,1,2,1,8,5,2,0
695,1,1,5,0,1,3,0
696,1,2,2,1,2,1,2
697,1,1,7,6,4,1,0
698,8,1,10,5,3,1,2
699,9,2,6,0,3,1,1
700,1,1,7,4,5,1,0
701,1,2,7,4,6,1,2
702,2,1,3,4,4,3,2
703,1,1,7,0,5,1,1
704,1,1,6,1,2,1,2
705,8,2,1,4,3,3,1
706,1,2,2,1,4,1,2
707,7,1,7,0,5,1,1
708,1,2,5,8,1,3,1
709,8,1,8,5,4,3,2
710,1,2,6,6,3,1,1
711,1,1,6,0,3,1,2
712,1,1,6,3,3,1,0
713,9,2,7,3,1,3,0
714,1,2,5,0,1,2,0
715,9,2,2,7,2,1,1
716,1,2,7,8,3,3,0
717,2,1,10,9,4,1,0
718,1,2,8,0,2,1,2
719,7,1,4,2,2,1,1
720,1,1,8,7,5,1,2
721,6,2,7,1,6,1,0
722,1,2,7,1,1,1,1
723,1,1,9,4,1,3,0
724,1,2,4,2,2,1,2
725,1,1,5,4,5,3,1
726,1,2,7,3,1,3,1
727,1,2,8,5,1,1,1
728,1,2,5,1,2,2,0
729,5,2,5,2,2,1,1
730,8,2,8,7,6,1,1
731,5,1,7,4,5,1,2
732,9,2,5,4,5,2,2
733,1,1,8,5,1,3,0
734,1,2,4,9,6,1,1
735,1,1,4,6,3,3,1
736,1,1,7,1,4,1,2
737,2,2,5,5,6,2,1
738,7,2,5,5,5,1,1
739,5,1,7,2,2,1,2
740,1,1,8,9,6,2,0
741,1,2,1,9,2,1,0
742,6,2,7,0,6,3,2
743,8,2,4,5,1,3,1
744,1,2,5,2,1,2,2
745,2,1,7,6,4,2,1
746,1,1,7,2,1,2,0
747,2,2,5,2,4,3,2
748,8,2,5,5,3,2,0
749,1,1,4,0,2,3,1
750,6,1,4,7,4,1,0
751,2,2,7,3,5,2,0
752,1,1,8,8,6,1,0
753,5,1,11,6,6,1,2
754,1,2,11,9,2,3,2
755,2,2,9,5,1,3,2
756,1,2,8,4,3,1,2
757,1,1,5,6,3,3,0
758,2,1,5,4,1,1,1
759,1,1,5,7,2,1,1
760,1,2,4,2,2,2,0
761,1,2,7,9,2,2,0
762,9,2,7,3,6,2,2
763,2,2,7,3,5,1,1
764,1,1,7,9,3,1,1
765,8,1,3,2,5,1,1
766,1,2,5,1,3,1,1
767,1,1,10,7,3,1,0
768,4,1,10,8,4,1,1
769,1,1,8,6,1,1,2
770,9,2,8,0,1,1,1
771,5,1,7,0,3,1,0
772,1,2,4,4,6,1,2
773,9,2,6,2,3,2,2
774,1,1,5,4,6,2,0
775,2,1,8,8,3,1,1
776,1,2,5,4,1,1,1
777,5,1,12,7,4,2,0
778,1,1,9,6,2,1,0
779,2,1,5,0,1,1,1
780,1,2,5,0,2,1,1
781,1,2,10,7,2,3,0
782,9,2,5,5,6,3,0
783,1,2,4,7,1,1,0
784,1,1,5,2,6,2,2
785,1,2,5,4,3,3,2
786,1,1,7,8,6,1,1
787,1,1,5,3,1,1,0
788,1,2,7,7,2,3,0
789,1,2,5,0,2,1,1
790,1,1,8,5,4,2,1
791,1,1,8,0,3,3,0
792,1,2,5,4,4,3,2
793,1,2,8,4,4,1,2
794,5,1,8,0,2,3,1
795,1,2,7,6,1,1,1
796,1,1,7,7,2,2,0
797,1,2,5,3,3,1,2
798,1,2,9,8,3,1,0
799,1,1,6,9,5,2,0
800,1,2,5,2,2,1,2
801,1,2,9,6,6,3,2
802,1,2,8,5,3,2,0
803,9,1,5,7,1,3,2
804,2,2,7,8,4,1,1
805,1,1,3,9,5,2,0
806,1,1,5,5,1,3,0
807,1,1,5,4,1,1,0
808,1,2,6,6,4,3,0
809,1,2,5,4,2,1,1
810,1,2,8,5,4,1,0
811,5,2,7,0,1,3,0
812,1,1,5,3,6,1,2
813,8,2,7,0,5,1,2
814,1,1,5,6,4,1,1
815,2,2,5,7,1,3,2
816,2,2,6,6,1,1,1
817,6,1,5,2,5,1,0
818,1,1,6,6,4,1,2
819,1,2,1,4,6,3,0
820,1,1,7,2,2,1,1
821,1,2,8,0,4,2,0
822,1,2,2,8,5,1,1
823,1,1,5,6,2,1,0
824,1,2,8,7,3,2,1
825,1,2,11,6,5,2,0
826,1,1,5,4,3,1,0
827,9,2,12,5,6,1,1
828,9,2,8,4,4,3,1
829,1,2,5,1,1,1,1
830,8,2,6,7,3,1,1
831,1,2,1,3,5,3,1
832,1,1,7,4,3,1,2
833,1,1,3,7,3,1,1
834,1,1,4,3,6,1,1
835,8,1,9,2,2,1,1
836,1,1,9,6,4,2,1
837,9,1,5,3,1,3,1
838,4,1,8,8,1,3,2
839,1,2,5,0,1,2,0
840,1,2,4,4,6,1,1
841,1,2,5,3,1,2,0
842,1,2,4,5,1,1,2
843,1,1,7,2,6,3,1
844,1,1,4,4,6,1,1
845,1,1,7,1,4,1,0
846,1,2,7,3,6,2,2
847,8,2,10,4,2,1,0
848,1,2,6,6,3,1,0
849,1,2,7,5,6,3,1
850,1,1,7,9,5,1,2
851,1,1,2,7,6,3,0
852,1,1,5,2,3,1,2
853,9,1,5,7,5,2,1
854,7,1,8,3,6,1,2
855,1,2,11,8,4,1,2
856,2,1,6,9,4,2,0
857,1,1,6,4,3,1,2
858,1,2,5,4,3,1,2
859,9,2,4,3,4,3,2
860,1,2,10,6,5,3,2
861,1,2,4,0,4,2,0
862,2,1,5,8,4,3,1
863,9,1,6,4,4,3,2
864,1,2,3,6,1,2,1
865,1,2,6,3,6,1,1
866,1,2,6,3,1,1,0
867,1,1,9,1,6,2,0
868,6,2,9,7,6,3,2
