,SEX,RAC1P,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
179,1,2,2,1,1,1,1
180,1,1,5,6,7,1,0
181,1,1,5,3,0,1,0
182,1,8,3,5,3,1,0
183,1,1,5,1,6,1,0
184,1,1,4,4,7,1,0
185,1,5,7,5,6,1,0
186,2,1,5,6,5,3,2
187,1,1,8,4,5,1,0
188,1,1,3,1,1,1,1
189,1,7,2,3,6,2,0
190,1,6,7,5,9,2,2
191,1,8,6,2,4,1,2
192,1,1,4,3,0,1,1
193,1,1,5,1,6,1,0
194,2,3,9,1,0,1,0
195,2,1,8,1,5,1,0
196,2,6,1,3,4,1,2
197,2,2,3,1,1,1,0
198,1,1,4,5,9,2,2
199,2,1,7,6,7,2,1
200,2,1,8,4,5,1,0
201,1,1,5,1,6,1,0
202,1,8,7,3,1,1,2
203,1,8,7,5,2,1,2
204,1,1,3,1,0,1,0
205,2,1,1,2,6,1,2
206,2,9,7,2,1,1,1
207,1,8,11,1,1,1,0
208,2,1,7,1,8,1,0
209,2,9,3,4,1,1,0
210,2,1,3,1,1,1,1
211,2,1,9,1,3,1,0
212,2,1,7,6,2,1,2
213,2,1,2,2,1,1,1
214,1,2,11,3,9,1,0
215,1,1,3,2,1,1,1
216,1,8,3,1,7,1,1
217,1,6,8,1,7,1,0
218,2,5,4,5,1,1,1
219,2,2,4,4,9,1,0
220,1,5,7,4,4,1,2
221,1,1,5,1,2,1,1
222,1,1,7,6,1,1,0
223,2,1,3,2,0,1,1
224,1,1,7,6,8,2,2
225,1,2,3,2,1,1,0
226,2,1,5,6,4,1,2
227,1,1,6,2,3,1,1
228,1,1,1,1,9,1,2
229,1,1,5,1,0,1,2
230,1,1,6,6,8,1,0
231,2,2,3,1,1,1,1
232,1,1,5,6,8,1,2
233,1,8,1,2,6,1,2
234,1,1,7,6,3,3,1
235,2,1,8,6,0,1,2
236,2,1,5,4,3,2,0
237,1,1,4,4,4,2,0
238,2,1,8,6,7,1,2
239,2,6,8,6,1,1,2
240,2,1,3,2,1,1,1
241,1,2,1,1,1,1,0
242,2,1,3,3,6,1,2
243,2,1,3,2,0,1,0
244,2,9,10,6,2,1,0
245,2,1,2,1,1,1,1
246,1,1,9,6,5,1,2
247,1,6,1,3,5,1,1
248,1,1,5,6,6,1,0
249,1,5,1,1,8,1,0
250,1,1,7,6,0,3,1
251,1,1,6,1,6,1,2
252,2,1,10,1,5,1,0
253,1,1,2,2,1,1,1
254,2,1,7,2,2,1,2
255,1,1,3,2,1,1,0
256,1,1,7,3,3,1,2
257,1,2,2,2,1,1,1
258,1,9,8,6,3,1,2
259,1,1,5,1,7,1,1
260,1,1,3,2,0,1,2
261,2,1,2,1,1,1,1
262,2,1,5,1,6,1,0
263,1,9,2,1,1,1,0
264,2,9,5,6,6,3,2
265,1,1,8,1,8,1,2
266,1,1,3,2,1,1,0
267,2,1,3,6,0,1,2
268,1,9,11,2,1,1,0
269,1,1,3,2,5,1,2
270,1,9,2,5,4,3,2
271,2,1,7,6,6,1,0
272,1,8,10,6,7,1,2
273,2,2,3,1,0,1,0
274,1,1,6,5,2,1,1
275,2,6,2,6,3,1,0
276,1,1,3,2,1,1,1
277,1,1,1,2,3,2,1
278,2,1,6,1,6,1,2
279,1,1,5,2,9,1,0
280,1,1,9,5,6,2,1
281,2,2,3,1,0,1,0
282,2,2,8,3,0,1,2
283,2,1,10,6,8,2,1
284,2,1,9,3,0,1,0
285,1,1,9,6,6,1,2
286,1,1,7,6,8,1,0
287,2,6,8,2,5,1,2
288,2,1,5,1,7,1,1
289,2,1,2,1,0,1,0
290,1,8,8,1,3,1,0
291,2,1,5,6,4,3,2
292,1,1,3,1,1,1,0
293,2,1,9,6,7,3,1
294,2,1,7,5,2,1,2
295,2,6,3,2,1,1,0
296,2,1,3,2,1,1,1
297,1,1,4,2,4,1,2
298,1,1,5,1,0,1,2
299,2,1,5,6,6,1,2
300,1,1,5,6,5,3,2
301,1,9,6,6,9,1,2
302,1,1,3,1,1,1,0
303,2,2,7,1,6,1,2
304,1,9,8,3,5,1,0
305,1,9,7,3,6,1,0
306,2,1,3,1,4,1,1
307,1,1,4,1,7,1,2
308,1,9,1,2,9,1,2
309,2,9,3,1,0,1,0
310,1,1,5,5,1,1,2
311,2,1,8,6,1,1,2
312,2,2,6,6,3,1,2
313,1,9,1,1,7,1,0
314,1,1,7,1,7,1,1
315,1,1,3,3,4,1,0
316,1,1,3,1,1,1,1
317,2,9,8,1,8,1,0
318,1,2,3,1,1,1,1
319,1,1,4,1,3,1,0
320,2,1,5,1,1,1,0
321,2,1,5,5,9,2,2
322,1,1,2,5,1,1,1
323,1,2,2,2,1,1,1
324,1,1,6,5,0,1,0
325,1,2,5,3,4,3,0
326,1,1,7,1,3,1,1
327,2,2,4,4,7,1,1
328,1,1,3,2,1,1,1
329,1,1,1,4,1,3,0
330,2,1,7,2,1,1,0
331,1,2,11,3,5,1,0
332,1,1,8,2,4,1,1
333,1,1,4,3,6,1,0
334,2,9,12,4,0,1,0
335,2,1,6,2,0,1,2
336,2,2,3,1,1,1,0
337,1,1,8,6,2,1,2
338,1,8,6,1,8,1,2
339,1,1,6,1,4,1,2
340,1,1,8,6,3,2,2
341,2,2,4,4,6,1,0
342,1,9,4,1,8,1,2
343,1,1,6,2,0,1,0
344,2,1,5,5,6,1,0
345,2,1,5,4,9,1,1
346,2,8,1,2,1,1,1
347,1,1,8,6,5,1,0
348,2,1,5,4,7,1,0
349,1,5,9,1,0,1,1
350,1,9,3,1,1,1,0
351,1,8,10,5,9,1,1
352,1,1,8,5,6,1,2
353,1,1,8,2,5,1,1
354,1,1,3,1,0,1,0
355,2,1,9,1,1,1,0
356,2,1,8,6,3,2,2
357,1,6,3,1,1,1,0
358,2,1,5,2,7,1,2
359,1,1,7,4,0,1,0
360,2,6,12,1,4,1,0
361,2,1,8,1,0,1,2
362,1,1,5,4,5,1,0
363,1,2,3,6,3,1,1
364,1,1,3,1,1,1,0
365,1,8,1,1,8,1,2
366,1,6,1,5,9,1,0
367,1,2,7,4,5,3,0
368,1,1,5,6,6,1,2
369,1,1,3,2,1,2,0
370,2,8,1,2,7,1,0
371,1,1,2,5,4,1,2
372,1,8,8,6,8,1,2
373,2,6,5,6,7,1,0
374,2,1,2,1,1,1,1
375,1,8,2,2,6,1,2
376,1,1,3,1,0,1,0
377,2,2,7,2,1,1,2
378,1,8,5,6,3,1,1
379,2,1,3,1,1,1,1
380,2,1,3,1,1,1,0
381,2,1,3,2,1,1,1
382,1,2,1,3,3,1,2
383,2,1,2,2,1,1,0
384,2,2,1,2,1,1,1
385,2,1,6,3,7,1,0
386,1,8,1,4,0,1,2
387,1,1,4,1,3,1,0
388,1,1,3,3,1,1,0
389,2,9,1,1,9,1,0
390,2,2,1,2,1,1,0
391,1,1,5,3,6,1,0
392,1,8,12,2,9,1,0
393,1,1,8,2,0,1,1
394,2,1,9,1,7,1,0
395,2,1,9,5,8,1,2
396,1,1,9,5,7,1,1
397,1,9,2,1,6,1,0
398,1,1,5,1,5,1,0
399,1,5,9,4,3,1,1
400,2,1,6,6,3,3,2
401,1,1,4,3,7,1,1
402,1,1,3,1,1,1,1
403,1,1,4,2,2,1,0
404,1,1,3,1,1,1,0
405,1,1,4,2,0,1,1
406,1,6,3,1,1,1,0
407,2,5,1,4,6,1,1
408,1,1,2,1,1,1,1
409,2,6,3,2,1,1,1
410,2,9,3,2,9,1,0
411,1,1,2,1,1,1,0
412,1,1,8,2,5,1,2
413,1,1,6,1,2,1,0
414,1,1,4,1,7,1,0
415,2,2,7,5,6,1,2
416,1,2,12,6,6,3,2
417,1,1,2,1,5,1,0
418,1,1,3,1,8,1,2
419,2,1,7,1,1,1,0
420,2,1,7,2,0,3,0
421,1,1,8,1,1,1,0
422,1,6,2,2,1,1,1
423,2,2,8,1,7,1,0
424,1,1,6,1,9,1,1
425,1,1,7,6,6,1,1
426,1,1,8,5,7,1,0
427,2,1,7,6,9,1,1
428,1,9,7,6,2,3,1
429,1,1,6,1,8,1,2
430,1,1,6,1,9,1,0
431,2,1,1,2,0,1,0
432,1,6,6,6,5,3,1
433,1,6,5,1,9,1,0
434,1,1,3,2,1,1,0
435,2,1,8,2,9,1,0
436,1,9,1,2,0,1,0
437,1,1,5,6,6,1,1
438,1,1,5,3,6,1,0
439,2,1,8,2,6,1,0
440,1,2,8,1,6,1,0
441,2,2,7,5,2,1,2
442,2,1,5,5,5,1,2
443,1,1,6,3,6,1,0
444,1,2,5,6,2,1,2
445,1,1,6,2,2,1,1
446,2,2,1,2,0,1,0
447,1,1,5,1,6,1,1
448,2,1,5,1,5,1,2
449,1,1,8,4,2,1,2
450,1,1,3,1,1,1,1
451,1,1,3,1,7,1,1
452,1,1,8,3,0,1,0
453,1,1,5,4,0,1,1
454,1,1,6,3,8,1,0
455,2,2,4,6,3,3,2
456,1,1,3,1,1,1,0
457,1,2,5,2,8,1,0
458,2,1,3,2,0,2,0
459,1,1,2,6,6,1,2
460,1,1,4,5,8,1,1
461,2,1,7,5,3,3,1
462,1,6,9,6,7,3,2
463,1,1,8,6,4,1,2
464,2,1,3,4,7,1,2
465,1,8,10,1,3,1,0
466,2,1,5,4,9,1,0
467,2,2,4,5,1,3,0
468,1,1,8,6,6,1,1
469,1,1,6,6,3,3,1
470,2,1,1,2,1,1,1
471,2,1,3,2,1,1,0
472,2,2,2,1,0,2,0
473,1,1,3,2,1,1,0
474,1,8,10,3,9,1,1
475,1,1,3,1,1,1,1
476,1,1,10,3,0,2,0
477,1,1,3,6,3,3,2
478,2,2,11,1,7,1,0
479,2,2,1,3,6,1,1
480,1,1,3,1,1,1,0
481,2,6,3,6,9,1,0
482,2,1,8,2,6,3,0
483,1,1,7,1,0,1,1
484,2,1,7,4,5,1,2
485,2,1,7,2,3,1,1
486,2,1,5,2,1,1,2
487,2,1,8,6,9,1,2
488,1,1,8,4,5,1,2
489,2,5,3,3,6,1,0
490,1,5,8,2,8,2,0
491,2,1,6,6,2,2,1
492,1,7,1,1,8,1,1
493,2,1,7,1,8,1,2
494,2,1,4,1,8,1,0
495,1,1,4,4,2,1,0
496,1,1,8,5,7,1,0
497,2,1,8,2,5,3,0
498,1,1,8,6,3,3,2
499,2,1,6,3,6,1,0
500,1,1,5,2,7,1,0
501,1,8,3,2,0,1,0
502,2,1,10,4,1,1,0
503,2,1,5,2,6,1,2
504,1,1,4,2,6,1,1
505,1,1,3,2,1,1,0
506,1,1,6,3,7,1,1
507,2,8,5,5,1,3,2
508,2,6,6,1,5,1,1
509,1,1,4,3,8,1,1
510,1,1,1,1,1,1,1
511,2,1,8,6,3,3,1
512,1,9,8,4,4,1,1
513,1,2,3,2,1,1,1
514,1,1,9,2,0,1,0
515,2,6,12,5,9,1,0
516,1,8,6,2,3,1,1
517,2,1,1,2,1,1,1
518,2,9,6,1,1,1,0
519,1,1,7,2,7,1,0
520,1,2,6,6,5,1,2
521,2,1,2,2,1,1,1
522,2,2,4,3,8,1,0
523,1,1,8,1,3,1,2
524,1,2,3,3,5,1,2
525,1,1,5,1,8,1,0
526,2,1,5,6,5,1,0
527,1,9,3,2,1,1,1
528,1,8,7,6,1,3,2
529,1,1,7,5,1,1,0
530,1,1,4,4,5,3,0
531,1,1,4,5,6,1,2
532,1,1,8,4,9,1,0
533,2,1,1,1,0,1,1
534,2,1,8,6,5,1,0
535,2,1,10,6,5,1,0
536,1,1,4,5,5,1,0
537,1,1,3,1,1,1,1
538,1,1,5,6,4,1,2
539,2,1,7,6,5,1,2
540,1,6,2,1,1,1,0
541,1,2,8,1,6,1,0
542,2,1,7,2,3,1,2
543,2,9,6,6,5,1,0
544,1,1,3,5,2,1,2
545,1,9,5,6,1,1,2
546,1,1,4,5,9,1,2
547,1,6,7,5,6,2,0
548,1,5,11,4,0,1,0
549,1,1,9,6,8,1,2
550,1,1,3,1,1,1,1
551,1,1,7,2,2,1,2
552,1,1,5,6,0,2,1
553,2,1,9,1,6,1,0
554,2,1,5,6,0,3,2
555,1,1,3,2,1,1,1
556,1,9,5,6,2,1,1
557,2,2,12,1,5,1,0
558,1,1,5,1,9,1,0
559,1,1,4,6,0,1,1
560,2,1,5,5,7,1,2
561,2,1,7,4,1,3,0
562,2,1,3,4,9,1,2
563,1,1,4,1,9,1,0
564,1,1,2,1,0,1,0
565,2,1,5,1,7,1,0
566,1,1,3,2,8,1,2
567,1,1,6,3,3,2,0
568,1,1,2,2,1,1,0
569,1,1,1,4,7,2,0
570,2,8,1,1,0,1,2
571,1,1,4,6,4,1,2
572,1,6,3,1,1,1,1
573,2,1,7,6,1,3,1
574,1,1,9,6,6,3,1
575,2,1,3,2,1,1,1
576,1,1,6,3,2,2,1
577,1,5,10,3,3,1,0
578,1,2,8,2,3,2,0
579,2,1,7,4,6,1,0
580,2,1,7,6,5,1,2
581,2,1,6,1,9,1,0
582,1,1,10,1,9,1,2
583,2,1,8,1,7,1,0
584,2,3,3,4,3,1,2
585,1,1,8,3,0,2,0
586,1,1,1,4,3,1,1
587,2,2,6,4,0,1,2
588,1,1,3,1,1,1,1
589,1,1,7,3,8,1,1
590,2,1,6,5,1,3,2
591,1,1,9,6,5,1,1
592,1,1,4,4,6,1,0
593,1,1,6,2,4,1,1
594,1,1,9,6,6,1,2
595,1,1,3,3,7,1,2
596,1,1,3,1,1,1,0
597,1,1,3,1,1,1,1
598,1,2,3,1,1,1,1
599,1,1,6,1,5,1,2
600,2,9,9,1,0,1,0
601,2,1,7,3,2,3,0
602,1,1,5,1,5,1,0
603,1,1,1,4,9,1,1
604,1,2,2,1,0,1,1
605,2,9,3,5,9,1,2
606,1,1,5,6,0,1,0
607,2,1,3,2,0,1,0
608,2,6,3,2,1,1,1
609,2,1,5,6,6,1,2
610,1,1,6,3,9,2,1
611,2,1,8,1,1,1,0
612,1,1,5,1,9,1,0
613,1,1,3,4,2,1,2
614,1,1,8,2,7,1,0
615,2,1,8,2,6,1,1
616,2,8,2,4,3,1,2
617,1,1,2,4,5,1,0
618,2,1,5,6,1,1,2
619,1,1,3,2,1,1,0
620,2,1,6,5,1,2,2
621,1,1,7,2,1,2,0
622,1,2,3,1,1,1,0
623,1,1,4,2,8,1,2
624,1,8,11,3,4,1,1
625,2,1,5,1,7,1,1
626,2,8,11,6,8,1,0
627,2,9,2,4,6,1,0
628,1,1,8,6,4,1,2
629,1,1,8,3,6,1,1
630,1,1,8,6,7,3,2
631,1,9,6,2,1,1,1
632,2,2,1,6,7,1,1
633,2,1,8,1,7,1,0
634,1,1,11,3,5,1,1
635,1,1,7,4,2,1,0
636,1,8,12,4,3,1,0
637,2,1,4,3,4,1,2
638,1,1,6,4,3,1,0
639,1,6,3,1,1,1,1
640,2,1,4,4,4,1,0
641,1,2,3,2,1,1,1
642,1,1,3,1,1,1,0
643,1,1,9,1,9,1,0
644,2,1,5,4,0,1,2
645,1,1,6,4,3,1,1
646,1,8,9,1,9,1,0
647,1,9,1,1,9,1,0
648,2,1,4,1,9,1,1
649,1,9,3,1,0,1,0
650,1,1,8,1,5,1,0
651,2,8,8,6,5,2,0
652,2,1,5,2,7,1,1
653,1,2,7,2,2,1,0
654,2,1,3,4,7,1,1
655,1,1,10,1,8,1,0
656,2,4,4,4,2,1,2
657,1,1,10,1,9,1,0
658,1,9,7,6,3,1,1
659,1,1,5,5,8,1,2
660,1,1,6,3,6,2,0
661,1,8,8,6,1,1,2
662,1,5,3,3,0,1,1
663,1,1,8,6,1,3,1
664,2,2,5,2,1,1,0
665,2,1,9,1,6,1,0
666,2,1,7,1,6,1,2
667,1,8,8,1,0,1,1
668,1,8,8,5,3,1,0
669,1,1,3,2,0,1,0
670,1,1,5,1,4,2,0
671,1,1,8,2,2,1,2
672,1,1,7,1,4,1,2
673,1,1,4,2,0,1,2
674,2,2,6,6,1,1,1
675,2,1,5,1,4,1,0
676,1,8,2,6,0,1,2
677,1,1,7,1,7,1,0
678,2,1,5,6,1,1,1
679,1,1,2,4,9,1,2
680,1,8,1,1,2,1,2
681,1,1,2,5,1,1,2
682,2,1,7,6,0,1,1
683,2,1,5,1,5,1,0
684,1,1,7,2,0,2,0
685,2,1,3,2,1,1,0
686,2,2,2,2,1,1,1
687,1,8,2,1,1,1,0
688,1,6,6,6,0,1,2
689,2,6,12,1,8,1,0
690,2,8,5,2,7,1,2
691,1,8,11,4,3,2,2
692,1,1,8,6,3,1,2
693,1,9,7,1,6,1,0
694,1,6,2,1,1,1,0
695,1,1,5,4,8,1,0
696,1,1,4,5,8,1,0
697,2,6,1,4,1,1,1
698,2,1,3,1,1,1,1
699,1,2,2,2,1,1,1
700,2,1,7,6,9,1,0
701,2,1,7,4,8,1,0
702,1,1,6,2,6,1,2
703,2,9,6,1,5,1,0
704,2,1,4,1,9,1,0
705,1,6,7,4,5,1,1
706,2,1,5,1,4,1,1
707,1,1,5,2,6,1,0
708,2,1,10,6,8,2,2
709,2,1,8,6,2,1,1
710,1,1,8,2,8,1,0
711,2,9,12,4,8,1,0
712,2,9,1,2,4,1,0
713,2,1,7,6,1,3,1
714,1,5,3,4,1,1,2
715,1,4,3,4,5,1,2
716,1,1,3,1,1,1,1
717,2,1,5,6,0,1,1
718,1,1,7,2,0,3,0
719,1,1,5,3,1,1,0
720,2,1,2,2,1,1,1
721,2,1,7,6,8,1,1
722,1,1,2,4,6,2,2
723,1,1,8,2,7,1,2
724,1,1,5,4,5,1,0
725,1,2,6,6,5,1,2
726,2,1,7,6,4,1,2
727,1,1,6,2,2,1,2
728,2,1,10,1,8,1,0
729,1,8,6,1,9,1,0
730,2,1,8,2,5,1,0
731,2,1,7,4,9,1,1
732,1,1,3,6,3,1,2
733,1,1,4,5,5,2,0
734,2,9,11,3,8,1,0
735,1,1,7,2,6,1,1
736,1,1,7,2,0,1,2
737,1,9,1,1,9,1,1
738,1,1,5,1,7,1,0
739,1,1,5,6,9,1,0
740,2,2,3,1,1,1,0
741,1,1,7,1,9,1,1
742,1,2,7,2,7,1,2
743,1,1,10,2,6,1,1
744,1,8,1,6,2,3,2
745,1,1,4,2,6,1,0
746,2,1,8,6,1,1,2
747,2,1,6,6,2,2,2
748,1,8,4,1,4,1,0
749,1,1,4,5,4,1,1
750,2,1,1,1,0,1,0
751,2,2,1,2,1,1,1
752,2,1,6,2,2,1,2
753,1,9,8,6,1,1,2
754,1,9,3,1,1,1,2
755,1,1,6,6,3,2,2
756,1,1,5,1,9,1,0
757,1,2,3,1,1,1,0
758,1,1,7,5,2,2,0
759,1,1,3,2,0,2,0
760,2,1,6,6,9,1,0
761,2,2,3,2,1,1,1
762,1,1,3,6,7,1,1
763,1,6,3,2,1,1,0
764,1,9,12,4,5,1,0
765,2,1,5,1,9,1,0
766,2,9,1,4,8,1,0
767,1,1,3,3,3,1,1
768,1,1,3,1,0,1,0
769,1,6,7,2,3,1,2
770,1,8,2,5,6,1,2
771,1,1,10,3,9,1,0
772,1,1,7,2,7,1,0
773,1,6,4,6,1,3,1
774,1,8,3,6,6,1,2
775,1,1,4,2,9,1,0
776,1,1,10,3,1,2,1
777,1,6,1,1,1,1,1
778,1,1,3,2,1,1,1
779,1,8,2,2,3,2,2
780,2,9,4,1,6,1,0
781,2,1,1,2,1,2,0
782,1,1,7,6,2,1,1
783,2,1,2,2,1,1,0
784,2,8,4,6,2,3,2
785,1,5,7,5,8,1,2
786,1,1,3,2,0,1,2
787,2,2,7,5,2,1,2
788,1,1,1,1,0,1,0
789,1,1,8,6,1,1,0
790,2,6,1,6,1,1,2
791,2,1,2,2,1,1,0
792,1,8,3,6,2,1,2
793,1,3,1,2,6,1,2
794,1,1,6,1,5,1,2
795,1,5,1,4,5,1,0
796,1,1,4,2,1,1,1
797,2,8,7,2,2,1,0
798,1,1,5,6,3,3,2
799,2,1,2,2,1,1,1
800,1,1,7,6,7,1,0
801,1,2,10,5,6,2,0
802,2,2,5,6,2,1,1
803,1,1,5,6,3,2,2
804,1,1,6,1,0,1,0
805,2,1,3,2,0,2,0
806,1,1,3,2,1,1,0
807,2,1,8,6,3,1,1
808,2,2,2,2,0,1,0
809,1,1,4,2,7,1,2
810,1,1,3,6,2,1,1
811,1,1,4,1,4,1,1
812,1,1,6,1,6,1,0
813,2,8,12,1,5,1,0
814,1,8,8,1,1,1,0
815,2,3,8,6,9,1,2
816,1,8,2,4,2,2,0
817,2,2,4,2,4,1,1
818,1,1,5,1,6,1,2
819,1,6,4,2,5,1,0
820,2,8,3,6,6,1,0
821,1,1,3,2,1,1,1
822,2,1,3,1,0,1,0
823,2,2,1,2,1,1,1
824,1,1,5,1,0,1,0
825,1,9,1,2,7,2,0
826,1,1,5,1,4,2,0
827,2,1,3,2,0,1,0
828,1,9,5,6,4,3,1
829,1,8,9,3,4,1,0
830,1,2,9,2,9,1,0
831,1,1,7,5,2,1,2
832,2,1,5,2,2,1,2
833,1,1,9,2,3,1,1
834,1,1,9,2,1,1,0
835,1,1,2,5,4,2,0
836,2,1,5,6,0,3,2
837,2,8,5,6,2,2,1
838,2,1,7,3,3,1,2
839,1,1,8,1,3,1,1
840,1,6,5,1,9,1,2
841,2,1,5,6,0,3,2
842,2,6,1,2,0,2,0
843,1,2,5,6,5,1,1
844,2,9,4,1,8,1,0
845,1,9,7,6,0,3,0
846,2,1,5,6,7,1,2
847,1,1,3,2,1,1,1
848,2,1,4,1,0,1,1
849,2,1,4,2,8,1,2
850,1,3,2,2,0,1,0
851,1,1,4,1,3,1,0
852,2,1,1,5,9,1,2
853,1,1,4,4,2,1,2
854,2,1,5,2,4,1,0
855,2,1,2,1,1,1,0
856,2,2,3,2,1,1,0
857,2,1,3,1,1,1,1
858,2,6,2,2,0,1,0
859,1,1,7,6,0,1,2
860,1,2,7,6,3,1,1
861,2,9,1,2,1,1,1
862,2,6,7,6,9,3,1
863,1,1,9,6,9,1,2
864,1,8,8,1,8,1,0
865,1,1,6,4,8,1,2
866,1,1,10,4,9,1,0
867,1,6,2,1,1,1,1
868,1,1,7,6,0,1,2
