Unnamed: 0,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
929,1,5,1,3,2,4,6
32,1,5,1,1,2,4,8
47,1,5,6,1,2,11,5
502,2,5,2,3,2,3,3
406,2,5,2,3,2,4,9
573,1,4,2,1,2,7,2
727,2,2,2,2,2,3,5
804,2,4,1,2,1,2,1
98,1,5,1,3,1,3,6
683,1,5,2,2,2,2,7
871,1,7,2,1,2,7,3
725,2,5,2,1,1,4,7
986,2,5,1,2,1,7,3
546,2,5,2,3,1,4,4
960,1,5,1,1,1,3,1
738,1,5,1,3,2,4,5
612,1,5,2,3,2,3,0
942,1,2,2,3,2,2,7
461,1,8,2,3,2,2,2
642,2,4,2,1,0,7,2
768,1,5,6,2,2,4,5
4,1,2,2,1,0,4,0
217,2,5,1,3,2,3,8
502,2,5,2,3,2,3,3
766,1,5,2,1,2,3,8
397,2,7,2,3,1,3,7
870,2,8,1,3,2,2,0
794,1,8,2,1,1,4,0
392,2,5,6,3,2,7,0
206,1,9,1,1,1,2,1
14,2,5,1,2,2,4,4
857,2,3,2,3,2,4,7
553,1,5,2,3,2,2,7
891,2,2,5,2,1,3,5
460,2,5,2,3,1,2,8
690,1,5,2,3,1,4,5
574,2,5,1,2,2,7,5
863,2,1,2,1,1,7,0
742,2,2,2,3,1,3,6
240,1,2,4,1,2,4,7
563,1,5,2,2,1,2,7
95,2,2,1,2,1,7,2
899,2,5,2,3,2,2,5
733,1,2,1,2,1,2,4
484,1,7,2,2,1,7,0
406,2,5,2,3,2,4,9
230,1,5,2,3,2,8,8
748,2,2,2,1,2,2,5
654,1,2,2,1,2,4,2
170,2,2,2,1,2,2,3
540,2,2,1,1,1,12,1
35,2,8,1,1,1,2,0
524,2,7,1,1,2,2,5
159,2,5,1,3,2,4,1
838,2,2,2,1,1,4,9
698,1,5,2,1,1,3,5
242,1,5,1,3,2,4,2
85,1,8,2,1,2,4,1
795,1,3,6,2,2,9,4
577,1,4,2,2,2,3,9
681,1,5,2,3,2,2,6
556,2,5,1,3,1,2,2
573,1,4,2,1,2,7,2
952,2,5,1,2,2,3,5
645,2,2,2,1,1,4,2
795,1,3,6,2,2,9,4
27,1,5,1,2,2,3,5
619,1,8,1,3,1,4,6
555,2,2,2,3,2,4,1
339,2,5,2,3,1,4,9
797,2,5,1,1,1,4,9
957,2,8,2,3,2,2,0
330,1,2,2,2,1,4,0
639,1,2,1,1,1,4,3
505,1,2,1,3,1,4,4
347,1,5,1,2,2,2,9
472,1,5,2,1,1,2,6
230,1,5,2,3,2,8,8
189,1,8,1,3,1,4,1
224,2,5,1,2,2,4,5
384,1,5,2,2,1,4,3
376,1,3,2,3,2,2,0
282,2,6,2,1,1,4,2
957,2,8,2,3,2,2,0
632,1,7,1,3,2,2,3
627,1,2,2,1,1,8,5
972,2,5,2,2,2,4,6
744,1,5,2,3,1,7,3
258,1,5,1,3,0,7,5
358,1,5,6,3,1,3,3
709,2,5,2,2,2,3,5
455,1,7,2,2,2,4,7
410,2,9,1,3,2,7,6
648,2,2,1,3,2,4,6
317,2,2,2,2,1,4,8
676,2,8,2,3,2,7,0
224,2,5,1,2,2,4,5
818,1,5,2,3,2,7,1
233,2,5,2,2,2,7,3
683,1,5,2,2,2,2,7
663,2,9,2,1,1,4,1
974,2,5,4,1,2,3,9
826,2,4,1,1,1,4,7
373,2,2,2,1,2,4,0
671,2,2,1,1,2,1,1
607,1,2,1,1,2,4,8
471,1,2,2,3,1,4,7
232,2,5,1,3,1,3,0
691,1,2,2,2,2,12,5
112,2,5,2,1,2,4,2
829,2,2,1,3,1,2,9
496,2,8,2,3,2,4,3
441,1,7,1,1,2,7,9
563,1,5,2,2,1,2,7
267,2,5,2,3,2,4,8
509,2,5,2,3,2,3,0
806,2,5,2,3,2,4,7
385,1,3,2,1,2,7,0
386,2,2,2,3,1,4,1
112,2,5,2,1,2,4,2
612,1,5,2,3,2,3,0
624,2,2,2,1,2,4,1
951,2,2,6,3,2,7,9
80,1,8,2,2,1,2,6
698,1,5,2,1,1,3,5
112,2,5,2,1,2,4,2
1,1,2,1,1,2,7,6
641,1,5,2,2,1,8,3
219,2,5,1,3,2,3,1
565,2,5,2,3,1,4,7
854,2,5,1,3,1,2,1
996,2,7,2,3,1,3,9
735,2,5,2,2,2,4,0
224,2,5,1,2,2,4,5
384,1,5,2,2,1,4,3
402,2,5,2,2,1,4,0
637,1,5,2,1,1,11,1
129,1,5,2,1,2,4,1
52,1,7,1,3,1,7,2
683,1,5,2,2,2,2,7
729,1,5,1,2,2,4,8
671,2,2,1,1,2,1,1
709,2,5,2,2,2,3,5
415,2,2,6,2,2,4,4
246,2,2,6,3,1,3,5
835,2,2,1,3,1,4,6
438,2,5,1,1,2,3,6
202,1,2,1,1,1,2,4
183,1,5,2,1,1,4,5
122,2,5,2,3,2,3,3
400,2,5,2,3,2,4,6
766,1,5,2,1,2,3,8
293,1,5,2,3,2,7,6
279,1,2,2,3,2,2,6
836,1,5,1,1,2,2,0
883,1,5,2,3,2,4,6
609,2,8,2,3,1,4,1
197,2,2,2,3,2,2,6
981,2,3,2,3,1,7,0
906,1,5,1,1,0,4,0
510,1,3,1,1,1,4,9
751,1,2,2,2,2,3,1
143,1,5,1,3,2,3,3
608,1,2,2,2,2,2,2
200,1,7,2,2,2,2,3
123,1,5,2,2,1,3,2
186,2,5,2,3,2,2,7
325,2,2,2,3,2,7,9
463,1,5,1,1,1,3,7
348,1,7,2,3,2,2,1
770,2,8,2,1,2,4,2
659,1,5,2,1,1,3,9
763,2,5,2,3,2,1,1
954,2,5,2,2,1,3,5
931,2,4,2,2,1,3,5
402,2,5,2,2,1,4,0
345,2,2,2,3,2,4,6
962,1,5,2,1,2,3,8
510,1,3,1,1,1,4,9
146,1,2,1,3,2,1,2
147,1,2,1,3,1,3,3
863,2,1,2,1,1,7,0
710,2,9,1,3,2,3,2
819,1,7,1,3,2,2,8
488,2,8,1,2,1,4,0
928,2,5,2,3,0,2,7
935,2,8,1,3,2,3,1
639,1,2,1,1,1,4,3
550,2,2,2,2,1,4,6
337,2,5,1,3,1,4,7
871,1,7,2,1,2,7,3
640,2,2,1,3,2,4,4
778,2,3,1,2,1,2,2
987,1,2,2,1,1,2,1
952,2,5,1,2,2,3,5
472,1,5,2,1,1,2,6
945,1,2,2,3,1,7,0
150,2,5,2,2,2,9,1
414,1,9,2,1,1,2,4
989,2,5,2,2,2,4,6
297,1,4,1,1,1,4,5
610,2,2,1,3,2,4,8
262,1,2,2,2,1,1,7
763,2,5,2,3,2,1,1
143,1,5,1,3,2,3,3
345,2,2,2,3,2,4,6
623,2,7,1,2,1,4,6
571,2,2,1,3,2,2,9
880,2,2,1,2,2,4,2
1,1,2,1,1,2,7,6
896,1,5,2,3,2,2,1
303,2,2,2,2,1,2,1
253,1,8,2,1,1,7,5
651,2,5,1,1,0,2,0
452,2,5,2,3,2,3,0
36,2,2,1,3,2,2,7
159,2,5,1,3,2,4,1
8,1,5,1,1,1,3,9
232,2,5,1,3,1,3,0
98,1,5,1,3,1,3,6
658,2,2,1,1,2,3,4
815,1,3,2,2,1,3,4
207,2,5,3,2,2,2,0
130,1,9,4,2,2,2,5
403,1,2,2,1,2,2,2
151,2,8,2,3,2,9,6
53,2,5,2,1,1,4,9
119,1,8,6,3,2,4,2
672,1,2,2,1,2,2,2
919,2,5,2,3,2,7,3
627,1,2,2,1,1,8,5
586,1,3,1,2,1,4,2
624,2,2,2,1,2,4,1
967,2,5,2,3,2,7,1
419,2,5,1,1,1,4,7
421,2,2,2,2,2,4,0
103,2,2,2,3,2,2,8
851,1,2,1,2,1,3,0
253,1,8,2,1,1,7,5
226,2,4,2,3,1,4,0
111,2,5,2,3,2,4,3
509,2,5,2,3,2,3,0
472,1,5,2,1,1,2,6
98,1,5,1,3,1,3,6
152,2,5,2,1,2,4,5
860,1,2,2,3,2,4,8
913,2,5,2,2,1,4,0
895,2,5,2,3,2,2,6
877,2,2,1,2,2,4,9
337,2,5,1,3,1,4,7
705,2,7,1,3,1,7,0
821,2,2,2,1,2,4,0
162,2,2,1,1,2,4,4
719,1,2,2,2,2,4,1
956,2,5,1,3,2,3,4
680,2,8,2,2,1,8,9
995,1,8,2,3,2,7,1
160,2,2,2,2,2,3,8
579,2,2,2,2,2,2,2
800,1,5,2,1,2,3,9
397,2,7,2,3,1,3,7
276,1,8,2,2,2,8,5
815,1,3,2,2,1,3,4
915,1,2,1,2,2,7,2
503,2,3,2,1,2,7,2
895,2,5,2,3,2,2,6
391,1,2,1,3,1,7,2
134,1,5,2,3,1,4,6
194,2,2,2,3,1,4,1
400,2,5,2,3,2,4,6
639,1,2,1,1,1,4,3
32,1,5,1,1,2,4,8
687,1,2,1,3,1,2,0
459,2,8,2,3,2,4,7
954,2,5,2,2,1,3,5
882,1,5,2,1,2,2,1
469,1,5,2,3,1,2,3
374,2,7,1,3,2,7,2
21,1,5,2,2,2,2,6
749,1,5,2,3,2,4,0
669,1,2,2,3,2,4,6
37,2,8,2,3,1,3,4
229,1,5,2,2,2,4,1
364,1,5,2,1,1,4,8
562,1,8,2,1,2,4,8
437,1,5,2,1,2,3,0
775,2,5,2,2,1,3,0
282,2,6,2,1,1,4,2
26,2,5,2,1,1,4,1
225,1,2,1,3,1,2,1
276,1,8,2,2,2,8,5
797,2,5,1,1,1,4,9
608,1,2,2,2,2,2,2
283,1,5,1,3,1,7,0
878,1,8,4,1,0,4,0
959,2,5,2,1,1,2,2
480,2,5,2,2,1,3,2
452,2,5,2,3,2,3,0
828,1,2,2,3,2,4,1
815,1,3,2,2,1,3,4
658,2,2,1,1,2,3,4
515,1,1,2,3,1,7,4
546,2,5,2,3,1,4,4
191,1,5,2,2,2,2,9
48,1,2,2,3,2,4,6
511,2,5,1,2,1,3,6
16,1,2,2,1,2,4,7
171,1,2,2,3,1,4,4
219,2,5,1,3,2,3,1
157,1,9,2,3,1,12,0
476,1,5,6,2,2,4,7
45,1,8,2,1,1,7,6
372,2,2,2,1,2,3,7
517,1,9,2,1,2,4,0
98,1,5,1,3,1,3,6
891,2,2,5,2,1,3,5
744,1,5,2,3,1,7,3
36,2,2,1,3,2,2,7
279,1,2,2,3,2,2,6
348,1,7,2,3,2,2,1
496,2,8,2,3,2,4,3
301,1,5,6,3,2,2,0
180,1,3,2,2,1,3,2
606,1,2,4,2,1,3,0
98,1,5,1,3,1,3,6
699,1,2,1,1,2,4,3
992,2,2,1,2,2,3,8
115,2,7,1,1,1,3,8
190,2,1,2,2,0,4,3
252,1,5,1,1,2,2,1
980,2,5,2,2,1,7,8
927,2,2,1,2,1,2,7
982,2,5,2,1,2,4,1
160,2,2,2,2,2,3,8
255,2,8,2,2,2,2,1
322,1,5,1,1,2,4,9
127,2,5,2,3,2,4,2
17,1,2,1,2,1,3,2
792,1,2,5,3,2,3,6
734,1,5,6,3,1,4,2
565,2,5,2,3,1,4,7
569,2,2,2,2,2,3,0
322,1,5,1,1,2,4,9
871,1,7,2,1,2,7,3
685,1,5,2,1,2,7,3
791,1,2,2,3,2,7,7
625,2,5,1,2,2,4,3
287,1,5,1,3,1,4,1
942,1,2,2,3,2,2,7
853,1,2,4,1,2,4,4
662,1,2,1,2,1,3,8
961,2,8,2,3,1,2,9
638,2,5,2,2,2,3,4
154,2,7,2,1,1,3,4
489,1,2,2,1,1,4,7
385,1,3,2,1,2,7,0
985,2,9,1,3,2,4,2
784,2,5,2,3,2,4,1
103,2,2,2,3,2,2,8
928,2,5,2,3,0,2,7
392,2,5,6,3,2,7,0
810,1,5,2,2,1,7,0
245,1,4,2,2,1,4,1
175,2,2,1,2,0,4,2
38,2,2,2,3,2,4,8
476,1,5,6,2,2,4,7
681,1,5,2,3,2,2,6
758,1,7,1,3,2,4,7
537,2,7,2,1,2,2,1
866,1,9,2,3,1,3,9
817,2,5,2,3,1,4,3
920,2,2,2,2,2,2,5
407,2,5,1,2,2,4,5
524,2,7,1,1,2,2,5
827,1,3,2,3,2,4,8
505,1,2,1,3,1,4,4
902,1,2,2,1,1,4,8
824,2,5,2,1,1,2,6
35,2,8,1,1,1,2,0
684,1,2,6,3,2,4,1
19,2,5,2,3,1,4,0
320,2,5,1,3,1,4,4
775,2,5,2,2,1,3,0
511,2,5,1,2,1,3,6
399,2,5,2,2,1,2,8
653,2,6,2,3,2,4,0
971,2,3,6,1,1,4,8
882,1,5,2,1,2,2,1
470,2,2,2,3,2,4,1
142,2,5,1,3,2,2,4
91,1,5,1,3,2,4,8
353,1,2,2,3,1,3,7
833,2,2,2,2,1,3,8
799,2,2,1,3,1,4,7
726,1,4,2,2,1,7,2
958,2,5,1,2,1,4,0
853,1,2,4,1,2,4,4
50,1,5,2,3,2,7,3
664,2,2,2,3,1,2,6
697,1,2,2,3,1,4,0
574,2,5,1,2,2,7,5
189,1,8,1,3,1,4,1
124,2,5,1,2,2,4,7
149,2,2,1,2,2,4,1
313,2,5,1,3,1,4,0
569,2,2,2,2,2,3,0
341,2,5,2,2,1,7,6
304,2,7,1,2,1,4,7
691,1,2,2,2,2,12,5
681,1,5,2,3,2,2,6
837,1,8,2,3,1,7,9
782,2,5,1,3,1,4,2
53,2,5,2,1,1,4,9
443,1,2,2,3,1,7,8
612,1,5,2,3,2,3,0
992,2,2,1,2,2,3,8
263,1,8,1,3,2,4,6
52,1,7,1,3,1,7,2
571,2,2,1,3,2,2,9
619,1,8,1,3,1,4,6
4,1,2,2,1,0,4,0
102,2,8,2,3,2,4,6
195,1,2,2,3,1,4,4
773,1,2,6,1,1,2,5
876,1,9,1,1,1,4,7
991,1,2,2,1,1,11,5
883,1,5,2,3,2,4,6
349,2,5,1,3,2,7,0
46,2,3,2,3,0,3,7
866,1,9,2,3,1,3,9
822,1,5,2,3,1,4,3
935,2,8,1,3,2,3,1
819,1,7,1,3,2,2,8
655,2,5,1,2,2,4,2
268,1,2,2,3,2,7,8
369,2,5,2,1,2,7,0
635,1,5,2,1,2,2,5
105,1,2,1,1,2,4,3
669,1,2,2,3,2,4,6
658,2,2,1,1,2,3,4
656,2,7,2,2,2,4,8
119,1,8,6,3,2,4,2
830,2,1,2,3,2,4,3
786,1,5,2,1,2,3,6
603,2,5,1,3,2,7,8
57,1,5,2,3,2,3,0
950,1,2,1,2,1,3,8
345,2,2,2,3,2,4,6
740,1,5,1,2,2,3,1
473,2,7,2,1,2,2,4
116,2,5,1,2,2,4,0
829,2,2,1,3,1,2,9
790,2,2,2,2,1,4,3
126,1,5,1,2,1,3,4
392,2,5,6,3,2,7,0
907,2,2,2,3,2,4,7
640,2,2,1,3,2,4,4
57,1,5,2,3,2,3,0
633,2,5,2,1,2,4,1
512,2,5,2,1,2,4,7
750,1,5,2,2,0,4,0
801,1,5,2,1,0,4,3
95,2,2,1,2,1,7,2
637,1,5,2,1,1,11,1
117,1,2,2,3,1,2,0
559,2,2,1,3,2,2,1
600,2,5,2,1,2,2,0
487,2,2,1,3,1,2,0
236,1,5,2,3,2,12,7
884,2,7,2,1,1,4,7
896,1,5,2,3,2,2,1
271,2,5,1,3,2,2,3
188,2,5,1,3,2,7,9
998,1,5,2,3,0,4,0
703,2,5,2,1,2,3,2
446,1,3,2,1,1,7,4
580,1,2,2,2,1,3,8
789,1,7,1,2,1,4,0
860,1,2,2,3,2,4,8
246,2,2,6,3,1,3,5
962,1,5,2,1,2,3,8
75,1,2,1,3,2,4,7
153,1,2,1,2,1,4,0
655,2,5,1,2,2,4,2
434,2,2,2,2,1,4,6
996,2,7,2,3,1,3,9
85,1,8,2,1,2,4,1
696,1,2,2,1,1,7,0
284,2,7,1,3,1,3,8
973,2,5,1,1,2,3,9
219,2,5,1,3,2,3,1
68,1,9,2,2,1,4,1
46,2,3,2,3,0,3,7
93,2,2,2,1,2,3,2
749,1,5,2,3,2,4,0
957,2,8,2,3,2,2,0
452,2,5,2,3,2,3,0
203,1,3,6,3,1,8,9
911,1,5,1,3,1,2,2
217,2,5,1,3,2,3,8
473,2,7,2,1,2,2,4
431,2,2,1,3,2,2,0
340,1,5,1,1,2,2,0
550,2,2,2,2,1,4,6
611,1,2,2,3,2,4,9
288,1,5,2,3,2,4,0
253,1,8,2,1,1,7,5
733,1,2,1,2,1,2,4
356,2,5,1,3,2,7,6
22,1,7,1,1,2,7,4
761,1,5,2,1,2,4,0
521,1,5,1,2,1,4,4
757,1,2,2,1,2,4,1
836,1,5,1,1,2,2,0
99,1,2,2,1,2,8,1
801,1,5,2,1,0,4,3
179,1,8,2,2,2,4,2
222,2,9,2,2,1,4,1
905,2,7,2,2,2,7,0
761,1,5,2,1,2,4,0
658,2,2,1,1,2,3,4
441,1,7,1,1,2,7,9
607,1,2,1,1,2,4,8
768,1,5,6,2,2,4,5
324,1,5,2,2,2,4,7
515,1,1,2,3,1,7,4
15,2,2,1,3,2,4,1
791,1,2,2,3,2,7,7
335,1,5,1,1,2,7,1
758,1,7,1,3,2,4,7
257,1,9,2,1,2,3,2
496,2,8,2,3,2,4,3
987,1,2,2,1,1,2,1
895,2,5,2,3,2,2,6
159,2,5,1,3,2,4,1
474,2,2,2,2,2,4,6
851,1,2,1,2,1,3,0
663,2,9,2,1,1,4,1
907,2,2,2,3,2,4,7
689,2,5,1,3,1,3,5
674,2,5,2,2,1,3,3
379,2,2,2,3,1,4,5
544,1,2,1,3,2,2,6
928,2,5,2,3,0,2,7
956,2,5,1,3,2,3,4
690,1,5,2,3,1,4,5
426,1,9,2,1,2,4,2
612,1,5,2,3,2,3,0
267,2,5,2,3,2,4,8
834,1,7,2,2,2,3,3
576,1,2,2,3,2,7,2
416,1,5,4,2,1,2,8
167,2,2,2,2,1,12,3
841,1,2,2,2,2,2,2
42,1,2,1,3,1,4,1
555,2,2,2,3,2,4,1
284,2,7,1,3,1,3,8
396,1,5,1,2,2,4,0
11,1,7,2,3,2,4,3
606,1,2,4,2,1,3,0
301,1,5,6,3,2,2,0
897,2,7,1,3,1,3,4
252,1,5,1,1,2,2,1
498,1,2,2,3,1,7,1
753,1,2,2,1,1,4,3
34,1,5,6,1,2,4,8
726,1,4,2,2,1,7,2
848,2,8,2,3,1,7,4
89,2,2,1,1,1,4,0
775,2,5,2,2,1,3,0
604,2,5,2,2,1,3,2
921,1,2,2,1,1,2,1
969,1,7,2,2,2,4,0
601,1,3,1,1,2,12,1
417,1,7,2,2,2,4,3
114,2,2,2,2,2,3,4
616,1,2,4,1,2,2,9
902,1,2,2,1,1,4,8
195,1,2,2,3,1,4,4
825,1,5,2,2,1,2,5
500,1,2,6,3,2,3,5
625,2,5,1,2,2,4,3
492,2,5,2,1,1,2,7
74,1,5,1,3,2,4,2
412,1,2,2,2,2,7,0
375,2,2,3,3,1,3,5
419,2,5,1,1,1,4,7
728,2,2,2,2,1,4,0
276,1,8,2,2,2,8,5
760,2,5,2,2,1,2,9
675,2,2,2,1,1,2,9
393,1,2,2,3,1,2,4
868,1,5,2,1,1,3,6
456,2,5,2,1,2,7,0
919,2,5,2,3,2,7,3
191,1,5,2,2,2,2,9
738,1,5,1,3,2,4,5
688,1,2,1,2,2,4,2
98,1,5,1,3,1,3,6
547,1,2,1,1,2,3,9
977,2,5,2,2,2,4,0
998,1,5,2,3,0,4,0
95,2,2,1,2,1,7,2
663,2,9,2,1,1,4,1
662,1,2,1,2,1,3,8
189,1,8,1,3,1,4,1
735,2,5,2,2,2,4,0
36,2,2,1,3,2,2,7
779,2,5,1,3,2,7,2
368,1,5,2,1,2,2,9
694,1,8,2,3,2,7,3
524,2,7,1,1,2,2,5
278,1,2,1,3,1,2,5
216,2,5,6,1,1,4,6
866,1,9,2,3,1,3,9
872,2,2,1,2,2,4,2
797,2,5,1,1,1,4,9
272,1,5,1,3,2,4,1
880,2,2,1,2,2,4,2
61,2,2,2,1,1,4,8
595,1,5,2,3,1,3,2
879,2,2,2,3,1,2,7
728,2,2,2,2,1,4,0
341,2,5,2,2,1,7,6
396,1,5,1,2,2,4,0
698,1,5,2,1,1,3,5
18,1,8,2,2,2,4,2
176,1,2,2,1,2,4,9
611,1,2,2,3,2,4,9
395,2,5,3,2,1,4,2
444,2,5,1,3,1,2,5
232,2,5,1,3,1,3,0
914,2,5,1,1,2,2,5
75,1,2,1,3,2,4,7
264,2,2,2,2,2,1,0
454,1,5,2,1,1,3,5
795,1,3,6,2,2,9,4
717,1,5,2,3,1,4,1
734,1,5,6,3,1,4,2
383,2,5,2,1,1,1,0
563,1,5,2,2,1,2,7
850,2,2,2,1,2,4,8
505,1,2,1,3,1,4,4
366,1,2,1,3,1,4,9
143,1,5,1,3,2,3,3
884,2,7,2,1,1,4,7
68,1,9,2,2,1,4,1
98,1,5,1,3,1,3,6
395,2,5,3,2,1,4,2
24,1,5,6,3,2,2,5
947,1,7,1,2,1,4,4
890,2,1,2,1,1,3,6
468,2,5,2,3,2,3,5
483,2,2,1,3,1,4,0
564,1,5,1,3,2,2,9
150,2,5,2,2,2,9,1
143,1,5,1,3,2,3,3
568,1,5,1,1,1,8,2
38,2,2,2,3,2,4,8
108,1,9,2,3,2,2,9
692,1,5,2,3,1,3,1
41,2,5,2,3,1,7,0
185,2,2,2,3,2,7,7
934,1,5,1,3,1,3,5
397,2,7,2,3,1,3,7
222,2,9,2,2,1,4,1
633,2,5,2,1,2,4,1
132,2,5,1,3,2,4,1
162,2,2,1,1,2,4,4
214,1,8,2,3,2,3,0
732,1,2,1,2,1,4,1
234,2,7,1,1,2,2,5
842,1,2,2,1,2,7,1
657,1,7,2,3,2,4,8
750,1,5,2,2,0,4,0
587,2,2,2,1,2,4,7
8,1,5,1,1,1,3,9
73,2,5,2,1,2,2,8
953,2,7,1,2,2,7,4
491,1,5,2,3,2,1,2
912,1,4,2,3,2,4,6
252,1,5,1,1,2,2,1
229,1,5,2,2,2,4,1
518,2,5,1,3,2,4,6
173,1,5,1,3,1,5,8
652,1,3,1,3,2,2,3
167,2,2,2,2,1,12,3
169,1,5,2,2,2,4,7
392,2,5,6,3,2,7,0
945,1,2,2,3,1,7,0
794,1,8,2,1,1,4,0
633,2,5,2,1,2,4,1
193,2,8,1,1,1,2,9
516,1,2,1,3,2,4,6
28,2,9,2,2,2,4,1
164,2,7,1,2,2,4,1
421,2,2,2,2,2,4,0
338,1,5,1,2,1,4,7
647,1,2,2,2,1,4,4
495,2,5,1,2,2,4,6
364,1,5,2,1,1,4,8
832,2,5,2,2,1,7,3
341,2,5,2,2,1,7,6
499,2,8,2,3,1,4,0
656,2,7,2,2,2,4,8
510,1,3,1,1,1,4,9
326,2,7,6,3,1,3,0
216,2,5,6,1,1,4,6
300,1,5,2,2,1,4,2
131,1,5,6,2,2,2,5
